#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 1,3
# Vessel count: 2,1
# Number of cargoes: 10
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 3 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
3
# for each vessel: vessel index, home port, starting time, capacity
1,8,0,13200
2,13,110,13200
3,31,46,24000
# number of cargoes
10
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,4,5,6,8,9,10
2,2,4,5,6,8,9,10
3,2,3,4,5,6,7,8,9,10
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,26,25,9854,467649,27,99,27,519
2,10,36,3975,399306,547,619,547,1002
3,31,35,15224,695402,0,72,0,553
4,29,34,4587,529266,424,496,424,903
5,17,35,7448,797387,404,476,404,1062
6,31,37,7520,565377,424,496,424,1110
7,32,27,14572,703230,94,166,94,526
8,31,34,2447,658587,158,230,158,845
9,31,27,6458,570986,171,243,171,658
10,2,38,6412,849750,302,374,302,976
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
1,3,33,98,66353
2,3,33,98,66353
3,3,33,110,73593
1,3,34,165,111828
2,3,34,165,111828
3,3,34,185,124030
1,3,35,203,137978
2,3,35,203,137978
3,3,35,229,153033
1,3,36,162,109839
2,3,36,162,109839
3,3,36,182,121824
1,3,37,221,150040
2,3,37,221,150040
3,3,37,249,166412
1,3,38,215,146118
2,3,38,215,146118
3,3,38,242,162062
1,3,39,163,110793
2,3,39,163,110793
3,3,39,184,122882
1,4,1,134,90788
2,4,1,134,90788
3,4,1,150,100694
1,4,2,81,55207
2,4,2,81,55207
3,4,2,92,61231
1,4,3,118,80302
2,4,3,118,80302
3,4,3,133,89064
1,4,4,0,0
2,4,4,0,0
3,4,4,0,0
1,4,5,112,75887
2,4,5,112,75887
3,4,5,126,84168
1,4,6,117,79509
2,4,6,117,79509
3,4,6,132,88185
1,4,7,114,77068
2,4,7,114,77068
3,4,7,128,85477
1,4,8,137,92815
2,4,8,137,92815
3,4,8,154,102943
1,4,9,182,123334
2,4,9,182,123334
3,4,9,204,136792
1,4,10,18,12316
2,4,10,18,12316
3,4,10,20,13660
1,4,11,26,17826
2,4,11,26,17826
3,4,11,30,19771
1,4,12,89,60083
2,4,12,89,60083
3,4,12,100,66639
1,4,13,89,60168
2,4,13,89,60168
3,4,13,100,66734
1,4,14,111,75254
2,4,14,111,75254
3,4,14,125,83465
1,4,15,129,87229
2,4,15,129,87229
3,4,15,145,96747
1,4,16,115,78023
2,4,16,115,78023
3,4,16,129,86536
1,4,17,162,109736
2,4,17,162,109736
3,4,17,182,121710
1,4,18,185,125238
2,4,18,185,125238
3,4,18,208,138903
1,4,19,146,99344
2,4,19,146,99344
3,4,19,165,110184
1,4,20,40,27333
2,4,20,40,27333
3,4,20,45,30315
1,4,21,39,26406
2,4,21,39,26406
3,4,21,44,29287
1,4,22,150,101837
2,4,22,150,101837
3,4,22,169,112949
1,4,23,148,100651
2,4,23,148,100651
3,4,23,167,111633
1,4,24,150,101837
2,4,24,150,101837
3,4,24,169,112949
1,4,25,36,24705
2,4,25,36,24705
3,4,25,41,27401
1,4,26,113,76891
2,4,26,113,76891
3,4,26,127,85281
1,4,27,166,112967
2,4,27,166,112967
3,4,27,187,125294
1,4,28,93,63362
2,4,28,93,63362
3,4,28,105,70276
1,4,29,70,47332
2,4,29,70,47332
3,4,29,78,52496
1,4,30,78,53190
2,4,30,78,53190
3,4,30,88,58994
1,4,31,57,38586
2,4,31,57,38586
3,4,31,64,42796
1,4,32,129,87554
2,4,32,129,87554
3,4,32,145,97108
1,4,33,23,15510
2,4,33,23,15510
3,4,33,26,17203
1,4,34,47,32080
2,4,34,47,32080
3,4,34,53,35580
1,4,35,87,58932
2,4,35,87,58932
3,4,35,98,65363
1,4,36,44,30091
2,4,36,44,30091
3,4,36,50,33375
1,4,37,104,70743
2,4,37,104,70743
3,4,37,117,78462
1,4,38,98,66821
2,4,38,98,66821
3,4,38,111,74112
1,4,39,46,31045
2,4,39,46,31045
3,4,39,51,34433
1,5,1,66,45000
2,5,1,66,45000
3,5,1,75,49910
1,5,2,51,34473
2,5,2,51,34473
3,5,2,57,38234
1,5,3,51,34514
2,5,3,51,34514
3,5,3,57,38280
1,5,4,112,75887
2,5,4,112,75887
3,5,4,126,84168
1,5,5,0,0
2,5,5,0,0
3,5,5,0,0
1,5,6,50,33765
2,5,6,50,33765
3,5,6,56,37450
1,5,7,46,31326
2,5,7,46,31326
3,5,7,52,34744
1,5,8,69,47027
2,5,8,69,47027
3,5,8,78,52159
1,5,9,114,77546
2,5,9,114,77546
3,5,9,129,86008
1,5,10,94,63861
2,5,10,94,63861
3,5,10,106,70830
1,5,11,88,59539
2,5,11,88,59539
3,5,11,99,66035
1,5,12,43,29194
2,5,12,43,29194
3,5,12,48,32380
1,5,13,38,25966
2,5,13,38,25966
3,5,13,43,28800
1,5,14,44,29532
2,5,14,44,29532
3,5,14,49,32754
1,5,15,55,37139
2,5,15,55,37139
3,5,15,62,41191
1,5,16,48,32278
2,5,16,48,32278
3,5,16,54,35800
1,5,17,94,63948
2,5,17,94,63948
3,5,17,106,70925
1,5,18,81,54760
2,5,18,81,54760
3,5,18,91,60736
1,5,19,54,36614
2,5,19,54,36614
3,5,19,61,40610
1,5,20,73,49733
2,5,20,73,49733
3,5,20,82,55160
1,5,21,75,51000
2,5,21,75,51000
3,5,21,85,56565
1,5,22,83,56049
2,5,22,83,56049
3,5,22,93,62165
1,5,23,81,54863
2,5,23,81,54863
3,5,23,91,60849
1,5,24,83,56049
2,5,24,83,56049
3,5,24,93,62165
1,5,25,76,51598
2,5,25,76,51598
3,5,25,86,57228
1,5,26,46,31103
2,5,26,46,31103
3,5,26,52,34497
1,5,27,99,67179
2,5,27,99,67179
3,5,27,111,74510
1,5,28,23,15308
2,5,28,23,15308
3,5,28,25,16978
1,5,29,123,83210
2,5,29,123,83210
3,5,29,138,92290
1,5,30,50,33799
2,5,30,50,33799
3,5,30,56,37487
1,5,31,57,38830
2,5,31,57,38830
3,5,31,64,43067
1,5,32,62,41766
2,5,32,62,41766
3,5,32,69,46324
1,5,33,91,61939
2,5,33,91,61939
3,5,33,103,68697
1,5,34,158,107414
2,5,34,158,107414
3,5,34,178,119134
1,5,35,197,133563
2,5,35,197,133563
3,5,35,221,148138
1,5,36,155,105425
2,5,36,155,105425
3,5,36,175,116929
1,5,37,215,145626
2,5,37,215,145626
3,5,37,241,161516
1,5,38,209,141704
2,5,38,209,141704
3,5,38,235,157166
1,5,39,157,106379
2,5,39,157,106379
3,5,39,176,117987
1,6,1,23,15911
2,6,1,23,15911
3,6,1,26,17647
1,6,2,54,36752
2,6,2,54,36752
3,6,2,61,40763
1,6,3,7,4969
2,6,3,7,4969
3,6,3,8,5511
1,6,4,117,79509
2,6,4,117,79509
3,6,4,132,88185
1,6,5,50,33765
2,6,5,50,33765
3,6,5,56,37450
1,6,6,0,0
2,6,6,0,0
3,6,6,0,0
1,6,7,4,2442
2,6,7,4,2442
3,6,7,4,2708
1,6,8,26,17938
2,6,8,26,17938
3,6,8,30,19896
1,6,9,71,48457
2,6,9,71,48457
3,6,9,80,53745
1,6,10,99,67483
2,6,10,99,67483
3,6,10,112,74847
1,6,11,93,63161
2,6,11,93,63161
3,6,11,105,70053
1,6,12,46,31474
2,6,12,46,31474
3,6,12,52,34908
1,6,13,42,28246
2,6,13,42,28246
3,6,13,47,31328
1,6,14,6,4283
2,6,14,6,4283
3,6,14,7,4751
1,6,15,22,15222
2,6,15,22,15222
3,6,15,25,16883
1,6,16,2,1487
2,6,16,2,1487
3,6,16,2,1649
1,6,17,51,34859
2,6,17,51,34859
3,6,17,58,38663
1,6,18,77,52320
2,6,18,77,52320
3,6,18,87,58029
1,6,19,38,25689
2,6,19,38,25689
3,6,19,43,28492
1,6,20,79,53355
2,6,20,79,53355
3,6,20,88,59177
1,6,21,80,54622
2,6,21,80,54622
3,6,21,91,60582
1,6,22,40,26961
2,6,22,40,26961
3,6,22,45,29902
1,6,23,38,25774
2,6,23,38,25774
3,6,23,43,28586
1,6,24,40,26961
2,6,24,40,26961
3,6,24,45,29902
1,6,25,81,55220
2,6,25,81,55220
3,6,25,92,61245
1,6,26,11,7783
2,6,26,11,7783
3,6,26,13,8633
1,6,27,56,38091
2,6,27,56,38091
3,6,27,63,42247
1,6,28,28,18783
2,6,28,28,18783
3,6,28,31,20832
1,6,29,128,86903
2,6,29,128,86903
3,6,29,144,96385
1,6,30,53,36087
2,6,30,53,36087
3,6,30,60,40025
1,6,31,63,42452
2,6,31,63,42452
3,6,31,70,47084
1,6,32,19,12678
2,6,32,19,12678
3,6,32,21,14061
1,6,33,97,65560
2,6,33,97,65560
3,6,33,109,72714
1,6,34,164,111036
2,6,34,164,111036
3,6,34,184,123151
1,6,35,202,137186
2,6,35,202,137186
3,6,35,227,152155
1,6,36,161,109047
2,6,36,161,109047
3,6,36,181,120946
1,6,37,220,149248
2,6,37,220,149248
3,6,37,247,165533
1,6,38,214,145326
2,6,38,214,145326
3,6,38,241,161183
1,6,39,162,110001
2,6,39,162,110001
3,6,39,182,122004
1,7,1,21,14445
2,7,1,21,14445
3,7,1,24,16021
1,7,2,51,34311
2,7,2,51,34311
3,7,2,57,38054
1,7,3,5,3506
2,7,3,5,3506
3,7,3,6,3888
1,7,4,114,77068
2,7,4,114,77068
3,7,4,128,85477
1,7,5,46,31326
2,7,5,46,31326
3,7,5,52,34744
1,7,6,4,2442
2,7,6,4,2442
3,7,6,4,2708
1,7,7,0,0
2,7,7,0,0
3,7,7,0,0
1,7,8,24,16472
2,7,8,24,16472
3,7,8,27,18269
1,7,9,69,46991
2,7,9,69,46991
3,7,9,78,52118
1,7,10,96,65041
2,7,10,96,65041
3,7,10,108,72139
1,7,11,89,60719
2,7,11,89,60719
3,7,11,101,67344
1,7,12,43,29032
2,7,12,43,29032
3,7,12,48,32200
1,7,13,38,25804
2,7,13,38,25804
3,7,13,43,28620
1,7,14,3,1841
2,7,14,3,1841
3,7,14,3,2042
1,7,15,20,13352
2,7,15,20,13352
3,7,15,22,14809
1,7,16,1,955
2,7,16,1,955
3,7,16,2,1059
1,7,17,49,33393
2,7,17,49,33393
3,7,17,55,37036
1,7,18,75,50770
2,7,18,75,50770
3,7,18,84,56310
1,7,19,36,24164
2,7,19,36,24164
3,7,19,40,26801
1,7,20,75,50913
2,7,20,75,50913
3,7,20,84,56469
1,7,21,77,52180
2,7,21,77,52180
3,7,21,86,57874
1,7,22,38,25494
2,7,22,38,25494
3,7,22,42,28276
1,7,23,36,24308
2,7,23,36,24308
3,7,23,40,26960
1,7,24,38,25494
2,7,24,38,25494
3,7,24,42,28276
1,7,25,78,52778
2,7,25,78,52778
3,7,25,87,58537
1,7,26,8,5417
2,7,26,8,5417
3,7,26,9,6009
1,7,27,54,36624
2,7,27,54,36624
3,7,27,61,40620
1,7,28,24,16343
2,7,28,24,16343
3,7,28,27,18126
1,7,29,124,84461
2,7,29,124,84461
3,7,29,140,93677
1,7,30,50,33646
2,7,30,50,33646
3,7,30,56,37317
1,7,31,59,40010
2,7,31,59,40010
3,7,31,66,44376
1,7,32,17,11211
2,7,32,17,11211
3,7,32,19,12435
1,7,33,93,63119
2,7,33,93,63119
3,7,33,105,70006
1,7,34,160,108594
2,7,34,160,108594
3,7,34,180,120443
1,7,35,199,134744
2,7,35,199,134744
3,7,35,223,149446
1,7,36,157,106605
2,7,36,157,106605
3,7,36,177,118237
1,7,37,216,146806
2,7,37,216,146806
3,7,37,243,162825
1,7,38,211,142884
2,7,38,211,142884
3,7,38,237,158475
1,7,39,158,107559
2,7,39,158,107559
3,7,39,178,119296
1,8,1,8,5106
2,8,1,8,5106
3,8,1,8,5663
1,8,2,74,50058
2,8,2,74,50058
3,8,2,83,55520
1,8,3,22,14957
2,8,3,22,14957
3,8,3,25,16589
1,8,4,137,92815
2,8,4,137,92815
3,8,4,154,102943
1,8,5,69,47027
2,8,5,69,47027
3,8,5,78,52159
1,8,6,26,17938
2,8,6,26,17938
3,8,6,30,19896
1,8,7,24,16472
2,8,7,24,16472
3,8,7,27,18269
1,8,8,0,0
2,8,8,0,0
3,8,8,0,0
1,8,9,51,34452
2,8,9,51,34452
3,8,9,57,38211
1,8,10,119,80789
2,8,10,119,80789
3,8,10,134,89604
1,8,11,113,76466
2,8,11,113,76466
3,8,11,127,84810
1,8,12,66,44779
2,8,12,66,44779
3,8,12,74,49666
1,8,13,61,41552
2,8,13,61,41552
3,8,13,69,46086
1,8,14,27,18062
2,8,14,27,18062
3,8,14,30,20033
1,8,15,30,20665
2,8,15,30,20665
3,8,15,34,22920
1,8,16,24,16451
2,8,16,24,16451
3,8,16,27,18247
1,8,17,31,20854
2,8,17,31,20854
3,8,17,35,23129
1,8,18,69,46703
2,8,18,69,46703
3,8,18,77,51799
1,8,19,29,19741
2,8,19,29,19741
3,8,19,33,21895
1,8,20,98,66661
2,8,20,98,66661
3,8,20,110,73935
1,8,21,100,67928
2,8,21,100,67928
3,8,21,113,75340
1,8,22,19,12955
2,8,22,19,12955
3,8,22,21,14369
1,8,23,17,11769
2,8,23,17,11769
3,8,23,20,13053
1,8,24,19,12955
2,8,24,19,12955
3,8,24,21,14369
1,8,25,101,68526
2,8,25,101,68526
3,8,25,114,76003
1,8,26,30,20103
2,8,26,30,20103
3,8,26,33,22297
1,8,27,35,24085
2,8,27,35,24085
3,8,27,40,26714
1,8,28,47,32044
2,8,28,47,32044
3,8,28,53,35541
1,8,29,148,100208
2,8,29,148,100208
3,8,29,166,111143
1,8,30,73,49393
2,8,30,73,49393
3,8,30,82,54782
1,8,31,82,55757
2,8,31,82,55757
3,8,31,92,61841
1,8,32,11,7146
2,8,32,11,7146
3,8,32,12,7926
1,8,33,116,78866
2,8,33,116,78866
3,8,33,131,87472
1,8,34,183,124341
2,8,34,183,124341
3,8,34,206,137909
1,8,35,222,150491
2,8,35,222,150491
3,8,35,249,166912
1,8,36,180,122352
2,8,36,180,122352
3,8,36,203,135703
1,8,37,239,162553
2,8,37,239,162553
3,8,37,269,180290
1,8,38,234,158631
2,8,38,234,158631
3,8,38,263,175940
1,8,39,182,123306
2,8,39,182,123306
3,8,39,204,136761
1,9,1,52,35625
2,9,1,52,35625
3,9,1,59,39512
1,9,2,119,80577
2,9,2,119,80577
3,9,2,134,89369
1,9,3,67,45476
2,9,3,67,45476
3,9,3,75,50439
1,9,4,182,123334
2,9,4,182,123334
3,9,4,204,136792
1,9,5,114,77546
2,9,5,114,77546
3,9,5,129,86008
1,9,6,71,48457
2,9,6,71,48457
3,9,6,80,53745
1,9,7,69,46991
2,9,7,69,46991
3,9,7,78,52118
1,9,8,51,34452
2,9,8,51,34452
3,9,8,57,38211
1,9,9,0,0
2,9,9,0,0
3,9,9,0,0
1,9,10,164,111308
2,9,10,164,111308
3,9,10,184,123453
1,9,11,158,106985
2,9,11,158,106985
3,9,11,177,118659
1,9,12,111,75298
2,9,12,111,75298
3,9,12,125,83515
1,9,13,106,72071
2,9,13,106,72071
3,9,13,119,79935
1,9,14,72,48581
2,9,14,72,48581
3,9,14,81,53882
1,9,15,75,51184
2,9,15,75,51184
3,9,15,85,56769
1,9,16,69,46970
2,9,16,69,46970
3,9,16,78,52096
1,9,17,29,19628
2,9,17,29,19628
3,9,17,33,21770
1,9,18,106,71742
2,9,18,106,71742
3,9,18,119,79570
1,9,19,66,44779
2,9,19,66,44779
3,9,19,74,49666
1,9,20,143,97180
2,9,20,143,97180
3,9,20,161,107784
1,9,21,145,98447
2,9,21,145,98447
3,9,21,163,109189
1,9,22,39,26506
2,9,22,39,26506
3,9,22,44,29398
1,9,23,37,25319
2,9,23,37,25319
3,9,23,42,28082
1,9,24,39,26506
2,9,24,39,26506
3,9,24,44,29398
1,9,25,146,99045
2,9,25,146,99045
3,9,25,164,109852
1,9,26,75,50622
2,9,26,75,50622
3,9,26,84,56146
1,9,27,22,14596
2,9,27,22,14596
3,9,27,24,16189
1,9,28,92,62563
2,9,28,92,62563
3,9,28,104,69390
1,9,29,193,130727
2,9,29,193,130727
3,9,29,217,144992
1,9,30,118,79912
2,9,30,118,79912
3,9,30,132,88632
1,9,31,127,86276
2,9,31,127,86276
3,9,31,143,95690
1,9,32,55,37665
2,9,32,55,37665
3,9,32,62,41775
1,9,33,161,109385
2,9,33,161,109385
3,9,33,181,121321
1,9,34,228,154860
2,9,34,228,154860
3,9,34,257,171758
1,9,35,267,181010
2,9,35,267,181010
3,9,35,300,200761
1,9,36,225,152871
2,9,36,225,152871
3,9,36,253,169552
1,9,37,284,193072
2,9,37,284,193072
3,9,37,320,214140
1,9,38,279,189150
2,9,38,279,189150
3,9,38,314,209790
1,9,39,227,153825
2,9,39,227,153825
3,9,39,255,170610
1,10,1,116,78762
2,10,1,116,78762
3,10,1,131,87356
1,10,2,64,43181
2,10,2,64,43181
3,10,2,72,47892
1,10,3,101,68275
2,10,3,101,68275
3,10,3,113,75725
1,10,4,18,12316
2,10,4,18,12316
3,10,4,20,13660
1,10,5,94,63861
2,10,5,94,63861
3,10,5,106,70830
1,10,6,99,67483
2,10,6,99,67483
3,10,6,112,74847
1,10,7,96,65041
2,10,7,96,65041
3,10,7,108,72139
1,10,8,119,80789
2,10,8,119,80789
3,10,8,134,89604
1,10,9,164,111308
2,10,9,164,111308
3,10,9,184,123453
1,10,10,0,0
2,10,10,0,0
3,10,10,0,0
1,10,11,9,5800
2,10,11,9,5800
3,10,11,10,6433
1,10,12,71,48057
2,10,12,71,48057
3,10,12,80,53301
1,10,13,71,48142
2,10,13,71,48142
3,10,13,80,53395
1,10,14,93,63227
2,10,14,93,63227
3,10,14,105,70127
1,10,15,111,75203
2,10,15,111,75203
3,10,15,125,83409
1,10,16,97,65996
2,10,16,97,65996
3,10,16,109,73198
1,10,17,144,97709
2,10,17,144,97709
3,10,17,162,108371
1,10,18,167,113212
2,10,18,167,113212
3,10,18,188,125565
1,10,19,129,87318
2,10,19,129,87318
3,10,19,145,96846
1,10,20,23,15306
2,10,20,23,15306
3,10,20,25,16976
1,10,21,21,14380
2,10,21,21,14380
3,10,21,24,15949
1,10,22,132,89811
2,10,22,132,89811
3,10,22,149,99611
1,10,23,131,88624
2,10,23,131,88624
3,10,23,147,98295
1,10,24,132,89811
2,10,24,132,89811
3,10,24,149,99611
1,10,25,19,12679
2,10,25,19,12679
3,10,25,21,14063
1,10,26,96,64865
2,10,26,96,64865
3,10,26,108,71943
1,10,27,149,100941
2,10,27,149,100941
3,10,27,167,111955
1,10,28,76,51336
2,10,28,76,51336
3,10,28,85,56938
1,10,29,52,35339
2,10,29,52,35339
3,10,29,59,39195
1,10,30,61,41164
2,10,30,61,41164
3,10,30,68,45656
1,10,31,39,26560
2,10,31,39,26560
3,10,31,44,29458
1,10,32,111,75528
2,10,32,111,75528
3,10,32,125,83769
1,10,33,5,3484
2,10,33,5,3484
3,10,33,6,3864
1,10,34,65,43842
2,10,34,65,43842
3,10,34,73,48626
1,10,35,103,70002
2,10,35,103,70002
3,10,35,116,77640
1,10,36,62,41853
2,10,36,62,41853
3,10,36,69,46420
1,10,37,121,82054
2,10,37,121,82054
