#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 1,2,3,4
# Vessel count: 1,2,2,1
# Number of cargoes: 22
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 5 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
6
# for each vessel: vessel index, home port, starting time, capacity
1,8,0,13200
2,13,111,16500
3,31,199,16500
4,14,25,24000
5,12,0,24000
6,12,79,33200
# number of cargoes
22
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,2,3,4,8,9,11,12,13,16,17,18,21
2,1,2,3,4,5,8,9,11,13,16,17,18,19,21,22
3,1,3,4,5,8,9,11,13,16,17,19,21,22
4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
6,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,11,27,15965,929218,1132,1204,1132,1677
2,27,3,12057,369141,190,262,190,614
3,33,37,6242,631931,1254,1326,1254,1780
4,10,38,11380,604268,298,370,298,837
5,4,38,13684,393773,753,825,753,1252
6,33,36,20237,548913,439,511,439,933
7,23,20,18912,511297,832,904,832,1333
8,34,18,8937,784739,1072,1144,1072,1663
9,16,36,2394,676118,822,894,822,1352
10,2,39,21124,634457,414,486,414,962
11,17,35,8414,869544,1011,1083,1011,1675
12,14,20,4846,503569,0,72,0,450
13,6,17,10782,536840,594,666,594,1014
14,11,27,18664,705166,489,561,489,1034
15,3,27,19802,631611,91,163,91,554
16,29,36,10164,602289,670,742,670,1313
17,31,36,10088,439306,668,740,668,1133
18,19,4,7734,690567,194,266,194,798
19,33,37,13210,422513,189,261,189,724
20,9,11,18519,811659,147,219,147,729
21,29,9,12053,599149,220,292,220,777
22,33,35,14754,591787,315,387,315,791
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
1,2,10,64,43181
2,2,10,59,34946
3,2,10,59,34946
4,2,10,72,47892
5,2,10,72,47892
6,2,10,65,58110
1,2,11,57,38858
2,2,11,53,31448
3,2,11,53,31448
4,2,11,64,43098
5,2,11,64,43098
6,2,11,59,52293
1,2,12,14,9328
2,2,12,13,7549
3,2,12,13,7549
4,2,12,15,10346
5,2,12,15,10346
6,2,12,14,12553
1,2,13,18,12169
2,2,13,17,9848
3,2,13,17,9848
4,2,13,20,13497
5,2,13,20,13497
6,2,13,18,16376
1,2,14,48,32497
2,2,14,45,26299
3,2,14,45,26299
4,2,14,54,36043
5,2,14,54,36043
6,2,14,49,43732
1,2,15,66,44472
2,2,15,61,35991
3,2,15,61,35991
4,2,15,74,49325
5,2,15,74,49325
6,2,15,67,59848
1,2,16,52,35265
2,2,16,48,28540
3,2,16,48,28540
4,2,16,58,39113
5,2,16,58,39113
6,2,16,53,47458
1,2,17,99,66978
2,2,17,92,54206
3,2,17,92,54206
4,2,17,111,74287
5,2,17,111,74287
6,2,17,101,90136
1,2,18,122,82897
2,2,18,114,67088
3,2,18,114,67088
4,2,18,137,91942
5,2,18,137,91942
6,2,18,125,111558
1,2,19,83,56587
2,2,19,78,45796
3,2,19,78,45796
4,2,19,94,62762
5,2,19,94,62762
6,2,19,85,76152
1,2,20,43,29053
2,2,20,40,23512
3,2,20,40,23512
4,2,20,48,32223
5,2,20,48,32223
6,2,20,44,39097
1,2,21,45,30320
2,2,21,42,24538
3,2,21,42,24538
4,2,21,50,33628
5,2,21,50,33628
6,2,21,46,40802
1,2,22,87,59080
2,2,22,81,47813
3,2,22,81,47813
4,2,22,98,65527
5,2,22,98,65527
6,2,22,89,79507
1,2,23,85,57893
2,2,23,79,46853
3,2,23,79,46853
4,2,23,96,64210
5,2,23,96,64210
6,2,23,87,77910
1,2,24,87,59080
2,2,24,81,47813
3,2,24,81,47813
4,2,24,98,65527
5,2,24,98,65527
6,2,24,89,79507
1,2,25,46,30917
2,2,25,42,25021
3,2,25,42,25021
4,2,25,51,34291
5,2,25,51,34291
6,2,25,47,41607
1,2,26,50,34134
2,2,26,47,27624
3,2,26,47,27624
4,2,26,57,37858
5,2,26,57,37858
6,2,26,51,45935
1,2,27,103,70210
2,2,27,96,56821
3,2,27,96,56821
4,2,27,116,77871
5,2,27,116,77871
6,2,27,106,94485
1,2,28,31,21154
2,2,28,29,17120
3,2,28,29,17120
4,2,28,35,23462
5,2,28,35,23462
6,2,28,32,28468
1,2,29,92,62600
2,2,29,86,50662
3,2,29,86,50662
4,2,29,104,69431
5,2,29,104,69431
6,2,29,94,84244
1,2,30,3,2090
2,2,30,3,1691
3,2,30,3,1691
4,2,30,3,2318
5,2,30,3,2318
6,2,30,3,2812
1,2,31,27,18149
2,2,31,25,14688
3,2,31,25,14688
4,2,31,30,20129
5,2,31,30,20129
6,2,31,27,24424
1,2,32,66,44797
2,2,32,61,36254
3,2,32,61,36254
4,2,32,74,49685
5,2,32,74,49685
6,2,32,67,60285
1,2,33,61,41258
2,2,33,57,33390
3,2,33,57,33390
4,2,33,68,45760
5,2,33,68,45760
6,2,33,62,55523
1,2,34,128,86733
2,2,34,119,70193
3,2,34,119,70193
4,2,34,144,96197
5,2,34,144,96197
6,2,34,131,116720
1,2,35,166,112883
2,2,35,155,91356
3,2,35,155,91356
4,2,35,187,125200
5,2,35,187,125200
6,2,35,170,151911
1,2,36,125,84744
2,2,36,116,68583
3,2,36,116,68583
4,2,36,140,93991
5,2,36,140,93991
6,2,36,128,114044
1,2,37,184,124945
2,2,37,171,101118
3,2,37,171,101118
4,2,37,207,138579
5,2,37,207,138579
6,2,37,188,168144
1,2,38,178,121023
2,2,38,166,97944
3,2,38,166,97944
4,2,38,201,134229
5,2,38,201,134229
6,2,38,182,162866
1,2,39,126,85698
2,2,39,118,69355
3,2,39,118,69355
4,2,39,142,95049
5,2,39,142,95049
6,2,39,129,115328
1,3,1,19,12930
2,3,1,18,10464
3,3,1,18,10464
4,3,1,21,14341
5,3,1,21,14341
6,3,1,19,17401
1,3,2,55,37544
2,3,2,51,30385
3,3,2,51,30385
4,3,2,62,41641
5,3,2,62,41641
6,3,2,57,50525
1,3,3,0,0
2,3,3,0,0
3,3,3,0,0
4,3,3,0,0
5,3,3,0,0
6,3,3,0,0
1,3,4,118,80302
2,3,4,110,64988
3,3,4,110,64988
4,3,4,133,89064
5,3,4,133,89064
6,3,4,121,108065
1,3,5,51,34514
2,3,5,47,27932
3,3,5,47,27932
4,3,5,57,38280
5,3,5,57,38280
6,3,5,52,46446
1,3,6,7,4969
2,3,6,7,4021
3,3,6,7,4021
4,3,6,8,5511
5,3,6,8,5511
6,3,6,7,6687
1,3,7,5,3506
2,3,7,5,2837
3,3,7,5,2837
4,3,7,6,3888
5,3,7,6,3888
6,3,7,5,4718
1,3,8,22,14957
2,3,8,21,12105
3,3,8,21,12105
4,3,8,25,16589
5,3,8,25,16589
6,3,8,23,20129
1,3,9,67,45476
2,3,9,62,36804
3,3,9,62,36804
4,3,9,75,50439
5,3,9,75,50439
6,3,9,69,61200
1,3,10,101,68275
2,3,10,94,55255
3,3,10,94,55255
4,3,10,113,75725
5,3,10,113,75725
6,3,10,103,91881
1,3,11,94,63953
2,3,11,88,51757
3,3,11,88,51757
4,3,11,106,70931
5,3,11,106,70931
6,3,11,96,86064
1,3,12,48,32266
2,3,12,44,26113
3,3,12,44,26113
4,3,12,53,35787
5,3,12,53,35787
6,3,12,49,43422
1,3,13,43,29038
2,3,13,40,23501
3,3,13,40,23501
4,3,13,48,32207
5,3,13,48,32207
6,3,13,44,39078
1,3,14,8,5238
2,3,14,7,4239
3,3,14,7,4239
4,3,14,9,5810
5,3,14,9,5810
6,3,14,8,7049
1,3,15,20,13653
2,3,15,19,11049
3,3,15,19,11049
4,3,15,23,15143
5,3,15,23,15143
6,3,15,21,18374
1,3,16,5,3482
2,3,16,5,2818
3,3,16,5,2818
4,3,16,6,3862
5,3,16,6,3862
6,3,16,5,4686
1,3,17,47,31878
2,3,17,44,25799
3,3,17,44,25799
4,3,17,53,35356
5,3,17,53,35356
6,3,17,48,42900
1,3,18,73,49630
2,3,18,68,40165
3,3,18,68,40165
4,3,18,82,55045
5,3,18,82,55045
6,3,18,75,66789
1,3,19,34,22923
2,3,19,31,18551
3,3,19,31,18551
4,3,19,38,25424
5,3,19,38,25424
6,3,19,35,30848
1,3,20,80,54147
2,3,20,74,43821
3,3,20,74,43821
4,3,20,90,60056
5,3,20,90,60056
6,3,20,82,72868
1,3,21,82,55414
2,3,21,76,44847
3,3,21,76,44847
4,3,21,92,61461
5,3,21,92,61461
6,3,21,83,74573
1,3,22,35,23980
2,3,22,33,19407
3,3,22,33,19407
4,3,22,40,26596
5,3,22,40,26596
6,3,22,36,32270
1,3,23,34,22793
2,3,23,31,18446
3,3,23,31,18446
4,3,23,38,25280
5,3,23,38,25280
6,3,23,34,30673
1,3,24,35,23980
2,3,24,33,19407
3,3,24,33,19407
4,3,24,40,26596
5,3,24,40,26596
6,3,24,36,32270
1,3,25,83,56012
2,3,25,77,45331
3,3,25,77,45331
4,3,25,93,62124
5,3,25,93,62124
6,3,25,84,75378
1,3,26,12,8073
2,3,26,11,6533
3,3,26,11,6533
4,3,26,13,8953
5,3,26,13,8953
6,3,26,12,10864
1,3,27,52,35109
2,3,27,48,28414
3,3,27,48,28414
4,3,27,58,38940
5,3,27,58,38940
6,3,27,53,47248
1,3,28,29,19531
2,3,28,27,15806
3,3,28,27,15806
4,3,28,32,21662
5,3,28,32,21662
6,3,28,29,26283
1,3,29,129,87695
2,3,29,120,70971
3,3,29,120,70971
4,3,29,145,97264
5,3,29,145,97264
6,3,29,132,118015
1,3,30,54,36880
2,3,30,51,29846
3,3,30,51,29846
4,3,30,61,40904
5,3,30,61,40904
6,3,30,56,49630
1,3,31,64,43244
2,3,31,59,34997
3,3,31,59,34997
4,3,31,72,47962
5,3,31,72,47962
6,3,31,65,58195
1,3,32,14,9697
2,3,32,13,7847
3,3,32,13,7847
4,3,32,16,10755
5,3,32,16,10755
6,3,32,15,13049
1,3,33,98,66353
2,3,33,91,53699
3,3,33,91,53699
4,3,33,110,73593
5,3,33,110,73593
6,3,33,100,89294
1,3,34,165,111828
2,3,34,153,90502
3,3,34,153,90502
4,3,34,185,124030
5,3,34,185,124030
6,3,34,168,150491
1,3,35,203,137978
2,3,35,189,111665
3,3,35,189,111665
4,3,35,229,153033
5,3,35,229,153033
6,3,35,208,185682
1,3,36,162,109839
2,3,36,151,88892
3,3,36,151,88892
4,3,36,182,121824
5,3,36,182,121824
6,3,36,166,147815
1,3,37,221,150040
2,3,37,206,121427
3,3,37,206,121427
4,3,37,249,166412
5,3,37,249,166412
6,3,37,226,201915
1,3,38,215,146118
2,3,38,200,118253
3,3,38,200,118253
4,3,38,242,162062
5,3,38,242,162062
6,3,38,220,196637
1,3,39,163,110793
2,3,39,152,89664
3,3,39,152,89664
4,3,39,184,122882
5,3,39,184,122882
6,3,39,167,149099
1,4,1,134,90788
2,4,1,125,73474
3,4,1,125,73474
4,4,1,150,100694
5,4,1,150,100694
6,4,1,137,122177
1,4,2,81,55207
2,4,2,76,44679
3,4,2,76,44679
4,4,2,92,61231
5,4,2,92,61231
6,4,2,83,74294
1,4,3,118,80302
2,4,3,110,64988
3,4,3,110,64988
4,4,3,133,89064
5,4,3,133,89064
6,4,3,121,108065
1,4,4,0,0
2,4,4,0,0
3,4,4,0,0
4,4,4,0,0
5,4,4,0,0
6,4,4,0,0
1,4,5,112,75887
2,4,5,104,61415
3,4,5,104,61415
4,4,5,126,84168
5,4,5,126,84168
6,4,5,114,102125
1,4,6,117,79509
2,4,6,109,64347
3,4,6,109,64347
4,4,6,132,88185
5,4,6,132,88185
6,4,6,120,106999
1,4,7,114,77068
2,4,7,106,62371
3,4,7,106,62371
4,4,7,128,85477
5,4,7,128,85477
6,4,7,116,103713
1,4,8,137,92815
2,4,8,127,75115
3,4,8,127,75115
4,4,8,154,102943
5,4,8,154,102943
6,4,8,140,124905
1,4,9,182,123334
2,4,9,169,99814
3,4,9,169,99814
4,4,9,204,136792
5,4,9,204,136792
6,4,9,186,165976
1,4,10,18,12316
2,4,10,17,9967
3,4,10,17,9967
4,4,10,20,13660
5,4,10,20,13660
6,4,10,19,16574
1,4,11,26,17826
2,4,11,24,14427
3,4,11,24,14427
4,4,11,30,19771
5,4,11,30,19771
6,4,11,27,23990
1,4,12,89,60083
2,4,12,82,48625
3,4,12,82,48625
4,4,12,100,66639
5,4,12,100,66639
6,4,12,91,80856
1,4,13,89,60168
2,4,13,83,48694
3,4,13,83,48694
4,4,13,100,66734
5,4,13,100,66734
6,4,13,91,80971
1,4,14,111,75254
2,4,14,103,60903
3,4,14,103,60903
4,4,14,125,83465
5,4,14,125,83465
6,4,14,113,101272
1,4,15,129,87229
2,4,15,120,70594
3,4,15,120,70594
4,4,15,145,96747
5,4,15,145,96747
6,4,15,131,117388
1,4,16,115,78023
2,4,16,107,63143
3,4,16,107,63143
4,4,16,129,86536
5,4,16,129,86536
6,4,16,118,104998
1,4,17,162,109736
2,4,17,151,88809
3,4,17,151,88809
4,4,17,182,121710
5,4,17,182,121710
6,4,17,165,147676
1,4,18,185,125238
2,4,18,172,101355
3,4,18,172,101355
4,4,18,208,138903
5,4,18,208,138903
6,4,18,189,168538
1,4,19,146,99344
2,4,19,136,80399
3,4,19,136,80399
4,4,19,165,110184
5,4,19,165,110184
6,4,19,150,133692
1,4,20,40,27333
2,4,20,37,22120
3,4,20,37,22120
4,4,20,45,30315
5,4,20,45,30315
6,4,20,41,36782
1,4,21,39,26406
2,4,21,36,21370
3,4,21,36,21370
4,4,21,44,29287
5,4,21,44,29287
6,4,21,40,35535
1,4,22,150,101837
2,4,22,140,82417
3,4,22,140,82417
4,4,22,169,112949
5,4,22,169,112949
6,4,22,153,137047
1,4,23,148,100651
2,4,23,138,81456
3,4,23,138,81456
4,4,23,167,111633
5,4,23,167,111633
6,4,23,152,135450
1,4,24,150,101837
2,4,24,140,82417
3,4,24,140,82417
4,4,24,169,112949
5,4,24,169,112949
6,4,24,153,137047
1,4,25,36,24705
2,4,25,34,19994
3,4,25,34,19994
4,4,25,41,27401
5,4,25,41,27401
6,4,25,37,33247
1,4,26,113,76891
2,4,26,105,62228
3,4,26,105,62228
4,4,26,127,85281
5,4,26,127,85281
6,4,26,116,103475
1,4,27,166,112967
2,4,27,155,91424
3,4,27,155,91424
4,4,27,187,125294
5,4,27,187,125294
6,4,27,170,152025
1,4,28,93,63362
2,4,28,87,51279
3,4,28,87,51279
4,4,28,105,70276
5,4,28,105,70276
6,4,28,95,85269
1,4,29,70,47332
2,4,29,65,38305
3,4,29,65,38305
4,4,29,78,52496
5,4,29,78,52496
6,4,29,71,63696
1,4,30,78,53190
2,4,30,73,43047
3,4,30,73,43047
4,4,30,88,58994
5,4,30,88,58994
6,4,30,80,71580
1,4,31,57,38586
2,4,31,53,31228
3,4,31,53,31228
4,4,31,64,42796
5,4,31,64,42796
6,4,31,58,51927
1,4,32,129,87554
2,4,32,120,70857
3,4,32,120,70857
4,4,32,145,97108
5,4,32,145,97108
6,4,32,132,117826
1,4,33,23,15510
2,4,33,21,12552
3,4,33,21,12552
4,4,33,26,17203
5,4,33,26,17203
6,4,33,23,20873
1,4,34,47,32080
2,4,34,44,25962
3,4,34,44,25962
4,4,34,53,35580
5,4,34,53,35580
6,4,34,48,43171
1,4,35,87,58932
2,4,35,81,47694
3,4,35,81,47694
4,4,35,98,65363
5,4,35,98,65363
6,4,35,89,79308
1,4,36,44,30091
2,4,36,41,24353
3,4,36,41,24353
4,4,36,50,33375
5,4,36,50,33375
6,4,36,45,40495
1,4,37,104,70743
2,4,37,97,57252
3,4,37,97,57252
4,4,37,117,78462
5,4,37,117,78462
6,4,37,107,95202
1,4,38,98,66821
2,4,38,92,54078
3,4,38,92,54078
4,4,38,111,74112
5,4,38,111,74112
6,4,38,101,89924
1,4,39,46,31045
2,4,39,43,25125
3,4,39,43,25125
4,4,39,51,34433
5,4,39,51,34433
6,4,39,47,41779
1,5,1,66,45000
2,5,1,62,36418
3,5,1,62,36418
4,5,1,75,49910
5,5,1,75,49910
6,5,1,68,60558
1,5,2,51,34473
2,5,2,47,27899
3,5,2,47,27899
4,5,2,57,38234
5,5,2,57,38234
6,5,2,52,46391
1,5,3,51,34514
2,5,3,47,27932
3,5,3,47,27932
4,5,3,57,38280
5,5,3,57,38280
6,5,3,52,46446
1,5,4,112,75887
2,5,4,104,61415
3,5,4,104,61415
4,5,4,126,84168
5,5,4,126,84168
6,5,4,114,102125
1,5,5,0,0
2,5,5,0,0
3,5,5,0,0
4,5,5,0,0
5,5,5,0,0
6,5,5,0,0
1,5,6,50,33765
2,5,6,46,27326
3,5,6,46,27326
4,5,6,56,37450
5,5,6,56,37450
6,5,6,51,45439
1,5,7,46,31326
2,5,7,43,25352
3,5,7,43,25352
4,5,7,52,34744
5,5,7,52,34744
6,5,7,47,42157
1,5,8,69,47027
2,5,8,65,38059
3,5,8,65,38059
4,5,8,78,52159
5,5,8,78,52159
6,5,8,71,63286
1,5,9,114,77546
2,5,9,106,62758
3,5,9,106,62758
4,5,9,129,86008
5,5,9,129,86008
6,5,9,117,104357
1,5,10,94,63861
2,5,10,88,51683
3,5,10,88,51683
4,5,10,106,70830
5,5,10,106,70830
6,5,10,96,85941
1,5,11,88,59539
2,5,11,82,48184
3,5,11,82,48184
4,5,11,99,66035
5,5,11,99,66035
6,5,11,90,80124
1,5,12,43,29194
2,5,12,40,23627
3,5,12,40,23627
4,5,12,48,32380
5,5,12,48,32380
6,5,12,44,39288
1,5,13,38,25966
2,5,13,36,21014
3,5,13,36,21014
4,5,13,43,28800
5,5,13,43,28800
6,5,13,39,34944
1,5,14,44,29532
2,5,14,41,23900
3,5,14,41,23900
4,5,14,49,32754
5,5,14,49,32754
6,5,14,44,39742
1,5,15,55,37139
2,5,15,51,30057
3,5,15,51,30057
4,5,15,62,41191
5,5,15,62,41191
6,5,15,56,49980
1,5,16,48,32278
2,5,16,44,26123
3,5,16,44,26123
4,5,16,54,35800
5,5,16,54,35800
6,5,16,49,43438
1,5,17,94,63948
2,5,17,88,51753
3,5,17,88,51753
4,5,17,106,70925
5,5,17,106,70925
6,5,17,96,86057
1,5,18,81,54760
2,5,18,75,44318
3,5,18,75,44318
4,5,18,91,60736
5,5,18,91,60736
6,5,18,83,73693
1,5,19,54,36614
2,5,19,50,29632
3,5,19,50,29632
4,5,19,61,40610
5,5,19,61,40610
6,5,19,55,49273
1,5,20,73,49733
2,5,20,68,40249
3,5,20,68,40249
4,5,20,82,55160
5,5,20,82,55160
6,5,20,75,66928
1,5,21,75,51000
2,5,21,70,41274
3,5,21,70,41274
4,5,21,85,56565
5,5,21,85,56565
6,5,21,77,68633
1,5,22,83,56049
2,5,22,77,45361
3,5,22,77,45361
4,5,22,93,62165
5,5,22,93,62165
6,5,22,84,75428
1,5,23,81,54863
2,5,23,75,44400
3,5,23,75,44400
4,5,23,91,60849
5,5,23,91,60849
6,5,23,83,73831
1,5,24,83,56049
2,5,24,77,45361
3,5,24,77,45361
4,5,24,93,62165
5,5,24,93,62165
