#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 2 (=DEEPSEA)
# Vessel types: 5,6
# Vessel count: 3,2
# Number of cargoes: 18
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 2 (out of 5)
#----------------------------------------------------------------

# number of ports
86
# number of vessels
5
# for each vessel: vessel index, home port, starting time, capacity
1,13,11,63000
2,78,0,63000
3,73,0,63000
4,41,78,81200
5,33,0,81200
# number of cargoes
18
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,4,5,6,8,9,10,11,12,14,15,16,18
2,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,18
3,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,18
4,1,2,4,5,6,8,9,11,12,14,16,17,18
5,1,2,4,5,6,8,9,10,11,12,14,15,16,17,18
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,72,54,9271,4841167,417,585,417,1605
2,42,86,56950,9236573,483,651,483,1112
3,76,34,26128,8513426,39,207,39,1204
4,76,41,41677,6614722,838,1006,838,1473
5,48,68,21401,7241011,1051,1219,1051,1845
6,41,7,16814,15011955,1291,1459,1291,2128
7,74,54,33578,6004504,43,211,43,685
8,84,60,23851,7980250,834,1002,834,1579
9,72,47,17141,6303588,792,960,792,1499
10,64,77,35485,8071456,82,250,82,1015
11,78,57,23623,6103478,318,486,318,1006
12,46,71,33747,10349159,1174,1342,1174,2015
13,78,37,31174,8942200,0,168,0,753
14,78,39,16822,11399117,862,1030,862,2077
15,25,57,11952,9087246,235,403,235,1298
16,72,50,31746,4567584,834,1002,834,1523
17,77,48,65853,5483884,261,429,261,895
18,56,35,19613,13550006,379,547,379,2480
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
5,1,56,191,1176051
1,1,57,208,1023279
2,1,57,208,1023279
3,1,57,208,1023279
4,1,57,205,1258633
5,1,57,205,1258633
1,1,58,223,1097386
2,1,58,223,1097386
3,1,58,223,1097386
4,1,58,220,1349784
5,1,58,220,1349784
1,1,59,237,1163991
2,1,59,237,1163991
3,1,59,237,1163991
4,1,59,233,1434069
5,1,59,233,1434069
1,1,60,207,1016263
2,1,60,207,1016263
3,1,60,207,1016263
4,1,60,204,1252364
5,1,60,204,1252364
1,1,61,239,1176651
2,1,61,239,1176651
3,1,61,239,1176651
4,1,61,236,1449642
5,1,61,236,1449642
1,1,62,228,1119989
2,1,62,228,1119989
3,1,62,228,1119989
4,1,62,225,1379946
5,1,62,225,1379946
1,1,63,216,1062615
2,1,63,216,1062615
3,1,63,216,1062615
4,1,63,213,1309375
5,1,63,213,1309375
1,1,64,241,1185859
2,1,64,241,1185859
3,1,64,241,1185859
4,1,64,238,1460965
5,1,64,238,1460965
1,1,65,215,1055270
2,1,65,215,1055270
3,1,65,215,1055270
4,1,65,212,1300341
5,1,65,212,1300341
1,1,66,210,1031854
2,1,66,210,1031854
3,1,66,210,1031854
4,1,66,207,1271540
5,1,66,207,1271540
1,1,67,192,942686
2,1,67,192,942686
3,1,67,192,942686
4,1,67,189,1161863
5,1,67,189,1161863
1,1,68,216,1064262
2,1,68,216,1064262
3,1,68,216,1064262
4,1,68,213,1311401
5,1,68,213,1311401
1,1,69,106,520985
2,1,69,106,520985
3,1,69,106,520985
4,1,69,104,640811
5,1,69,104,640811
1,1,70,426,2096047
2,1,70,426,2096047
3,1,70,426,2096047
4,1,70,420,2580499
5,1,70,420,2580499
1,1,71,387,1902876
2,1,71,387,1902876
3,1,71,387,1902876
4,1,71,381,2342898
5,1,71,381,2342898
1,1,72,390,1919696
2,1,72,390,1919696
3,1,72,390,1919696
4,1,72,384,2361226
5,1,72,384,2361226
1,1,73,417,2050408
2,1,73,417,2050408
3,1,73,417,2050408
4,1,73,410,2522002
5,1,73,410,2522002
1,1,74,418,2053394
2,1,74,418,2053394
3,1,74,418,2053394
4,1,74,411,2525675
5,1,74,411,2525675
1,1,75,391,1921130
2,1,75,391,1921130
3,1,75,391,1921130
4,1,75,384,2362989
5,1,75,384,2362989
1,1,76,388,1908589
2,1,76,388,1908589
3,1,76,388,1908589
4,1,76,382,2347563
5,1,76,382,2347563
1,1,77,390,1916838
2,1,77,390,1916838
3,1,77,390,1916838
4,1,77,384,2357711
5,1,77,384,2357711
1,1,78,395,1943901
2,1,78,395,1943901
3,1,78,395,1943901
4,1,78,389,2390999
5,1,78,389,2390999
1,1,79,405,1992168
2,1,79,405,1992168
3,1,79,405,1992168
4,1,79,399,2450368
5,1,79,399,2450368
1,1,80,390,1917777
2,1,80,390,1917777
3,1,80,390,1917777
4,1,80,384,2358866
5,1,80,384,2358866
1,1,81,395,1943023
2,1,81,395,1943023
3,1,81,395,1943023
4,1,81,389,2389918
5,1,81,389,2389918
1,1,82,257,1261636
2,1,82,257,1261636
3,1,82,257,1261636
4,1,82,252,1551811
5,1,82,252,1551811
1,1,83,278,1366873
2,1,83,278,1366873
3,1,83,278,1366873
4,1,83,274,1683613
5,1,83,274,1683613
1,1,84,401,1970209
2,1,84,401,1970209
3,1,84,401,1970209
4,1,84,395,2425718
5,1,84,395,2425718
1,1,85,248,1219964
2,1,85,248,1219964
3,1,85,248,1219964
4,1,85,245,1502916
5,1,85,245,1502916
1,1,86,124,607842
2,1,86,124,607842
3,1,86,124,607842
4,1,86,122,747646
5,1,86,122,747646
1,2,1,56,275581
2,2,1,56,275581
3,2,1,56,275581
4,2,1,55,338963
5,2,1,55,338963
1,2,2,0,0
2,2,2,0,0
3,2,2,0,0
4,2,2,0,0
5,2,2,0,0
1,2,3,292,1436628
2,2,3,292,1436628
3,2,3,292,1436628
4,2,3,288,1769413
5,2,3,288,1769413
1,2,4,273,1340021
2,2,4,273,1340021
3,2,4,273,1340021
4,2,4,269,1650586
5,2,4,269,1650586
1,2,5,301,1481463
2,2,5,301,1481463
3,2,5,301,1481463
4,2,5,297,1824560
5,2,5,297,1824560
1,2,6,289,1419711
2,2,6,289,1419711
3,2,6,289,1419711
4,2,6,285,1748606
5,2,6,285,1748606
1,2,7,299,1468608
2,2,7,299,1468608
3,2,7,299,1468608
4,2,7,294,1808748
5,2,7,294,1808748
1,2,8,317,1556785
2,2,8,317,1556785
3,2,8,317,1556785
4,2,8,312,1917205
5,2,8,312,1917205
1,2,9,303,1489521
2,2,9,303,1489521
3,2,9,303,1489521
4,2,9,298,1834471
5,2,9,298,1834471
1,2,10,310,1525386
2,2,10,310,1525386
3,2,10,310,1525386
4,2,10,306,1878585
5,2,10,306,1878585
1,2,11,319,1569629
2,2,11,319,1569629
3,2,11,319,1569629
4,2,11,315,1933005
5,2,11,315,1933005
1,2,12,276,1359405
2,2,12,276,1359405
3,2,12,276,1359405
4,2,12,272,1674427
5,2,12,272,1674427
1,2,13,266,1308642
2,2,13,266,1308642
3,2,13,266,1308642
4,2,13,262,1611991
5,2,13,262,1611991
1,2,14,250,1229214
2,2,14,250,1229214
3,2,14,250,1229214
4,2,14,246,1514294
5,2,14,246,1514294
1,2,15,289,1422231
2,2,15,289,1422231
3,2,15,289,1422231
4,2,15,285,1751704
5,2,15,285,1751704
1,2,16,309,1520669
2,2,16,309,1520669
3,2,16,309,1520669
4,2,16,305,1872782
5,2,16,305,1872782
1,2,17,329,1618408
2,2,17,329,1618408
3,2,17,329,1618408
4,2,17,324,1993002
5,2,17,324,1993002
1,2,18,277,1359744
2,2,18,277,1359744
3,2,18,277,1359744
4,2,18,273,1674845
5,2,18,273,1674845
1,2,19,310,1525386
2,2,19,310,1525386
3,2,19,310,1525386
4,2,19,306,1878585
5,2,19,306,1878585
1,2,20,293,1439778
2,2,20,293,1439778
3,2,20,293,1439778
4,2,20,289,1773286
5,2,20,289,1773286
1,2,21,271,1332004
2,2,21,271,1332004
3,2,21,271,1332004
4,2,21,267,1640726
5,2,21,267,1640726
1,2,22,248,1218771
2,2,22,248,1218771
3,2,22,248,1218771
4,2,22,244,1501448
5,2,22,244,1501448
1,2,23,308,1515475
2,2,23,308,1515475
3,2,23,308,1515475
4,2,23,304,1866394
5,2,23,304,1866394
1,2,24,328,1610841
2,2,24,328,1610841
3,2,24,328,1610841
4,2,24,323,1983694
5,2,24,323,1983694
1,2,25,298,1467316
2,2,25,298,1467316
3,2,25,298,1467316
4,2,25,294,1807160
5,2,25,294,1807160
1,2,26,291,1432754
2,2,26,291,1432754
3,2,26,291,1432754
4,2,26,287,1764646
5,2,26,287,1764646
1,2,27,290,1426220
2,2,27,290,1426220
3,2,27,290,1426220
4,2,27,286,1756611
5,2,27,286,1756611
1,2,28,259,1273951
2,2,28,259,1273951
3,2,28,259,1273951
4,2,28,255,1569318
5,2,28,255,1569318
1,2,29,291,1430717
2,2,29,291,1430717
3,2,29,291,1430717
4,2,29,287,1762144
5,2,29,287,1762144
1,2,30,290,1426922
2,2,30,290,1426922
3,2,30,290,1426922
4,2,30,286,1757474
5,2,30,286,1757474
1,2,31,171,840675
2,2,31,171,840675
3,2,31,171,840675
4,2,31,168,1034030
5,2,31,168,1034030
1,2,32,339,1667411
2,2,32,339,1667411
3,2,32,339,1667411
4,2,32,334,2050914
5,2,32,334,2050914
1,2,33,331,1629316
2,2,33,331,1629316
3,2,33,331,1629316
4,2,33,326,2004059
5,2,33,326,2004059
1,2,34,331,1629718
2,2,34,331,1629718
3,2,34,331,1629718
4,2,34,326,2004554
5,2,34,326,2004554
1,2,35,337,1655591
2,2,35,337,1655591
3,2,35,337,1655591
4,2,35,331,2036376
5,2,35,331,2036376
1,2,36,338,1659650
2,2,36,338,1659650
3,2,36,338,1659650
4,2,36,332,2041369
5,2,36,332,2041369
1,2,37,339,1668829
2,2,37,339,1668829
3,2,37,339,1668829
4,2,37,334,2052659
5,2,37,334,2052659
1,2,38,373,1834287
2,2,38,373,1834287
3,2,38,373,1834287
4,2,38,367,2258532
5,2,38,367,2258532
1,2,39,332,1630147
2,2,39,332,1630147
3,2,39,332,1630147
4,2,39,326,2005082
5,2,39,326,2005082
1,2,40,234,1152782
2,2,40,234,1152782
3,2,40,234,1152782
4,2,40,231,1417921
5,2,40,231,1417921
1,2,41,238,1171994
2,2,41,238,1171994
3,2,41,238,1171994
4,2,41,235,1441553
5,2,41,235,1441553
1,2,42,206,1014329
2,2,42,206,1014329
3,2,42,206,1014329
4,2,42,203,1247625
5,2,42,203,1247625
1,2,43,252,1239053
2,2,43,252,1239053
3,2,43,252,1239053
4,2,43,248,1524035
5,2,43,248,1524035
1,2,44,240,1181360
2,2,44,240,1181360
3,2,44,240,1181360
4,2,44,236,1453073
5,2,44,236,1453073
1,2,45,215,1056415
2,2,45,215,1056415
3,2,45,215,1056415
4,2,45,211,1299391
5,2,45,211,1299391
1,2,46,249,1222879
2,2,46,249,1222879
3,2,46,249,1222879
4,2,46,245,1504140
5,2,46,245,1504140
1,2,47,247,1212891
2,2,47,247,1212891
3,2,47,247,1212891
4,2,47,243,1491855
5,2,47,243,1491855
1,2,48,262,1287280
2,2,48,262,1287280
3,2,48,262,1287280
4,2,48,258,1583354
5,2,48,258,1583354
1,2,49,244,1200340
2,2,49,244,1200340
3,2,49,244,1200340
4,2,49,240,1476419
5,2,49,240,1476419
1,2,50,239,1175057
2,2,50,239,1175057
3,2,50,239,1175057
4,2,50,235,1445321
5,2,50,235,1445321
1,2,51,251,1234548
2,2,51,251,1234548
3,2,51,251,1234548
4,2,51,247,1518494
5,2,51,247,1518494
1,2,52,258,1270113
2,2,52,258,1270113
3,2,52,258,1270113
4,2,52,254,1562238
5,2,52,254,1562238
1,2,53,248,1217558
2,2,53,248,1217558
3,2,53,248,1217558
4,2,53,244,1497596
5,2,53,244,1497596
1,2,54,237,1166287
2,2,54,237,1166287
3,2,54,237,1166287
4,2,54,233,1434533
5,2,54,233,1434533
1,2,55,264,1298358
2,2,55,264,1298358
3,2,55,264,1298358
4,2,55,260,1596979
5,2,55,260,1596979
1,2,56,237,1167565
2,2,56,237,1167565
3,2,56,237,1167565
4,2,56,234,1436105
5,2,56,234,1436105
1,2,57,251,1234705
2,2,57,251,1234705
3,2,57,251,1234705
4,2,57,247,1518687
5,2,57,247,1518687
1,2,58,266,1308811
2,2,58,266,1308811
3,2,58,266,1308811
4,2,58,262,1609838
5,2,58,262,1609838
1,2,59,238,1169559
2,2,59,238,1169559
3,2,59,238,1169559
4,2,59,234,1440918
5,2,59,234,1440918
1,2,60,208,1021831
2,2,60,208,1021831
3,2,60,208,1021831
4,2,60,205,1259211
5,2,60,205,1259211
1,2,61,240,1182219
2,2,61,240,1182219
3,2,61,240,1182219
4,2,61,237,1456489
5,2,61,237,1456489
1,2,62,229,1125556
2,2,62,229,1125556
3,2,62,229,1125556
4,2,62,226,1386794
5,2,62,226,1386794
1,2,63,217,1068181
2,2,63,217,1068181
3,2,63,217,1068181
4,2,63,214,1316222
5,2,63,214,1316222
1,2,64,242,1191426
2,2,64,242,1191426
3,2,64,242,1191426
4,2,64,239,1467814
5,2,64,239,1467814
1,2,65,216,1060836
2,2,65,216,1060836
3,2,65,216,1060836
4,2,65,213,1307190
5,2,65,213,1307190
1,2,66,211,1037422
2,2,66,211,1037422
3,2,66,211,1037422
4,2,66,208,1278390
5,2,66,208,1278390
1,2,67,193,948253
2,2,67,193,948253
3,2,67,193,948253
4,2,67,190,1168712
5,2,67,190,1168712
1,2,68,218,1069828
2,2,68,218,1069828
3,2,68,218,1069828
4,2,68,214,1318249
5,2,68,214,1318249
1,2,69,149,732410
2,2,69,149,732410
3,2,69,149,732410
4,2,69,147,900865
5,2,69,147,900865
1,2,70,427,2101614
2,2,70,427,2101614
3,2,70,427,2101614
4,2,70,421,2587346
5,2,70,421,2587346
1,2,71,388,1908442
2,2,71,388,1908442
3,2,71,388,1908442
4,2,71,382,2349745
5,2,71,382,2349745
1,2,72,433,2131122
2,2,72,433,2131122
3,2,72,433,2131122
4,2,72,427,2621280
5,2,72,427,2621280
1,2,73,460,2261833
2,2,73,460,2261833
3,2,73,460,2261833
4,2,73,453,2782055
5,2,73,453,2782055
1,2,74,461,2264820
2,2,74,461,2264820
3,2,74,461,2264820
4,2,74,453,2785729
5,2,74,453,2785729
1,2,75,434,2132555
2,2,75,434,2132555
3,2,75,434,2132555
4,2,75,427,2623043
5,2,75,427,2623043
1,2,76,431,2120013
2,2,76,431,2120013
3,2,76,431,2120013
4,2,76,424,2607617
5,2,76,424,2607617
1,2,77,433,2128262
2,2,77,433,2128262
3,2,77,433,2128262
4,2,77,426,2617763
5,2,77,426,2617763
1,2,78,438,2155326
2,2,78,438,2155326
3,2,78,438,2155326
4,2,78,431,2651051
5,2,78,431,2651051
1,2,79,448,2203594
2,2,79,448,2203594
3,2,79,448,2203594
4,2,79,441,2710420
5,2,79,441,2710420
1,2,80,433,2129203
2,2,80,433,2129203
3,2,80,433,2129203
4,2,80,426,2618921
5,2,80,426,2618921
1,2,81,438,2154449
2,2,81,438,2154449
3,2,81,438,2154449
4,2,81,431,2649972
5,2,81,431,2649972
1,2,82,269,1321158
2,2,82,269,1321158
3,2,82,269,1321158
4,2,82,264,1625025
5,2,82,264,1625025
1,2,83,279,1372440
2,2,83,279,1372440
3,2,83,279,1372440
4,2,83,275,1690461
5,2,83,275,1690461
1,2,84,402,1975778
2,2,84,402,1975778
3,2,84,402,1975778
4,2,84,396,2432567
5,2,84,396,2432567
1,2,85,249,1225531
2,2,85,249,1225531
3,2,85,249,1225531
4,2,85,246,1509763
5,2,85,246,1509763
1,2,86,125,613409
2,2,86,125,613409
3,2,86,125,613409
4,2,86,123,754493
5,2,86,123,754493
1,3,1,291,1431061
2,3,1,291,1431061
3,3,1,291,1431061
4,3,1,287,1762565
5,3,1,287,1762565
1,3,2,292,1436628
2,3,2,292,1436628
3,3,2,292,1436628
4,3,2,288,1769413
5,3,2,288,1769413
1,3,3,0,0
2,3,3,0,0
3,3,3,0,0
4,3,3,0,0
5,3,3,0,0
1,3,4,30,146097
2,3,4,30,146097
3,3,4,30,146097
4,3,4,29,179701
5,3,4,29,179701
1,3,5,13,63250
2,3,5,13,63250
3,3,5,13,63250
4,3,5,13,77798
5,3,5,13,77798
1,3,6,3,17027
2,3,6,3,17027
3,3,6,3,17027
4,3,6,3,20942
5,3,6,3,20942
1,3,7,10,50396
2,3,7,10,50396
3,3,7,10,50396
4,3,7,10,61986
5,3,7,10,61986
1,3,8,28,138571
2,3,8,28,138571
3,3,8,28,138571
4,3,8,28,170443
5,3,8,28,170443
1,3,9,15,71308
2,3,9,15,71308
3,3,9,15,71308
4,3,9,14,87710
5,3,9,14,87710
1,3,10,22,107174
2,3,10,22,107174
3,3,10,22,107174
4,3,10,21,131823
5,3,10,21,131823
1,3,11,31,151417
2,3,11,31,151417
3,3,11,31,151417
4,3,11,30,186243
5,3,11,30,186243
1,3,12,25,125116
2,3,12,25,125116
3,3,12,25,125116
4,3,12,25,153892
5,3,12,25,153892
1,3,13,70,345456
2,3,13,70,345456
3,3,13,70,345456
4,3,13,69,424911
5,3,13,69,424911
1,3,14,43,212098
2,3,14,43,212098
3,3,14,43,212098
4,3,14,42,260880
5,3,14,42,260880
1,3,15,27,134224
2,3,15,27,134224
3,3,15,27,134224
4,3,15,27,165096
5,3,15,27,165096
1,3,16,21,102457
2,3,16,21,102457
3,3,16,21,102457
4,3,16,21,126020
5,3,16,21,126020
1,3,17,42,207983
2,3,17,42,207983
3,3,17,42,207983
4,3,17,42,255819
5,3,17,42,255819
1,3,18,23,112283
2,3,18,23,112283
3,3,18,23,112283
4,3,18,22,138109
5,3,18,22,138109
1,3,19,22,107174
2,3,19,22,107174
3,3,19,22,107174
4,3,19,21,131823
5,3,19,21,131823
1,3,20,4,19751
2,3,20,4,19751
3,3,20,4,19751
4,3,20,4,24295
5,3,20,4,24295
1,3,21,29,143455
2,3,21,29,143455
3,3,21,29,143455
4,3,21,29,176449
5,3,21,29,176449
1,3,22,45,219510
2,3,22,45,219510
3,3,22,45,219510
4,3,22,44,269998
5,3,22,44,269998
1,3,23,21,102119
2,3,23,21,102119
3,3,23,21,102119
4,3,23,20,125607
5,3,23,20,125607
1,3,24,39,192628
2,3,24,39,192628
3,3,24,39,192628
4,3,24,39,236932
5,3,24,39,236932
1,3,25,12,60512
2,3,25,12,60512
3,3,25,12,60512
4,3,25,12,74429
5,3,25,12,74429
1,3,26,1,5171
2,3,26,1,5171
3,3,26,1,5171
4,3,26,1,6359
5,3,26,1,6359
1,3,27,6,30939
2,3,27,6,30939
3,3,27,6,30939
4,3,27,6,38056
5,3,27,6,38056
1,3,28,34,168754
2,3,28,34,168754
3,3,28,34,168754
4,3,28,34,207567
5,3,28,34,207567
1,3,29,1,5910
2,3,29,1,5910
3,3,29,1,5910
4,3,29,1,7269
5,3,29,1,7269
1,3,30,2,9706
2,3,30,2,9706
3,3,30,2,9706
4,3,30,2,11938
5,3,30,2,11938
1,3,31,280,1375768
2,3,31,280,1375768
3,3,31,280,1375768
4,3,31,275,1692194
5,3,31,275,1692194
1,3,32,228,1122728
2,3,32,228,1122728
3,3,32,228,1122728
4,3,32,225,1380953
5,3,32,225,1380953
1,3,33,202,995401
2,3,33,202,995401
3,3,33,202,995401
4,3,33,199,1224344
5,3,33,199,1224344
1,3,34,200,982010
2,3,34,200,982010
3,3,34,200,982010
4,3,34,197,1207873
5,3,34,197,1207873
