#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 6,7
# Vessel count: 7,6
# Number of cargoes: 35
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 3 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
13
# for each vessel: vessel index, home port, starting time, capacity
1,8,90,100
2,13,0,100
3,31,0,100
4,14,0,100
5,12,235,100
6,12,0,100
7,27,99,100
8,38,108,100
9,19,0,100
10,17,0,100
11,24,98,100
12,32,71,100
13,9,22,100
# number of cargoes
35
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,4,5,6,7,8,9,11,13,14,16,18,20,21,24,25,26,27,28,30,31,32,33,34,35
2,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35
3,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,24,25,26,27,28,29,30,31,32,33,34,35
4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
5,1,2,5,6,7,8,9,11,13,16,18,21,25,27,28,30,31,33,34,35
6,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,31,32,33,34,35
7,1,2,4,5,6,7,8,9,11,13,14,16,18,20,21,24,25,26,27,28,30,31,33,34,35
8,1,2,4,5,6,7,8,9,11,13,16,18,21,25,26,27,28,30,31,32,34,35
9,1,2,4,5,6,7,8,9,11,12,13,14,15,16,18,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35
10,1,2,4,5,6,7,8,9,11,12,13,14,15,16,18,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35
11,1,2,4,5,6,7,8,9,11,13,14,16,18,20,21,24,25,26,27,28,30,31,32,33,34,35
12,1,2,4,5,6,7,8,9,11,13,14,15,16,18,20,21,24,25,26,27,28,30,31,32,33,34,35
13,1,2,4,5,6,7,8,9,11,12,13,14,16,18,20,21,23,24,25,26,27,28,30,31,32,33,34,35
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,26,25,100,245380,560,632,560,989
2,10,36,100,234887,680,752,680,1122
3,31,35,100,285131,0,72,0,507
4,29,34,100,303368,219,291,219,743
5,17,35,100,575251,554,626,554,1169
6,31,37,100,328996,490,562,490,1011
7,32,27,100,227878,430,502,430,821
8,31,34,100,301096,765,837,765,1225
9,31,27,100,326043,594,666,594,1065
10,2,38,100,356453,0,72,0,545
11,11,35,100,286185,415,487,415,937
12,17,37,100,372724,0,72,0,637
13,25,9,100,348192,636,708,636,1142
14,18,11,100,457792,150,222,150,713
15,15,21,100,250565,28,100,28,516
16,11,19,100,326474,357,429,357,830
17,13,5,100,214778,0,72,0,409
18,33,34,100,216042,1020,1092,1020,1453
19,30,39,100,323993,0,72,0,491
20,22,27,100,202437,130,202,130,532
21,19,32,100,351735,525,597,525,959
22,19,27,100,244591,20,92,20,425
23,17,35,100,411817,0,72,0,628
24,28,24,100,246784,169,241,169,614
25,25,24,100,289849,235,307,235,705
26,10,37,100,407532,219,291,219,732
27,22,36,100,407095,840,912,840,1392
28,19,34,100,337054,349,421,349,906
29,30,18,100,394956,0,72,0,475
30,4,9,100,473553,451,523,451,1042
31,27,16,100,201423,402,474,402,813
32,35,20,100,374340,280,352,280,765
33,16,17,100,177134,232,304,232,676
34,17,27,100,187528,472,544,472,838
35,30,39,100,350219,264,336,264,746
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
9,1,17,35,12062
10,1,17,35,12062
11,1,17,35,12062
12,1,17,35,12062
13,1,17,35,12062
1,1,18,70,17178
2,1,18,70,17178
3,1,18,70,17178
4,1,18,70,17178
5,1,18,70,17178
6,1,18,70,17178
7,1,18,70,17178
8,1,18,73,25011
9,1,18,73,25011
10,1,18,73,25011
11,1,18,73,25011
12,1,18,73,25011
13,1,18,73,25011
1,1,19,29,7037
2,1,19,29,7037
3,1,19,29,7037
4,1,19,29,7037
5,1,19,29,7037
6,1,19,29,7037
7,1,19,29,7037
8,1,19,30,10246
9,1,19,30,10246
10,1,19,30,10246
11,1,19,30,10246
12,1,19,30,10246
13,1,19,30,10246
1,1,20,99,24310
2,1,20,99,24310
3,1,20,99,24310
4,1,20,99,24310
5,1,20,99,24310
6,1,20,99,24310
7,1,20,99,24310
8,1,20,103,35395
9,1,20,103,35395
10,1,20,103,35395
11,1,20,103,35395
12,1,20,103,35395
13,1,20,103,35395
1,1,21,101,24786
2,1,21,101,24786
3,1,21,101,24786
4,1,21,101,24786
5,1,21,101,24786
6,1,21,101,24786
7,1,21,101,24786
8,1,21,105,36089
9,1,21,105,36089
10,1,21,105,36089
11,1,21,105,36089
12,1,21,105,36089
13,1,21,105,36089
1,1,22,22,5314
2,1,22,22,5314
3,1,22,22,5314
4,1,22,22,5314
5,1,22,22,5314
6,1,22,22,5314
7,1,22,22,5314
8,1,22,22,7737
9,1,22,22,7737
10,1,22,22,7737
11,1,22,22,7737
12,1,22,22,7737
13,1,22,22,7737
1,1,23,20,4867
2,1,23,20,4867
3,1,23,20,4867
4,1,23,20,4867
5,1,23,20,4867
6,1,23,20,4867
7,1,23,20,4867
8,1,23,21,7087
9,1,23,21,7087
10,1,23,21,7087
11,1,23,21,7087
12,1,23,21,7087
13,1,23,21,7087
1,1,24,22,5314
2,1,24,22,5314
3,1,24,22,5314
4,1,24,22,5314
5,1,24,22,5314
6,1,24,22,5314
7,1,24,22,5314
8,1,24,22,7737
9,1,24,22,7737
10,1,24,22,7737
11,1,24,22,7737
12,1,24,22,7737
13,1,24,22,7737
1,1,25,102,25011
2,1,25,102,25011
3,1,25,102,25011
4,1,25,102,25011
5,1,25,102,25011
6,1,25,102,25011
7,1,25,102,25011
8,1,25,106,36416
9,1,25,106,36416
10,1,25,106,36416
11,1,25,106,36416
12,1,25,106,36416
13,1,25,106,36416
1,1,26,28,6799
2,1,26,28,6799
3,1,26,28,6799
4,1,26,28,6799
5,1,26,28,6799
6,1,26,28,6799
7,1,26,28,6799
8,1,26,29,9899
9,1,26,29,9899
10,1,26,29,9899
11,1,26,29,9899
12,1,26,29,9899
13,1,26,29,9899
1,1,27,39,9500
2,1,27,39,9500
3,1,27,39,9500
4,1,27,39,9500
5,1,27,39,9500
6,1,27,39,9500
7,1,27,39,9500
8,1,27,40,13832
9,1,27,40,13832
10,1,27,40,13832
11,1,27,40,13832
12,1,27,40,13832
13,1,27,40,13832
1,1,28,46,11290
2,1,28,46,11290
3,1,28,46,11290
4,1,28,46,11290
5,1,28,46,11290
6,1,28,46,11290
7,1,28,46,11290
8,1,28,48,16438
9,1,28,48,16438
10,1,28,48,16438
11,1,28,48,16438
12,1,28,48,16438
13,1,28,48,16438
1,1,29,150,36927
2,1,29,150,36927
3,1,29,150,36927
4,1,29,150,36927
5,1,29,150,36927
6,1,29,150,36927
7,1,29,150,36927
8,1,29,156,53766
9,1,29,156,53766
10,1,29,156,53766
11,1,29,156,53766
12,1,29,156,53766
13,1,29,156,53766
1,1,30,72,17815
2,1,30,72,17815
3,1,30,72,17815
4,1,30,72,17815
5,1,30,72,17815
6,1,30,72,17815
7,1,30,72,17815
8,1,30,75,25939
9,1,30,75,25939
10,1,30,75,25939
11,1,30,75,25939
12,1,30,75,25939
13,1,30,75,25939
1,1,31,82,20209
2,1,31,82,20209
3,1,31,82,20209
4,1,31,82,20209
5,1,31,82,20209
6,1,31,82,20209
7,1,31,82,20209
8,1,31,85,29424
9,1,31,85,29424
10,1,31,85,29424
11,1,31,85,29424
12,1,31,85,29424
13,1,31,85,29424
1,1,32,8,1925
2,1,32,8,1925
3,1,32,8,1925
4,1,32,8,1925
5,1,32,8,1925
6,1,32,8,1925
7,1,32,8,1925
8,1,32,8,2803
9,1,32,8,2803
10,1,32,8,2803
11,1,32,8,2803
12,1,32,8,2803
13,1,32,8,2803
1,1,33,118,28900
2,1,33,118,28900
3,1,33,118,28900
4,1,33,118,28900
5,1,33,118,28900
6,1,33,118,28900
7,1,33,118,28900
8,1,33,122,42079
9,1,33,122,42079
10,1,33,122,42079
11,1,33,122,42079
12,1,33,122,42079
13,1,33,122,42079
1,1,34,187,46004
2,1,34,187,46004
3,1,34,187,46004
4,1,34,187,46004
5,1,34,187,46004
6,1,34,187,46004
7,1,34,187,46004
8,1,34,195,66982
9,1,34,195,66982
10,1,34,195,66982
11,1,34,195,66982
12,1,34,195,66982
13,1,34,195,66982
1,1,35,227,55840
2,1,35,227,55840
3,1,35,227,55840
4,1,35,227,55840
5,1,35,227,55840
6,1,35,227,55840
7,1,35,227,55840
8,1,35,236,81302
9,1,35,236,81302
10,1,35,236,81302
11,1,35,236,81302
12,1,35,236,81302
13,1,35,236,81302
1,1,36,184,45256
2,1,36,184,45256
3,1,36,184,45256
4,1,36,184,45256
5,1,36,184,45256
6,1,36,184,45256
7,1,36,184,45256
8,1,36,191,65893
9,1,36,191,65893
10,1,36,191,65893
11,1,36,191,65893
12,1,36,191,65893
13,1,36,191,65893
1,1,37,246,60376
2,1,37,246,60376
3,1,37,246,60376
4,1,37,246,60376
5,1,37,246,60376
6,1,37,246,60376
7,1,37,246,60376
8,1,37,255,87908
9,1,37,255,87908
10,1,37,255,87908
11,1,37,255,87908
12,1,37,255,87908
13,1,37,255,87908
1,1,38,240,58901
2,1,38,240,58901
3,1,38,240,58901
4,1,38,240,58901
5,1,38,240,58901
6,1,38,240,58901
7,1,38,240,58901
8,1,38,249,85760
9,1,38,249,85760
10,1,38,249,85760
11,1,38,249,85760
12,1,38,249,85760
13,1,38,249,85760
1,1,39,186,45615
2,1,39,186,45615
3,1,39,186,45615
4,1,39,186,45615
5,1,39,186,45615
6,1,39,186,45615
7,1,39,186,45615
8,1,39,193,66415
9,1,39,193,66415
10,1,39,193,66415
11,1,39,193,66415
12,1,39,193,66415
13,1,39,193,66415
1,2,1,73,18065
2,2,1,73,18065
3,2,1,73,18065
4,2,1,73,18065
5,2,1,73,18065
6,2,1,73,18065
7,2,1,73,18065
8,2,1,76,26303
9,2,1,76,26303
10,2,1,76,26303
11,2,1,76,26303
12,2,1,76,26303
13,2,1,76,26303
1,2,2,0,0
2,2,2,0,0
3,2,2,0,0
4,2,2,0,0
5,2,2,0,0
6,2,2,0,0
7,2,2,0,0
8,2,2,0,0
9,2,2,0,0
10,2,2,0,0
11,2,2,0,0
12,2,2,0,0
13,2,2,0,0
1,2,3,57,14121
2,2,3,57,14121
3,2,3,57,14121
4,2,3,57,14121
5,2,3,57,14121
6,2,3,57,14121
7,2,3,57,14121
8,2,3,60,20560
9,2,3,60,20560
10,2,3,60,20560
11,2,3,60,20560
12,2,3,60,20560
13,2,3,60,20560
1,2,4,84,20764
2,2,4,84,20764
3,2,4,84,20764
4,2,4,84,20764
5,2,4,84,20764
6,2,4,84,20764
7,2,4,84,20764
8,2,4,88,30233
9,2,4,88,30233
10,2,4,88,30233
11,2,4,88,30233
12,2,4,88,30233
13,2,4,88,30233
1,2,5,53,12966
2,2,5,53,12966
3,2,5,53,12966
4,2,5,53,12966
5,2,5,53,12966
6,2,5,53,12966
7,2,5,53,12966
8,2,5,55,18878
9,2,5,55,18878
10,2,5,55,18878
11,2,5,55,18878
12,2,5,55,18878
13,2,5,55,18878
1,2,6,56,13823
2,2,6,56,13823
3,2,6,56,13823
4,2,6,56,13823
5,2,6,56,13823
6,2,6,56,13823
7,2,6,56,13823
8,2,6,58,20126
9,2,6,58,20126
10,2,6,58,20126
11,2,6,58,20126
12,2,6,58,20126
13,2,6,58,20126
1,2,7,52,12905
2,2,7,52,12905
3,2,7,52,12905
4,2,7,52,12905
5,2,7,52,12905
6,2,7,52,12905
7,2,7,52,12905
8,2,7,55,18789
9,2,7,55,18789
10,2,7,55,18789
11,2,7,55,18789
12,2,7,55,18789
13,2,7,55,18789
1,2,8,77,18828
2,2,8,77,18828
3,2,8,77,18828
4,2,8,77,18828
5,2,8,77,18828
6,2,8,77,18828
7,2,8,77,18828
8,2,8,80,27413
9,2,8,80,27413
10,2,8,80,27413
11,2,8,80,27413
12,2,8,80,27413
13,2,8,80,27413
1,2,9,123,30306
2,2,9,123,30306
3,2,9,123,30306
4,2,9,123,30306
5,2,9,123,30306
6,2,9,123,30306
7,2,9,123,30306
8,2,9,128,44126
9,2,9,128,44126
10,2,9,128,44126
11,2,9,128,44126
12,2,9,128,44126
13,2,9,128,44126
1,2,10,66,16241
2,2,10,66,16241
3,2,10,66,16241
4,2,10,66,16241
5,2,10,66,16241
6,2,10,66,16241
7,2,10,66,16241
8,2,10,69,23647
9,2,10,69,23647
10,2,10,69,23647
11,2,10,69,23647
12,2,10,69,23647
13,2,10,69,23647
1,2,11,59,14615
2,2,11,59,14615
3,2,11,59,14615
4,2,11,59,14615
5,2,11,59,14615
6,2,11,59,14615
7,2,11,59,14615
8,2,11,62,21280
9,2,11,62,21280
10,2,11,62,21280
11,2,11,62,21280
12,2,11,62,21280
13,2,11,62,21280
1,2,12,14,3508
2,2,12,14,3508
3,2,12,14,3508
4,2,12,14,3508
5,2,12,14,3508
6,2,12,14,3508
7,2,12,14,3508
8,2,12,15,5108
9,2,12,15,5108
10,2,12,15,5108
11,2,12,15,5108
12,2,12,15,5108
13,2,12,15,5108
1,2,13,19,4577
2,2,13,19,4577
3,2,13,19,4577
4,2,13,19,4577
5,2,13,19,4577
6,2,13,19,4577
7,2,13,19,4577
8,2,13,19,6664
9,2,13,19,6664
10,2,13,19,6664
11,2,13,19,6664
12,2,13,19,6664
13,2,13,19,6664
1,2,14,50,12222
2,2,14,50,12222
3,2,14,50,12222
4,2,14,50,12222
5,2,14,50,12222
6,2,14,50,12222
7,2,14,50,12222
8,2,14,52,17796
9,2,14,52,17796
10,2,14,52,17796
11,2,14,52,17796
12,2,14,52,17796
13,2,14,52,17796
1,2,15,68,16727
2,2,15,68,16727
3,2,15,68,16727
4,2,15,68,16727
5,2,15,68,16727
6,2,15,68,16727
7,2,15,68,16727
8,2,15,71,24354
9,2,15,71,24354
10,2,15,71,24354
11,2,15,71,24354
12,2,15,71,24354
13,2,15,71,24354
1,2,16,54,13264
2,2,16,54,13264
3,2,16,54,13264
4,2,16,54,13264
5,2,16,54,13264
6,2,16,54,13264
7,2,16,54,13264
8,2,16,56,19312
9,2,16,56,19312
10,2,16,56,19312
11,2,16,56,19312
12,2,16,56,19312
13,2,16,56,19312
1,2,17,102,25192
2,2,17,102,25192
3,2,17,102,25192
4,2,17,102,25192
5,2,17,102,25192
6,2,17,102,25192
7,2,17,102,25192
8,2,17,107,36679
9,2,17,107,36679
10,2,17,107,36679
11,2,17,107,36679
12,2,17,107,36679
13,2,17,107,36679
1,2,18,127,31179
2,2,18,127,31179
3,2,18,127,31179
4,2,18,127,31179
5,2,18,127,31179
6,2,18,127,31179
7,2,18,127,31179
8,2,18,132,45396
9,2,18,132,45396
10,2,18,132,45396
11,2,18,132,45396
12,2,18,132,45396
13,2,18,132,45396
1,2,19,87,21283
2,2,19,87,21283
3,2,19,87,21283
4,2,19,87,21283
5,2,19,87,21283
6,2,19,87,21283
7,2,19,87,21283
8,2,19,90,30988
9,2,19,90,30988
10,2,19,90,30988
11,2,19,90,30988
12,2,19,90,30988
13,2,19,90,30988
1,2,20,44,10927
2,2,20,44,10927
3,2,20,44,10927
4,2,20,44,10927
5,2,20,44,10927
6,2,20,44,10927
7,2,20,44,10927
8,2,20,46,15910
9,2,20,46,15910
10,2,20,46,15910
11,2,20,46,15910
12,2,20,46,15910
13,2,20,46,15910
1,2,21,46,11404
2,2,21,46,11404
3,2,21,46,11404
4,2,21,46,11404
5,2,21,46,11404
6,2,21,46,11404
7,2,21,46,11404
8,2,21,48,16604
9,2,21,48,16604
10,2,21,48,16604
11,2,21,48,16604
12,2,21,48,16604
13,2,21,48,16604
1,2,22,90,22221
2,2,22,90,22221
3,2,22,90,22221
4,2,22,90,22221
5,2,22,90,22221
6,2,22,90,22221
7,2,22,90,22221
8,2,22,94,32354
9,2,22,94,32354
10,2,22,94,32354
11,2,22,94,32354
12,2,22,94,32354
13,2,22,94,32354
1,2,23,89,21775
2,2,23,89,21775
3,2,23,89,21775
4,2,23,89,21775
5,2,23,89,21775
6,2,23,89,21775
7,2,23,89,21775
8,2,23,92,31704
9,2,23,92,31704
10,2,23,92,31704
11,2,23,92,31704
12,2,23,92,31704
13,2,23,92,31704
1,2,24,90,22221
2,2,24,90,22221
3,2,24,90,22221
4,2,24,90,22221
5,2,24,90,22221
6,2,24,90,22221
7,2,24,90,22221
8,2,24,94,32354
9,2,24,94,32354
10,2,24,94,32354
11,2,24,94,32354
12,2,24,94,32354
13,2,24,94,32354
1,2,25,47,11629
2,2,25,47,11629
3,2,25,47,11629
4,2,25,47,11629
5,2,25,47,11629
6,2,25,47,11629
7,2,25,47,11629
8,2,25,49,16931
9,2,25,49,16931
10,2,25,49,16931
11,2,25,49,16931
12,2,25,49,16931
13,2,25,49,16931
1,2,26,52,12838
2,2,26,52,12838
3,2,26,52,12838
4,2,26,52,12838
5,2,26,52,12838
6,2,26,52,12838
7,2,26,52,12838
8,2,26,54,18693
9,2,26,54,18693
10,2,26,54,18693
11,2,26,54,18693
12,2,26,54,18693
13,2,26,54,18693
1,2,27,107,26407
2,2,27,107,26407
3,2,27,107,26407
4,2,27,107,26407
5,2,27,107,26407
6,2,27,107,26407
7,2,27,107,26407
8,2,27,112,38449
9,2,27,112,38449
10,2,27,112,38449
11,2,27,112,38449
12,2,27,112,38449
13,2,27,112,38449
1,2,28,32,7956
2,2,28,32,7956
3,2,28,32,7956
4,2,28,32,7956
5,2,28,32,7956
6,2,28,32,7956
7,2,28,32,7956
8,2,28,34,11584
9,2,28,34,11584
10,2,28,34,11584
11,2,28,34,11584
12,2,28,34,11584
13,2,28,34,11584
1,2,29,96,23545
2,2,29,96,23545
3,2,29,96,23545
4,2,29,96,23545
5,2,29,96,23545
6,2,29,96,23545
7,2,29,96,23545
8,2,29,100,34281
9,2,29,100,34281
10,2,29,100,34281
11,2,29,100,34281
12,2,29,100,34281
13,2,29,100,34281
1,2,30,3,786
2,2,30,3,786
3,2,30,3,786
4,2,30,3,786
5,2,30,3,786
6,2,30,3,786
7,2,30,3,786
8,2,30,3,1144
9,2,30,3,1144
10,2,30,3,1144
11,2,30,3,1144
12,2,30,3,1144
13,2,30,3,1144
1,2,31,28,6826
2,2,31,28,6826
3,2,31,28,6826
4,2,31,28,6826
5,2,31,28,6826
6,2,31,28,6826
7,2,31,28,6826
8,2,31,29,9939
9,2,31,29,9939
10,2,31,29,9939
11,2,31,29,9939
12,2,31,29,9939
13,2,31,29,9939
1,2,32,69,16849
2,2,32,69,16849
3,2,32,69,16849
4,2,32,69,16849
5,2,32,69,16849
6,2,32,69,16849
7,2,32,69,16849
8,2,32,71,24532
9,2,32,71,24532
10,2,32,71,24532
11,2,32,71,24532
12,2,32,71,24532
13,2,32,71,24532
1,2,33,63,15518
2,2,33,63,15518
3,2,33,63,15518
4,2,33,63,15518
5,2,33,63,15518
6,2,33,63,15518
7,2,33,63,15518
8,2,33,66,22594
9,2,33,66,22594
10,2,33,66,22594
11,2,33,66,22594
12,2,33,66,22594
