#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 2 (=DEEPSEA)
# Vessel types: 5,6
# Vessel count: 7,6
# Number of cargoes: 35
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 2 (out of 5)
#----------------------------------------------------------------

# number of ports
86
# number of vessels
13
# for each vessel: vessel index, home port, starting time, capacity
1,13,94,100
2,78,515,100
3,73,0,100
4,41,12,100
5,33,0,100
6,45,206,100
7,41,498,100
8,30,0,100
9,24,205,100
10,62,0,100
11,58,0,100
12,72,0,100
13,62,0,100
# number of cargoes
35
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,3,4,7,8,9,10,11,12,13,15,18,19,20,22,26,28,30,31,32,33,34,35
2,1,2,3,7,8,9,11,13,18,19,20,22,26,28,30,31,32,33,34
3,1,2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35
4,1,2,3,4,5,6,7,8,9,11,12,13,14,17,18,19,20,22,24,26,28,29,30,31,32,33,34
5,1,2,3,4,7,8,9,10,11,12,13,14,15,17,18,19,20,22,26,28,29,30,31,32,33,34,35
6,1,2,3,4,6,7,8,9,11,12,13,18,19,20,22,26,28,29,30,31,32,33,34
7,1,2,3,7,8,9,11,12,18,19,20,22,26,28,30,31,32,33,34
8,1,2,3,4,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,26,28,30,31,32,33,34,35
9,1,2,3,7,8,9,11,15,18,19,20,22,26,28,30,31,32,33,34,35
10,1,2,3,4,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,26,28,29,30,31,32,33,34,35
11,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,19,20,22,23,24,25,26,28,29,30,31,32,33,34
12,1,2,3,4,6,7,8,9,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34
13,1,2,3,4,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,26,28,29,30,31,32,33,34,35
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,72,54,100,6542020,1170,1338,1170,1744
2,42,86,100,9408951,1022,1190,1022,1725
3,76,34,100,8642725,658,826,658,1472
4,76,41,100,4566222,279,447,279,850
5,48,68,100,11236297,0,168,0,880
6,41,7,100,12160712,112,280,112,966
7,74,54,100,4490550,1335,1503,1335,2029
8,84,60,100,8435921,1266,1434,1266,1970
9,72,47,100,8412182,777,945,777,1454
10,64,77,100,8793975,0,168,0,794
11,78,57,100,6797213,628,796,628,1289
12,46,71,100,11127195,492,660,492,1301
13,78,37,100,11268429,355,523,355,1200
14,78,39,100,9904853,246,414,246,1049
15,25,57,100,8381836,234,402,234,1086
16,72,50,100,5164946,0,168,0,651
17,77,48,100,4973018,238,406,238,830
18,56,35,100,9442326,2140,2308,2140,2954
19,72,48,100,5806243,560,728,560,1104
20,72,51,100,6049182,819,987,819,1428
21,7,79,100,9094203,0,168,0,783
22,76,9,100,10111384,1396,1564,1396,2231
23,72,55,100,5631906,0,168,0,590
24,77,58,100,9375859,142,310,142,767
25,74,53,100,7466377,46,214,46,700
26,35,25,100,11763396,952,1120,952,1597
27,79,40,100,7489902,0,168,0,619
28,79,45,100,6108530,728,896,728,1335
29,46,75,100,13109956,288,456,288,980
30,78,40,100,9449696,711,879,711,1368
31,3,34,100,6307412,1117,1285,1117,1814
32,78,49,100,7268063,1077,1245,1077,1660
33,31,56,100,7504191,2040,2208,2040,2779
34,77,32,100,7715030,658,826,658,1387
35,20,79,100,6874916,214,382,214,1044
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
5,1,16,308,1515101
6,1,16,308,1515101
7,1,16,308,1515101
8,1,16,304,1865935
9,1,16,304,1865935
10,1,16,304,1865935
11,1,16,304,1865935
12,1,16,304,1865935
13,1,16,304,1865935
1,1,17,328,1612841
2,1,17,328,1612841
3,1,17,328,1612841
4,1,17,328,1612841
5,1,17,328,1612841
6,1,17,328,1612841
7,1,17,328,1612841
8,1,17,323,1986154
9,1,17,323,1986154
10,1,17,323,1986154
11,1,17,323,1986154
12,1,17,323,1986154
13,1,17,323,1986154
1,1,18,275,1354177
2,1,18,275,1354177
3,1,18,275,1354177
4,1,18,275,1354177
5,1,18,275,1354177
6,1,18,275,1354177
7,1,18,275,1354177
8,1,18,271,1667998
9,1,18,271,1667998
10,1,18,271,1667998
11,1,18,271,1667998
12,1,18,271,1667998
13,1,18,271,1667998
1,1,19,309,1519820
2,1,19,309,1519820
3,1,19,309,1519820
4,1,19,309,1519820
5,1,19,309,1519820
6,1,19,309,1519820
7,1,19,309,1519820
8,1,19,305,1871737
9,1,19,305,1871737
10,1,19,305,1871737
11,1,19,305,1871737
12,1,19,305,1871737
13,1,19,305,1871737
1,1,20,292,1434211
2,1,20,292,1434211
3,1,20,292,1434211
4,1,20,292,1434211
5,1,20,292,1434211
6,1,20,292,1434211
7,1,20,292,1434211
8,1,20,287,1766439
9,1,20,287,1766439
10,1,20,287,1766439
11,1,20,287,1766439
12,1,20,287,1766439
13,1,20,287,1766439
1,1,21,270,1326437
2,1,21,270,1326437
3,1,21,270,1326437
4,1,21,270,1326437
5,1,21,270,1326437
6,1,21,270,1326437
7,1,21,270,1326437
8,1,21,266,1633877
9,1,21,266,1633877
10,1,21,266,1633877
11,1,21,266,1633877
12,1,21,266,1633877
13,1,21,266,1633877
1,1,22,247,1213204
2,1,22,247,1213204
3,1,22,247,1213204
4,1,22,247,1213204
5,1,22,247,1213204
6,1,22,247,1213204
7,1,22,247,1213204
8,1,22,243,1494600
9,1,22,243,1494600
10,1,22,243,1494600
11,1,22,243,1494600
12,1,22,243,1494600
13,1,22,243,1494600
1,1,23,307,1509908
2,1,23,307,1509908
3,1,23,307,1509908
4,1,23,307,1509908
5,1,23,307,1509908
6,1,23,307,1509908
7,1,23,307,1509908
8,1,23,303,1859546
9,1,23,303,1859546
10,1,23,303,1859546
11,1,23,303,1859546
12,1,23,303,1859546
13,1,23,303,1859546
1,1,24,326,1605273
2,1,24,326,1605273
3,1,24,326,1605273
4,1,24,326,1605273
5,1,24,326,1605273
6,1,24,326,1605273
7,1,24,326,1605273
8,1,24,322,1976847
9,1,24,322,1976847
10,1,24,322,1976847
11,1,24,322,1976847
12,1,24,322,1976847
13,1,24,322,1976847
1,1,25,297,1461750
2,1,25,297,1461750
3,1,25,297,1461750
4,1,25,297,1461750
5,1,25,297,1461750
6,1,25,297,1461750
7,1,25,297,1461750
8,1,25,293,1800313
9,1,25,293,1800313
10,1,25,293,1800313
11,1,25,293,1800313
12,1,25,293,1800313
13,1,25,293,1800313
1,1,26,290,1427185
2,1,26,290,1427185
3,1,26,290,1427185
4,1,26,290,1427185
5,1,26,290,1427185
6,1,26,290,1427185
7,1,26,290,1427185
8,1,26,286,1757799
9,1,26,286,1757799
10,1,26,286,1757799
11,1,26,286,1757799
12,1,26,286,1757799
13,1,26,286,1757799
1,1,27,289,1420653
2,1,27,289,1420653
3,1,27,289,1420653
4,1,27,289,1420653
5,1,27,289,1420653
6,1,27,289,1420653
7,1,27,289,1420653
8,1,27,285,1749763
9,1,27,285,1749763
10,1,27,285,1749763
11,1,27,285,1749763
12,1,27,285,1749763
13,1,27,285,1749763
1,1,28,258,1268383
2,1,28,258,1268383
3,1,28,258,1268383
4,1,28,258,1268383
5,1,28,258,1268383
6,1,28,258,1268383
7,1,28,258,1268383
8,1,28,254,1562471
9,1,28,254,1562471
10,1,28,254,1562471
11,1,28,254,1562471
12,1,28,254,1562471
13,1,28,254,1562471
1,1,29,290,1425150
2,1,29,290,1425150
3,1,29,290,1425150
4,1,29,290,1425150
5,1,29,290,1425150
6,1,29,290,1425150
7,1,29,290,1425150
8,1,29,286,1755294
9,1,29,286,1755294
10,1,29,286,1755294
11,1,29,286,1755294
12,1,29,286,1755294
13,1,29,286,1755294
1,1,30,289,1421355
2,1,30,289,1421355
3,1,30,289,1421355
4,1,30,289,1421355
5,1,30,289,1421355
6,1,30,289,1421355
7,1,30,289,1421355
8,1,30,285,1750627
9,1,30,285,1750627
10,1,30,285,1750627
11,1,30,285,1750627
12,1,30,285,1750627
13,1,30,285,1750627
1,1,31,159,781328
2,1,31,159,781328
3,1,31,159,781328
4,1,31,159,781328
5,1,31,159,781328
6,1,31,159,781328
7,1,31,159,781328
8,1,31,156,961032
9,1,31,156,961032
10,1,31,156,961032
11,1,31,156,961032
12,1,31,156,961032
13,1,31,156,961032
1,1,32,327,1607888
2,1,32,327,1607888
3,1,32,327,1607888
4,1,32,327,1607888
5,1,32,327,1607888
6,1,32,327,1607888
7,1,32,327,1607888
8,1,32,322,1977702
9,1,32,322,1977702
10,1,32,322,1977702
11,1,32,322,1977702
12,1,32,322,1977702
13,1,32,322,1977702
1,1,33,319,1569793
2,1,33,319,1569793
3,1,33,319,1569793
4,1,33,319,1569793
5,1,33,319,1569793
6,1,33,319,1569793
7,1,33,319,1569793
8,1,33,314,1930847
9,1,33,314,1930847
10,1,33,314,1930847
11,1,33,314,1930847
12,1,33,314,1930847
13,1,33,314,1930847
1,1,34,319,1570196
2,1,34,319,1570196
3,1,34,319,1570196
4,1,34,319,1570196
5,1,34,319,1570196
6,1,34,319,1570196
7,1,34,319,1570196
8,1,34,314,1931340
9,1,34,314,1931340
10,1,34,314,1931340
11,1,34,314,1931340
12,1,34,314,1931340
13,1,34,314,1931340
1,1,35,325,1596067
2,1,35,325,1596067
3,1,35,325,1596067
4,1,35,325,1596067
5,1,35,325,1596067
6,1,35,325,1596067
7,1,35,325,1596067
8,1,35,319,1963164
9,1,35,319,1963164
10,1,35,319,1963164
11,1,35,319,1963164
12,1,35,319,1963164
13,1,35,319,1963164
1,1,36,325,1600126
2,1,36,325,1600126
3,1,36,325,1600126
4,1,36,325,1600126
5,1,36,325,1600126
6,1,36,325,1600126
7,1,36,325,1600126
8,1,36,320,1968157
9,1,36,320,1968157
10,1,36,320,1968157
11,1,36,320,1968157
12,1,36,320,1968157
13,1,36,320,1968157
1,1,37,327,1609306
2,1,37,327,1609306
3,1,37,327,1609306
4,1,37,327,1609306
5,1,37,327,1609306
6,1,37,327,1609306
7,1,37,327,1609306
8,1,37,322,1979447
9,1,37,322,1979447
10,1,37,322,1979447
11,1,37,322,1979447
12,1,37,322,1979447
13,1,37,322,1979447
1,1,38,368,1807760
2,1,38,368,1807760
3,1,38,368,1807760
4,1,38,368,1807760
5,1,38,368,1807760
6,1,38,368,1807760
7,1,38,368,1807760
8,1,38,362,2223545
9,1,38,362,2223545
10,1,38,362,2223545
11,1,38,362,2223545
12,1,38,362,2223545
13,1,38,362,2223545
1,1,39,319,1570625
2,1,39,319,1570625
3,1,39,319,1570625
4,1,39,319,1570625
5,1,39,319,1570625
6,1,39,319,1570625
7,1,39,319,1570625
8,1,39,314,1931868
9,1,39,314,1931868
10,1,39,314,1931868
11,1,39,314,1931868
12,1,39,314,1931868
13,1,39,314,1931868
1,1,40,191,941356
2,1,40,191,941356
3,1,40,191,941356
4,1,40,191,941356
5,1,40,191,941356
6,1,40,191,941356
7,1,40,191,941356
8,1,40,188,1157868
9,1,40,188,1157868
10,1,40,188,1157868
11,1,40,188,1157868
12,1,40,188,1157868
13,1,40,188,1157868
1,1,41,195,960568
2,1,41,195,960568
3,1,41,195,960568
4,1,41,195,960568
5,1,41,195,960568
6,1,41,195,960568
7,1,41,195,960568
8,1,41,192,1181499
9,1,41,192,1181499
10,1,41,192,1181499
11,1,41,192,1181499
12,1,41,192,1181499
13,1,41,192,1181499
1,1,42,163,802903
2,1,42,163,802903
3,1,42,163,802903
4,1,42,163,802903
5,1,42,163,802903
6,1,42,163,802903
7,1,42,163,802903
8,1,42,161,987571
9,1,42,161,987571
10,1,42,161,987571
11,1,42,161,987571
12,1,42,161,987571
13,1,42,161,987571
1,1,43,209,1027627
2,1,43,209,1027627
3,1,43,209,1027627
4,1,43,209,1027627
5,1,43,209,1027627
6,1,43,209,1027627
7,1,43,209,1027627
8,1,43,206,1263981
9,1,43,206,1263981
10,1,43,206,1263981
11,1,43,206,1263981
12,1,43,206,1263981
13,1,43,206,1263981
1,1,44,197,969934
2,1,44,197,969934
3,1,44,197,969934
4,1,44,197,969934
5,1,44,197,969934
6,1,44,197,969934
7,1,44,197,969934
8,1,44,194,1193019
9,1,44,194,1193019
10,1,44,194,1193019
11,1,44,194,1193019
12,1,44,194,1193019
13,1,44,194,1193019
1,1,45,172,844991
2,1,45,172,844991
3,1,45,172,844991
4,1,45,172,844991
5,1,45,172,844991
6,1,45,172,844991
7,1,45,172,844991
8,1,45,169,1039337
9,1,45,169,1039337
10,1,45,169,1039337
11,1,45,169,1039337
12,1,45,169,1039337
13,1,45,169,1039337
1,1,46,206,1011453
2,1,46,206,1011453
3,1,46,206,1011453
4,1,46,206,1011453
5,1,46,206,1011453
6,1,46,206,1011453
7,1,46,206,1011453
8,1,46,202,1244087
9,1,46,202,1244087
10,1,46,202,1244087
11,1,46,202,1244087
12,1,46,202,1244087
13,1,46,202,1244087
1,1,47,204,1001465
2,1,47,204,1001465
3,1,47,204,1001465
4,1,47,204,1001465
5,1,47,204,1001465
6,1,47,204,1001465
7,1,47,204,1001465
8,1,47,200,1231803
9,1,47,200,1231803
10,1,47,200,1231803
11,1,47,200,1231803
12,1,47,200,1231803
13,1,47,200,1231803
1,1,48,219,1075854
2,1,48,219,1075854
3,1,48,219,1075854
4,1,48,219,1075854
5,1,48,219,1075854
6,1,48,219,1075854
7,1,48,219,1075854
8,1,48,215,1323300
9,1,48,215,1323300
10,1,48,215,1323300
11,1,48,215,1323300
12,1,48,215,1323300
13,1,48,215,1323300
1,1,49,201,988915
2,1,49,201,988915
3,1,49,201,988915
4,1,49,201,988915
5,1,49,201,988915
6,1,49,201,988915
7,1,49,201,988915
8,1,49,198,1216365
9,1,49,198,1216365
10,1,49,198,1216365
11,1,49,198,1216365
12,1,49,198,1216365
13,1,49,198,1216365
1,1,50,196,963633
2,1,50,196,963633
3,1,50,196,963633
4,1,50,196,963633
5,1,50,196,963633
6,1,50,196,963633
7,1,50,196,963633
8,1,50,193,1185268
9,1,50,193,1185268
10,1,50,193,1185268
11,1,50,193,1185268
12,1,50,193,1185268
13,1,50,193,1185268
1,1,51,208,1023121
2,1,51,208,1023121
3,1,51,208,1023121
4,1,51,208,1023121
5,1,51,208,1023121
6,1,51,208,1023121
7,1,51,208,1023121
8,1,51,205,1258440
9,1,51,205,1258440
10,1,51,205,1258440
11,1,51,205,1258440
12,1,51,205,1258440
13,1,51,205,1258440
1,1,52,215,1058687
2,1,52,215,1058687
3,1,52,215,1058687
4,1,52,215,1058687
5,1,52,215,1058687
6,1,52,215,1058687
7,1,52,215,1058687
8,1,52,212,1302184
9,1,52,212,1302184
10,1,52,212,1302184
11,1,52,212,1302184
12,1,52,212,1302184
13,1,52,212,1302184
1,1,53,205,1006133
2,1,53,205,1006133
3,1,53,205,1006133
4,1,53,205,1006133
5,1,53,205,1006133
6,1,53,205,1006133
7,1,53,205,1006133
8,1,53,201,1237544
9,1,53,201,1237544
10,1,53,201,1237544
11,1,53,201,1237544
12,1,53,201,1237544
13,1,53,201,1237544
1,1,54,194,954862
2,1,54,194,954862
3,1,54,194,954862
4,1,54,194,954862
5,1,54,194,954862
6,1,54,194,954862
7,1,54,194,954862
8,1,54,191,1174479
9,1,54,191,1174479
10,1,54,191,1174479
11,1,54,191,1174479
12,1,54,191,1174479
13,1,54,191,1174479
1,1,55,221,1086932
2,1,55,221,1086932
3,1,55,221,1086932
4,1,55,221,1086932
5,1,55,221,1086932
6,1,55,221,1086932
7,1,55,221,1086932
8,1,55,218,1336927
9,1,55,218,1336927
10,1,55,218,1336927
11,1,55,218,1336927
12,1,55,218,1336927
13,1,55,218,1336927
1,1,56,194,956140
2,1,56,194,956140
3,1,56,194,956140
4,1,56,194,956140
5,1,56,194,956140
6,1,56,194,956140
7,1,56,194,956140
8,1,56,191,1176051
9,1,56,191,1176051
10,1,56,191,1176051
11,1,56,191,1176051
12,1,56,191,1176051
13,1,56,191,1176051
1,1,57,208,1023279
2,1,57,208,1023279
3,1,57,208,1023279
4,1,57,208,1023279
5,1,57,208,1023279
6,1,57,208,1023279
7,1,57,208,1023279
8,1,57,205,1258633
9,1,57,205,1258633
10,1,57,205,1258633
11,1,57,205,1258633
12,1,57,205,1258633
13,1,57,205,1258633
1,1,58,223,1097386
2,1,58,223,1097386
3,1,58,223,1097386
4,1,58,223,1097386
5,1,58,223,1097386
6,1,58,223,1097386
7,1,58,223,1097386
8,1,58,220,1349784
9,1,58,220,1349784
10,1,58,220,1349784
11,1,58,220,1349784
12,1,58,220,1349784
13,1,58,220,1349784
1,1,59,237,1163991
2,1,59,237,1163991
3,1,59,237,1163991
4,1,59,237,1163991
5,1,59,237,1163991
6,1,59,237,1163991
7,1,59,237,1163991
8,1,59,233,1434069
9,1,59,233,1434069
10,1,59,233,1434069
11,1,59,233,1434069
12,1,59,233,1434069
13,1,59,233,1434069
1,1,60,207,1016263
2,1,60,207,1016263
3,1,60,207,1016263
4,1,60,207,1016263
5,1,60,207,1016263
6,1,60,207,1016263
7,1,60,207,1016263
8,1,60,204,1252364
9,1,60,204,1252364
10,1,60,204,1252364
11,1,60,204,1252364
12,1,60,204,1252364
13,1,60,204,1252364
1,1,61,239,1176651
2,1,61,239,1176651
3,1,61,239,1176651
4,1,61,239,1176651
5,1,61,239,1176651
6,1,61,239,1176651
7,1,61,239,1176651
8,1,61,236,1449642
9,1,61,236,1449642
10,1,61,236,1449642
11,1,61,236,1449642
12,1,61,236,1449642
13,1,61,236,1449642
1,1,62,228,1119989
2,1,62,228,1119989
3,1,62,228,1119989
4,1,62,228,1119989
5,1,62,228,1119989
6,1,62,228,1119989
7,1,62,228,1119989
8,1,62,225,1379946
9,1,62,225,1379946
10,1,62,225,1379946
11,1,62,225,1379946
12,1,62,225,1379946
13,1,62,225,1379946
1,1,63,216,1062615
2,1,63,216,1062615
3,1,63,216,1062615
4,1,63,216,1062615
5,1,63,216,1062615
6,1,63,216,1062615
7,1,63,216,1062615
8,1,63,213,1309375
9,1,63,213,1309375
10,1,63,213,1309375
11,1,63,213,1309375
12,1,63,213,1309375
13,1,63,213,1309375
1,1,64,241,1185859
2,1,64,241,1185859
3,1,64,241,1185859
4,1,64,241,1185859
5,1,64,241,1185859
6,1,64,241,1185859
7,1,64,241,1185859
8,1,64,238,1460965
9,1,64,238,1460965
10,1,64,238,1460965
11,1,64,238,1460965
12,1,64,238,1460965
13,1,64,238,1460965
1,1,65,215,1055270
2,1,65,215,1055270
3,1,65,215,1055270
4,1,65,215,1055270
5,1,65,215,1055270
6,1,65,215,1055270
7,1,65,215,1055270
8,1,65,212,1300341
9,1,65,212,1300341
10,1,65,212,1300341
11,1,65,212,1300341
12,1,65,212,1300341
13,1,65,212,1300341
1,1,66,210,1031854
2,1,66,210,1031854
3,1,66,210,1031854
4,1,66,210,1031854
5,1,66,210,1031854
6,1,66,210,1031854
7,1,66,210,1031854
8,1,66,207,1271540
9,1,66,207,1271540
10,1,66,207,1271540
11,1,66,207,1271540
12,1,66,207,1271540
13,1,66,207,1271540
1,1,67,192,942686
2,1,67,192,942686
3,1,67,192,942686
4,1,67,192,942686
5,1,67,192,942686
