#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 3,4
# Vessel count: 3,3
# Number of cargoes: 16
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 3 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
6
# for each vessel: vessel index, home port, starting time, capacity
1,8,78,100
2,13,0,100
3,31,0,100
4,14,221,100
5,12,0,100
6,12,0,100
# number of cargoes
16
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,3,4,5,6,7,8,10,11,12,14,15,16
2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
4,1,2,3,4,5,6,8,10,11,15,16
5,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,26,25,100,536483,409,481,409,913
2,10,36,100,654683,945,1017,945,1419
3,31,35,100,806522,724,796,724,1274
4,29,34,100,838607,951,1023,951,1529
5,17,35,100,1247629,205,277,205,865
6,31,37,100,647860,894,966,894,1470
7,32,27,100,443167,151,223,151,606
8,31,34,100,687896,579,651,579,1102
9,31,27,100,662649,61,133,61,582
10,2,38,100,789071,416,488,416,1009
11,11,35,100,838077,763,835,763,1330
12,17,37,100,960719,57,129,74,794
13,25,9,100,745367,0,72,0,576
14,18,11,100,714438,166,238,166,774
15,15,21,100,952763,387,459,387,917
16,11,19,100,624285,242,314,242,824
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
1,2,13,20,13497
2,2,13,20,13497
3,2,13,20,13497
4,2,13,18,16376
5,2,13,18,16376
6,2,13,18,16376
1,2,14,54,36043
2,2,14,54,36043
3,2,14,54,36043
4,2,14,49,43732
5,2,14,49,43732
6,2,14,49,43732
1,2,15,74,49325
2,2,15,74,49325
3,2,15,74,49325
4,2,15,67,59848
5,2,15,67,59848
6,2,15,67,59848
1,2,16,58,39113
2,2,16,58,39113
3,2,16,58,39113
4,2,16,53,47458
5,2,16,53,47458
6,2,16,53,47458
1,2,17,111,74287
2,2,17,111,74287
3,2,17,111,74287
4,2,17,101,90136
5,2,17,101,90136
6,2,17,101,90136
1,2,18,137,91942
2,2,18,137,91942
3,2,18,137,91942
4,2,18,125,111558
5,2,18,125,111558
6,2,18,125,111558
1,2,19,94,62762
2,2,19,94,62762
3,2,19,94,62762
4,2,19,85,76152
5,2,19,85,76152
6,2,19,85,76152
1,2,20,48,32223
2,2,20,48,32223
3,2,20,48,32223
4,2,20,44,39097
5,2,20,44,39097
6,2,20,44,39097
1,2,21,50,33628
2,2,21,50,33628
3,2,21,50,33628
4,2,21,46,40802
5,2,21,46,40802
6,2,21,46,40802
1,2,22,98,65527
2,2,22,98,65527
3,2,22,98,65527
4,2,22,89,79507
5,2,22,89,79507
6,2,22,89,79507
1,2,23,96,64210
2,2,23,96,64210
3,2,23,96,64210
4,2,23,87,77910
5,2,23,87,77910
6,2,23,87,77910
1,2,24,98,65527
2,2,24,98,65527
3,2,24,98,65527
4,2,24,89,79507
5,2,24,89,79507
6,2,24,89,79507
1,2,25,51,34291
2,2,25,51,34291
3,2,25,51,34291
4,2,25,47,41607
5,2,25,47,41607
6,2,25,47,41607
1,2,26,57,37858
2,2,26,57,37858
3,2,26,57,37858
4,2,26,51,45935
5,2,26,51,45935
6,2,26,51,45935
1,2,27,116,77871
2,2,27,116,77871
3,2,27,116,77871
4,2,27,106,94485
5,2,27,106,94485
6,2,27,106,94485
1,2,28,35,23462
2,2,28,35,23462
3,2,28,35,23462
4,2,28,32,28468
5,2,28,32,28468
6,2,28,32,28468
1,2,29,104,69431
2,2,29,104,69431
3,2,29,104,69431
4,2,29,94,84244
5,2,29,94,84244
6,2,29,94,84244
1,2,30,3,2318
2,2,30,3,2318
3,2,30,3,2318
4,2,30,3,2812
5,2,30,3,2812
6,2,30,3,2812
1,2,31,30,20129
2,2,31,30,20129
3,2,31,30,20129
4,2,31,27,24424
5,2,31,27,24424
6,2,31,27,24424
1,2,32,74,49685
2,2,32,74,49685
3,2,32,74,49685
4,2,32,67,60285
5,2,32,67,60285
6,2,32,67,60285
1,2,33,68,45760
2,2,33,68,45760
3,2,33,68,45760
4,2,33,62,55523
5,2,33,62,55523
6,2,33,62,55523
1,2,34,144,96197
2,2,34,144,96197
3,2,34,144,96197
4,2,34,131,116720
5,2,34,131,116720
6,2,34,131,116720
1,2,35,187,125200
2,2,35,187,125200
3,2,35,187,125200
4,2,35,170,151911
5,2,35,170,151911
6,2,35,170,151911
1,2,36,140,93991
2,2,36,140,93991
3,2,36,140,93991
4,2,36,128,114044
5,2,36,128,114044
6,2,36,128,114044
1,2,37,207,138579
2,2,37,207,138579
3,2,37,207,138579
4,2,37,188,168144
5,2,37,188,168144
6,2,37,188,168144
1,2,38,201,134229
2,2,38,201,134229
3,2,38,201,134229
4,2,38,182,162866
5,2,38,182,162866
6,2,38,182,162866
1,2,39,142,95049
2,2,39,142,95049
3,2,39,142,95049
4,2,39,129,115328
5,2,39,129,115328
6,2,39,129,115328
1,3,1,21,14341
2,3,1,21,14341
3,3,1,21,14341
4,3,1,19,17401
5,3,1,19,17401
6,3,1,19,17401
1,3,2,62,41641
2,3,2,62,41641
3,3,2,62,41641
4,3,2,57,50525
5,3,2,57,50525
6,3,2,57,50525
1,3,3,0,0
2,3,3,0,0
3,3,3,0,0
4,3,3,0,0
5,3,3,0,0
6,3,3,0,0
1,3,4,133,89064
2,3,4,133,89064
3,3,4,133,89064
4,3,4,121,108065
5,3,4,121,108065
6,3,4,121,108065
1,3,5,57,38280
2,3,5,57,38280
3,3,5,57,38280
4,3,5,52,46446
5,3,5,52,46446
6,3,5,52,46446
1,3,6,8,5511
2,3,6,8,5511
3,3,6,8,5511
4,3,6,7,6687
5,3,6,7,6687
6,3,6,7,6687
1,3,7,6,3888
2,3,7,6,3888
3,3,7,6,3888
4,3,7,5,4718
5,3,7,5,4718
6,3,7,5,4718
1,3,8,25,16589
2,3,8,25,16589
3,3,8,25,16589
4,3,8,23,20129
5,3,8,23,20129
6,3,8,23,20129
1,3,9,75,50439
2,3,9,75,50439
3,3,9,75,50439
4,3,9,69,61200
5,3,9,69,61200
6,3,9,69,61200
1,3,10,113,75725
2,3,10,113,75725
3,3,10,113,75725
4,3,10,103,91881
5,3,10,103,91881
6,3,10,103,91881
1,3,11,106,70931
2,3,11,106,70931
3,3,11,106,70931
4,3,11,96,86064
5,3,11,96,86064
6,3,11,96,86064
1,3,12,53,35787
2,3,12,53,35787
3,3,12,53,35787
4,3,12,49,43422
5,3,12,49,43422
6,3,12,49,43422
1,3,13,48,32207
2,3,13,48,32207
3,3,13,48,32207
4,3,13,44,39078
5,3,13,44,39078
6,3,13,44,39078
1,3,14,9,5810
2,3,14,9,5810
3,3,14,9,5810
4,3,14,8,7049
5,3,14,8,7049
6,3,14,8,7049
1,3,15,23,15143
2,3,15,23,15143
3,3,15,23,15143
4,3,15,21,18374
5,3,15,21,18374
6,3,15,21,18374
1,3,16,6,3862
2,3,16,6,3862
3,3,16,6,3862
4,3,16,5,4686
5,3,16,5,4686
6,3,16,5,4686
1,3,17,53,35356
2,3,17,53,35356
3,3,17,53,35356
4,3,17,48,42900
5,3,17,48,42900
6,3,17,48,42900
1,3,18,82,55045
2,3,18,82,55045
3,3,18,82,55045
4,3,18,75,66789
5,3,18,75,66789
6,3,18,75,66789
1,3,19,38,25424
2,3,19,38,25424
3,3,19,38,25424
4,3,19,35,30848
5,3,19,35,30848
6,3,19,35,30848
1,3,20,90,60056
2,3,20,90,60056
3,3,20,90,60056
4,3,20,82,72868
5,3,20,82,72868
6,3,20,82,72868
1,3,21,92,61461
2,3,21,92,61461
3,3,21,92,61461
4,3,21,83,74573
5,3,21,83,74573
6,3,21,83,74573
1,3,22,40,26596
2,3,22,40,26596
3,3,22,40,26596
4,3,22,36,32270
5,3,22,36,32270
6,3,22,36,32270
1,3,23,38,25280
2,3,23,38,25280
3,3,23,38,25280
4,3,23,34,30673
5,3,23,34,30673
6,3,23,34,30673
1,3,24,40,26596
2,3,24,40,26596
3,3,24,40,26596
4,3,24,36,32270
5,3,24,36,32270
6,3,24,36,32270
1,3,25,93,62124
2,3,25,93,62124
3,3,25,93,62124
4,3,25,84,75378
5,3,25,84,75378
6,3,25,84,75378
1,3,26,13,8953
2,3,26,13,8953
3,3,26,13,8953
4,3,26,12,10864
5,3,26,12,10864
6,3,26,12,10864
1,3,27,58,38940
2,3,27,58,38940
3,3,27,58,38940
4,3,27,53,47248
5,3,27,53,47248
6,3,27,53,47248
1,3,28,32,21662
2,3,28,32,21662
3,3,28,32,21662
4,3,28,29,26283
5,3,28,29,26283
6,3,28,29,26283
1,3,29,145,97264
2,3,29,145,97264
3,3,29,145,97264
4,3,29,132,118015
5,3,29,132,118015
6,3,29,132,118015
1,3,30,61,40904
2,3,30,61,40904
3,3,30,61,40904
4,3,30,56,49630
5,3,30,56,49630
6,3,30,56,49630
1,3,31,72,47962
2,3,31,72,47962
3,3,31,72,47962
4,3,31,65,58195
5,3,31,65,58195
6,3,31,65,58195
1,3,32,16,10755
2,3,32,16,10755
3,3,32,16,10755
4,3,32,15,13049
5,3,32,15,13049
6,3,32,15,13049
1,3,33,110,73593
2,3,33,110,73593
3,3,33,110,73593
4,3,33,100,89294
5,3,33,100,89294
6,3,33,100,89294
1,3,34,185,124030
2,3,34,185,124030
3,3,34,185,124030
4,3,34,168,150491
5,3,34,168,150491
6,3,34,168,150491
1,3,35,229,153033
2,3,35,229,153033
3,3,35,229,153033
4,3,35,208,185682
5,3,35,208,185682
6,3,35,208,185682
1,3,36,182,121824
2,3,36,182,121824
3,3,36,182,121824
4,3,36,166,147815
5,3,36,166,147815
6,3,36,166,147815
1,3,37,249,166412
2,3,37,249,166412
3,3,37,249,166412
4,3,37,226,201915
5,3,37,226,201915
6,3,37,226,201915
1,3,38,242,162062
2,3,38,242,162062
3,3,38,242,162062
4,3,38,220,196637
5,3,38,220,196637
6,3,38,220,196637
1,3,39,184,122882
2,3,39,184,122882
3,3,39,184,122882
4,3,39,167,149099
5,3,39,167,149099
6,3,39,167,149099
1,4,1,150,100694
2,4,1,150,100694
3,4,1,150,100694
4,4,1,137,122177
5,4,1,137,122177
6,4,1,137,122177
1,4,2,92,61231
2,4,2,92,61231
3,4,2,92,61231
4,4,2,83,74294
5,4,2,83,74294
6,4,2,83,74294
1,4,3,133,89064
2,4,3,133,89064
3,4,3,133,89064
4,4,3,121,108065
5,4,3,121,108065
6,4,3,121,108065
1,4,4,0,0
2,4,4,0,0
3,4,4,0,0
4,4,4,0,0
5,4,4,0,0
6,4,4,0,0
1,4,5,126,84168
2,4,5,126,84168
3,4,5,126,84168
4,4,5,114,102125
5,4,5,114,102125
6,4,5,114,102125
1,4,6,132,88185
2,4,6,132,88185
3,4,6,132,88185
4,4,6,120,106999
5,4,6,120,106999
6,4,6,120,106999
1,4,7,128,85477
2,4,7,128,85477
3,4,7,128,85477
4,4,7,116,103713
5,4,7,116,103713
6,4,7,116,103713
1,4,8,154,102943
2,4,8,154,102943
3,4,8,154,102943
4,4,8,140,124905
5,4,8,140,124905
6,4,8,140,124905
1,4,9,204,136792
2,4,9,204,136792
3,4,9,204,136792
4,4,9,186,165976
5,4,9,186,165976
6,4,9,186,165976
1,4,10,20,13660
2,4,10,20,13660
3,4,10,20,13660
4,4,10,19,16574
5,4,10,19,16574
6,4,10,19,16574
1,4,11,30,19771
2,4,11,30,19771
3,4,11,30,19771
4,4,11,27,23990
5,4,11,27,23990
6,4,11,27,23990
1,4,12,100,66639
2,4,12,100,66639
3,4,12,100,66639
4,4,12,91,80856
5,4,12,91,80856
6,4,12,91,80856
1,4,13,100,66734
2,4,13,100,66734
3,4,13,100,66734
4,4,13,91,80971
5,4,13,91,80971
6,4,13,91,80971
1,4,14,125,83465
2,4,14,125,83465
3,4,14,125,83465
4,4,14,113,101272
5,4,14,113,101272
6,4,14,113,101272
1,4,15,145,96747
2,4,15,145,96747
3,4,15,145,96747
4,4,15,131,117388
5,4,15,131,117388
6,4,15,131,117388
1,4,16,129,86536
2,4,16,129,86536
3,4,16,129,86536
4,4,16,118,104998
5,4,16,118,104998
6,4,16,118,104998
1,4,17,182,121710
2,4,17,182,121710
3,4,17,182,121710
4,4,17,165,147676
5,4,17,165,147676
6,4,17,165,147676
1,4,18,208,138903
2,4,18,208,138903
3,4,18,208,138903
4,4,18,189,168538
5,4,18,189,168538
6,4,18,189,168538
1,4,19,165,110184
2,4,19,165,110184
3,4,19,165,110184
4,4,19,150,133692
5,4,19,150,133692
6,4,19,150,133692
1,4,20,45,30315
2,4,20,45,30315
3,4,20,45,30315
4,4,20,41,36782
5,4,20,41,36782
6,4,20,41,36782
1,4,21,44,29287
2,4,21,44,29287
3,4,21,44,29287
4,4,21,40,35535
5,4,21,40,35535
6,4,21,40,35535
1,4,22,169,112949
2,4,22,169,112949
3,4,22,169,112949
4,4,22,153,137047
5,4,22,153,137047
6,4,22,153,137047
1,4,23,167,111633
2,4,23,167,111633
3,4,23,167,111633
4,4,23,152,135450
5,4,23,152,135450
6,4,23,152,135450
1,4,24,169,112949
2,4,24,169,112949
3,4,24,169,112949
4,4,24,153,137047
5,4,24,153,137047
6,4,24,153,137047
1,4,25,41,27401
2,4,25,41,27401
3,4,25,41,27401
4,4,25,37,33247
5,4,25,37,33247
6,4,25,37,33247
1,4,26,127,85281
2,4,26,127,85281
3,4,26,127,85281
4,4,26,116,103475
5,4,26,116,103475
6,4,26,116,103475
1,4,27,187,125294
2,4,27,187,125294
3,4,27,187,125294
4,4,27,170,152025
5,4,27,170,152025
6,4,27,170,152025
1,4,28,105,70276
2,4,28,105,70276
3,4,28,105,70276
4,4,28,95,85269
5,4,28,95,85269
6,4,28,95,85269
1,4,29,78,52496
2,4,29,78,52496
3,4,29,78,52496
4,4,29,71,63696
5,4,29,71,63696
6,4,29,71,63696
1,4,30,88,58994
2,4,30,88,58994
3,4,30,88,58994
4,4,30,80,71580
5,4,30,80,71580
6,4,30,80,71580
1,4,31,64,42796
2,4,31,64,42796
3,4,31,64,42796
4,4,31,58,51927
5,4,31,58,51927
6,4,31,58,51927
1,4,32,145,97108
2,4,32,145,97108
3,4,32,145,97108
4,4,32,132,117826
5,4,32,132,117826
6,4,32,132,117826
1,4,33,26,17203
2,4,33,26,17203
3,4,33,26,17203
4,4,33,23,20873
5,4,33,23,20873
6,4,33,23,20873
1,4,34,53,35580
2,4,34,53,35580
3,4,34,53,35580
4,4,34,48,43171
5,4,34,48,43171
6,4,34,48,43171
1,4,35,98,65363
2,4,35,98,65363
3,4,35,98,65363
4,4,35,89,79308
5,4,35,89,79308
6,4,35,89,79308
1,4,36,50,33375
2,4,36,50,33375
3,4,36,50,33375
4,4,36,45,40495
5,4,36,45,40495
6,4,36,45,40495
1,4,37,117,78462
2,4,37,117,78462
3,4,37,117,78462
4,4,37,107,95202
5,4,37,107,95202
6,4,37,107,95202
1,4,38,111,74112
2,4,38,111,74112
3,4,38,111,74112
4,4,38,101,89924
5,4,38,101,89924
6,4,38,101,89924
1,4,39,51,34433
2,4,39,51,34433
3,4,39,51,34433
4,4,39,47,41779
5,4,39,47,41779
6,4,39,47,41779
1,5,1,75,49910
2,5,1,75,49910
3,5,1,75,49910
4,5,1,68,60558
5,5,1,68,60558
6,5,1,68,60558
1,5,2,57,38234
2,5,2,57,38234
3,5,2,57,38234
4,5,2,52,46391
5,5,2,52,46391
6,5,2,52,46391
1,5,3,57,38280
2,5,3,57,38280
3,5,3,57,38280
4,5,3,52,46446
5,5,3,52,46446
6,5,3,52,46446
1,5,4,126,84168
2,5,4,126,84168
3,5,4,126,84168
4,5,4,114,102125
5,5,4,114,102125
6,5,4,114,102125
1,5,5,0,0
2,5,5,0,0
3,5,5,0,0
4,5,5,0,0
5,5,5,0,0
6,5,5,0,0
1,5,6,56,37450
2,5,6,56,37450
3,5,6,56,37450
4,5,6,51,45439
5,5,6,51,45439
6,5,6,51,45439
1,5,7,52,34744
2,5,7,52,34744
3,5,7,52,34744
4,5,7,47,42157
5,5,7,47,42157
6,5,7,47,42157
1,5,8,78,52159
2,5,8,78,52159
3,5,8,78,52159
4,5,8,71,63286
5,5,8,71,63286
6,5,8,71,63286
1,5,9,129,86008
2,5,9,129,86008
3,5,9,129,86008
4,5,9,117,104357
5,5,9,117,104357
6,5,9,117,104357
1,5,10,106,70830
2,5,10,106,70830
3,5,10,106,70830
4,5,10,96,85941
5,5,10,96,85941
6,5,10,96,85941
1,5,11,99,66035
2,5,11,99,66035
3,5,11,99,66035
4,5,11,90,80124
5,5,11,90,80124
6,5,11,90,80124
1,5,12,48,32380
2,5,12,48,32380
3,5,12,48,32380
4,5,12,44,39288
5,5,12,44,39288
6,5,12,44,39288
1,5,13,43,28800
2,5,13,43,28800
3,5,13,43,28800
4,5,13,39,34944
5,5,13,39,34944
6,5,13,39,34944
1,5,14,49,32754
2,5,14,49,32754
3,5,14,49,32754
4,5,14,44,39742
5,5,14,44,39742
6,5,14,44,39742
1,5,15,62,41191
2,5,15,62,41191
3,5,15,62,41191
4,5,15,56,49980
5,5,15,56,49980
6,5,15,56,49980
1,5,16,54,35800
2,5,16,54,35800
3,5,16,54,35800
4,5,16,49,43438
5,5,16,49,43438
6,5,16,49,43438
1,5,17,106,70925
2,5,17,106,70925
3,5,17,106,70925
4,5,17,96,86057
5,5,17,96,86057
6,5,17,96,86057
1,5,18,91,60736
2,5,18,91,60736
3,5,18,91,60736
4,5,18,83,73693
5,5,18,83,73693
6,5,18,83,73693
1,5,19,61,40610
2,5,19,61,40610
3,5,19,61,40610
4,5,19,55,49273
5,5,19,55,49273
6,5,19,55,49273
1,5,20,82,55160
2,5,20,82,55160
3,5,20,82,55160
4,5,20,75,66928
5,5,20,75,66928
6,5,20,75,66928
1,5,21,85,56565
2,5,21,85,56565
3,5,21,85,56565
4,5,21,77,68633
5,5,21,77,68633
6,5,21,77,68633
1,5,22,93,62165
2,5,22,93,62165
3,5,22,93,62165
4,5,22,84,75428
5,5,22,84,75428
6,5,22,84,75428
1,5,23,91,60849
2,5,23,91,60849
3,5,23,91,60849
4,5,23,83,73831
5,5,23,83,73831
6,5,23,83,73831
1,5,24,93,62165
2,5,24,93,62165
3,5,24,93,62165
4,5,24,84,75428
5,5,24,84,75428
6,5,24,84,75428
1,5,25,86,57228
2,5,25,86,57228
3,5,25,86,57228
4,5,25,78,69438
5,5,25,78,69438
6,5,25,78,69438
1,5,26,52,34497
2,5,26,52,34497
3,5,26,52,34497
4,5,26,47,41857
5,5,26,47,41857
6,5,26,47,41857
1,5,27,111,74510
2,5,27,111,74510
3,5,27,111,74510
4,5,27,101,90406
5,5,27,101,90406
6,5,27,101,90406
1,5,28,25,16978
2,5,28,25,16978
3,5,28,25,16978
4,5,28,23,20600
5,5,28,23,20600
6,5,28,23,20600
1,5,29,138,92290
2,5,29,138,92290
3,5,29,138,92290
4,5,29,125,111980
5,5,29,125,111980
6,5,29,125,111980
1,5,30,56,37487
2,5,30,56,37487
3,5,30,56,37487
4,5,30,51,45485
