#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 1,2
# Vessel count: 7,6
# Number of cargoes: 17
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 5 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
13
# for each vessel: vessel index, home port, starting time, capacity
1,8,70,100
2,13,0,100
3,31,227,100
4,14,0,100
5,12,199,100
6,12,119,100
7,27,231,100
8,38,0,100
9,19,0,100
10,17,103,100
11,24,0,100
12,32,107,100
13,9,0,100
# number of cargoes
17
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,3,4,6,7,9,10,11,12,13,15,17
2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
3,1,3,4,6,7,10
4,1,2,3,4,5,6,7,9,10,11,12,13,15,16,17
5,1,2,3,4,6,7,10,12
6,1,2,3,4,6,7,10,12,15,17
7,1,2,3,4,7,10
8,1,2,3,4,5,6,7,8,10,12,17
9,1,2,3,4,6,7,9,10,11,12,13,15,17
10,1,2,3,4,6,7,9,10,11,12,15
11,1,2,3,4,6,7,9,10,11,12,13,15,17
12,1,2,3,4,6,7,9,10,12,13,15,17
13,1,2,3,4,6,7,9,10,11,12,13,15,17
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,11,27,100,534908,610,682,610,1178
2,27,3,100,490009,243,315,243,666
3,33,37,100,613154,630,702,630,1179
4,10,38,100,520665,356,428,356,874
5,4,38,100,626432,53,125,53,521
6,33,36,100,385077,207,279,207,693
7,23,20,100,479647,336,408,336,817
8,34,18,100,653807,64,136,64,708
9,16,36,100,637785,84,156,84,615
10,2,39,100,563562,276,348,276,773
11,17,35,100,948427,38,110,38,669
12,14,20,100,395116,189,261,189,635
13,6,17,100,409054,63,135,63,534
14,11,27,100,535913,0,72,0,522
15,3,27,100,458187,96,168,96,517
16,29,36,100,628227,64,136,64,594
17,31,36,100,504155,116,188,116,587
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
3,1,23,19,12941
4,1,23,19,12941
5,1,23,19,12941
6,1,23,19,12941
7,1,23,19,12941
8,1,23,18,10473
9,1,23,18,10473
10,1,23,18,10473
11,1,23,18,10473
12,1,23,18,10473
13,1,23,18,10473
1,1,24,21,14128
2,1,24,21,14128
3,1,24,21,14128
4,1,24,21,14128
5,1,24,21,14128
6,1,24,21,14128
7,1,24,21,14128
8,1,24,19,11434
9,1,24,19,11434
10,1,24,19,11434
11,1,24,19,11434
12,1,24,19,11434
13,1,24,19,11434
1,1,25,98,66498
2,1,25,98,66498
3,1,25,98,66498
4,1,25,98,66498
5,1,25,98,66498
6,1,25,98,66498
7,1,25,98,66498
8,1,25,91,53817
9,1,25,91,53817
10,1,25,91,53817
11,1,25,91,53817
12,1,25,91,53817
13,1,25,91,53817
1,1,26,27,18076
2,1,26,27,18076
3,1,26,27,18076
4,1,26,27,18076
5,1,26,27,18076
6,1,26,27,18076
7,1,26,27,18076
8,1,26,25,14629
9,1,26,25,14629
10,1,26,25,14629
11,1,26,25,14629
12,1,26,25,14629
13,1,26,25,14629
1,1,27,37,25258
2,1,27,37,25258
3,1,27,37,25258
4,1,27,37,25258
5,1,27,37,25258
6,1,27,37,25258
7,1,27,37,25258
8,1,27,35,20441
9,1,27,35,20441
10,1,27,35,20441
11,1,27,35,20441
12,1,27,35,20441
13,1,27,35,20441
1,1,28,44,30017
2,1,28,44,30017
3,1,28,44,30017
4,1,28,44,30017
5,1,28,44,30017
6,1,28,44,30017
7,1,28,44,30017
8,1,28,41,24293
9,1,28,41,24293
10,1,28,41,24293
11,1,28,41,24293
12,1,28,41,24293
13,1,28,41,24293
1,1,29,145,98181
2,1,29,145,98181
3,1,29,145,98181
4,1,29,145,98181
5,1,29,145,98181
6,1,29,145,98181
7,1,29,145,98181
8,1,29,135,79458
9,1,29,135,79458
10,1,29,135,79458
11,1,29,135,79458
12,1,29,135,79458
13,1,29,135,79458
1,1,30,70,47366
2,1,30,70,47366
3,1,30,70,47366
4,1,30,70,47366
5,1,30,70,47366
6,1,30,70,47366
7,1,30,70,47366
8,1,30,65,38333
9,1,30,65,38333
10,1,30,65,38333
11,1,30,65,38333
12,1,30,65,38333
13,1,30,65,38333
1,1,31,79,53730
2,1,31,79,53730
3,1,31,79,53730
4,1,31,79,53730
5,1,31,79,53730
6,1,31,79,53730
7,1,31,79,53730
8,1,31,74,43483
9,1,31,74,43483
10,1,31,74,43483
11,1,31,74,43483
12,1,31,74,43483
13,1,31,74,43483
1,1,32,8,5119
2,1,32,8,5119
3,1,32,8,5119
4,1,32,8,5119
5,1,32,8,5119
6,1,32,8,5119
7,1,32,8,5119
8,1,32,7,4142
9,1,32,7,4142
10,1,32,7,4142
11,1,32,7,4142
12,1,32,7,4142
13,1,32,7,4142
1,1,33,113,76839
2,1,33,113,76839
3,1,33,113,76839
4,1,33,113,76839
5,1,33,113,76839
6,1,33,113,76839
7,1,33,113,76839
8,1,33,105,62186
9,1,33,105,62186
10,1,33,105,62186
11,1,33,105,62186
12,1,33,105,62186
13,1,33,105,62186
1,1,34,180,122314
2,1,34,180,122314
3,1,34,180,122314
4,1,34,180,122314
5,1,34,180,122314
6,1,34,180,122314
7,1,34,180,122314
8,1,34,168,98988
9,1,34,168,98988
10,1,34,168,98988
11,1,34,168,98988
12,1,34,168,98988
13,1,34,168,98988
1,1,35,219,148464
2,1,35,219,148464
3,1,35,219,148464
4,1,35,219,148464
5,1,35,219,148464
6,1,35,219,148464
7,1,35,219,148464
8,1,35,204,120151
9,1,35,204,120151
10,1,35,204,120151
11,1,35,204,120151
12,1,35,204,120151
13,1,35,204,120151
1,1,36,177,120325
2,1,36,177,120325
3,1,36,177,120325
4,1,36,177,120325
5,1,36,177,120325
6,1,36,177,120325
7,1,36,177,120325
8,1,36,165,97379
9,1,36,165,97379
10,1,36,165,97379
11,1,36,165,97379
12,1,36,165,97379
13,1,36,165,97379
1,1,37,237,160526
2,1,37,237,160526
3,1,37,237,160526
4,1,37,237,160526
5,1,37,237,160526
6,1,37,237,160526
7,1,37,237,160526
8,1,37,220,129913
9,1,37,220,129913
10,1,37,220,129913
11,1,37,220,129913
12,1,37,220,129913
13,1,37,220,129913
1,1,38,231,156604
2,1,38,231,156604
3,1,38,231,156604
4,1,38,231,156604
5,1,38,231,156604
6,1,38,231,156604
7,1,38,231,156604
8,1,38,215,126739
9,1,38,215,126739
10,1,38,215,126739
11,1,38,215,126739
12,1,38,215,126739
13,1,38,215,126739
1,1,39,179,121279
2,1,39,179,121279
3,1,39,179,121279
4,1,39,179,121279
5,1,39,179,121279
6,1,39,179,121279
7,1,39,179,121279
8,1,39,166,98151
9,1,39,166,98151
10,1,39,166,98151
11,1,39,166,98151
12,1,39,166,98151
13,1,39,166,98151
1,2,1,71,48031
2,2,1,71,48031
3,2,1,71,48031
4,2,1,71,48031
5,2,1,71,48031
6,2,1,71,48031
7,2,1,71,48031
8,2,1,66,38871
9,2,1,66,38871
10,2,1,66,38871
11,2,1,66,38871
12,2,1,66,38871
13,2,1,66,38871
1,2,2,0,0
2,2,2,0,0
3,2,2,0,0
4,2,2,0,0
5,2,2,0,0
6,2,2,0,0
7,2,2,0,0
8,2,2,0,0
9,2,2,0,0
10,2,2,0,0
11,2,2,0,0
12,2,2,0,0
13,2,2,0,0
1,2,3,55,37544
2,2,3,55,37544
3,2,3,55,37544
4,2,3,55,37544
5,2,3,55,37544
6,2,3,55,37544
7,2,3,55,37544
8,2,3,51,30385
9,2,3,51,30385
10,2,3,51,30385
11,2,3,51,30385
12,2,3,51,30385
13,2,3,51,30385
1,2,4,81,55207
2,2,4,81,55207
3,2,4,81,55207
4,2,4,81,55207
5,2,4,81,55207
6,2,4,81,55207
7,2,4,81,55207
8,2,4,76,44679
9,2,4,76,44679
10,2,4,76,44679
11,2,4,76,44679
12,2,4,76,44679
13,2,4,76,44679
1,2,5,51,34473
2,2,5,51,34473
3,2,5,51,34473
4,2,5,51,34473
5,2,5,51,34473
6,2,5,51,34473
7,2,5,51,34473
8,2,5,47,27899
9,2,5,47,27899
10,2,5,47,27899
11,2,5,47,27899
12,2,5,47,27899
13,2,5,47,27899
1,2,6,54,36752
2,2,6,54,36752
3,2,6,54,36752
4,2,6,54,36752
5,2,6,54,36752
6,2,6,54,36752
7,2,6,54,36752
8,2,6,50,29744
9,2,6,50,29744
10,2,6,50,29744
11,2,6,50,29744
12,2,6,50,29744
13,2,6,50,29744
1,2,7,51,34311
2,2,7,51,34311
3,2,7,51,34311
4,2,7,51,34311
5,2,7,51,34311
6,2,7,51,34311
7,2,7,51,34311
8,2,7,47,27768
9,2,7,47,27768
10,2,7,47,27768
11,2,7,47,27768
12,2,7,47,27768
13,2,7,47,27768
1,2,8,74,50058
2,2,8,74,50058
3,2,8,74,50058
4,2,8,74,50058
5,2,8,74,50058
6,2,8,74,50058
7,2,8,74,50058
8,2,8,69,40512
9,2,8,69,40512
10,2,8,69,40512
11,2,8,69,40512
12,2,8,69,40512
13,2,8,69,40512
1,2,9,119,80577
2,2,9,119,80577
3,2,9,119,80577
4,2,9,119,80577
5,2,9,119,80577
6,2,9,119,80577
7,2,9,119,80577
8,2,9,111,65211
9,2,9,111,65211
10,2,9,111,65211
11,2,9,111,65211
12,2,9,111,65211
13,2,9,111,65211
1,2,10,64,43181
2,2,10,64,43181
3,2,10,64,43181
4,2,10,64,43181
5,2,10,64,43181
6,2,10,64,43181
7,2,10,64,43181
8,2,10,59,34946
9,2,10,59,34946
10,2,10,59,34946
11,2,10,59,34946
12,2,10,59,34946
13,2,10,59,34946
1,2,11,57,38858
2,2,11,57,38858
3,2,11,57,38858
4,2,11,57,38858
5,2,11,57,38858
6,2,11,57,38858
7,2,11,57,38858
8,2,11,53,31448
9,2,11,53,31448
10,2,11,53,31448
11,2,11,53,31448
12,2,11,53,31448
13,2,11,53,31448
1,2,12,14,9328
2,2,12,14,9328
3,2,12,14,9328
4,2,12,14,9328
5,2,12,14,9328
6,2,12,14,9328
7,2,12,14,9328
8,2,12,13,7549
9,2,12,13,7549
10,2,12,13,7549
11,2,12,13,7549
12,2,12,13,7549
13,2,12,13,7549
1,2,13,18,12169
2,2,13,18,12169
3,2,13,18,12169
4,2,13,18,12169
5,2,13,18,12169
6,2,13,18,12169
7,2,13,18,12169
8,2,13,17,9848
9,2,13,17,9848
10,2,13,17,9848
11,2,13,17,9848
12,2,13,17,9848
13,2,13,17,9848
1,2,14,48,32497
2,2,14,48,32497
3,2,14,48,32497
4,2,14,48,32497
5,2,14,48,32497
6,2,14,48,32497
7,2,14,48,32497
8,2,14,45,26299
9,2,14,45,26299
10,2,14,45,26299
11,2,14,45,26299
12,2,14,45,26299
13,2,14,45,26299
1,2,15,66,44472
2,2,15,66,44472
3,2,15,66,44472
4,2,15,66,44472
5,2,15,66,44472
6,2,15,66,44472
7,2,15,66,44472
8,2,15,61,35991
9,2,15,61,35991
10,2,15,61,35991
11,2,15,61,35991
12,2,15,61,35991
13,2,15,61,35991
1,2,16,52,35265
2,2,16,52,35265
3,2,16,52,35265
4,2,16,52,35265
5,2,16,52,35265
6,2,16,52,35265
7,2,16,52,35265
8,2,16,48,28540
9,2,16,48,28540
10,2,16,48,28540
11,2,16,48,28540
12,2,16,48,28540
13,2,16,48,28540
1,2,17,99,66978
2,2,17,99,66978
3,2,17,99,66978
4,2,17,99,66978
5,2,17,99,66978
6,2,17,99,66978
7,2,17,99,66978
8,2,17,92,54206
9,2,17,92,54206
10,2,17,92,54206
11,2,17,92,54206
12,2,17,92,54206
13,2,17,92,54206
1,2,18,122,82897
2,2,18,122,82897
3,2,18,122,82897
4,2,18,122,82897
5,2,18,122,82897
6,2,18,122,82897
7,2,18,122,82897
8,2,18,114,67088
9,2,18,114,67088
10,2,18,114,67088
11,2,18,114,67088
12,2,18,114,67088
13,2,18,114,67088
1,2,19,83,56587
2,2,19,83,56587
3,2,19,83,56587
4,2,19,83,56587
5,2,19,83,56587
6,2,19,83,56587
7,2,19,83,56587
8,2,19,78,45796
9,2,19,78,45796
10,2,19,78,45796
11,2,19,78,45796
12,2,19,78,45796
13,2,19,78,45796
1,2,20,43,29053
2,2,20,43,29053
3,2,20,43,29053
4,2,20,43,29053
5,2,20,43,29053
6,2,20,43,29053
7,2,20,43,29053
8,2,20,40,23512
9,2,20,40,23512
10,2,20,40,23512
11,2,20,40,23512
12,2,20,40,23512
13,2,20,40,23512
1,2,21,45,30320
2,2,21,45,30320
3,2,21,45,30320
4,2,21,45,30320
5,2,21,45,30320
6,2,21,45,30320
7,2,21,45,30320
8,2,21,42,24538
9,2,21,42,24538
10,2,21,42,24538
11,2,21,42,24538
12,2,21,42,24538
13,2,21,42,24538
1,2,22,87,59080
2,2,22,87,59080
3,2,22,87,59080
4,2,22,87,59080
5,2,22,87,59080
6,2,22,87,59080
7,2,22,87,59080
8,2,22,81,47813
9,2,22,81,47813
10,2,22,81,47813
11,2,22,81,47813
12,2,22,81,47813
13,2,22,81,47813
1,2,23,85,57893
2,2,23,85,57893
3,2,23,85,57893
4,2,23,85,57893
5,2,23,85,57893
6,2,23,85,57893
7,2,23,85,57893
8,2,23,79,46853
9,2,23,79,46853
10,2,23,79,46853
11,2,23,79,46853
12,2,23,79,46853
13,2,23,79,46853
1,2,24,87,59080
2,2,24,87,59080
3,2,24,87,59080
4,2,24,87,59080
5,2,24,87,59080
6,2,24,87,59080
7,2,24,87,59080
8,2,24,81,47813
9,2,24,81,47813
10,2,24,81,47813
11,2,24,81,47813
12,2,24,81,47813
13,2,24,81,47813
1,2,25,46,30917
2,2,25,46,30917
3,2,25,46,30917
4,2,25,46,30917
5,2,25,46,30917
6,2,25,46,30917
7,2,25,46,30917
8,2,25,42,25021
9,2,25,42,25021
10,2,25,42,25021
11,2,25,42,25021
12,2,25,42,25021
13,2,25,42,25021
1,2,26,50,34134
2,2,26,50,34134
3,2,26,50,34134
4,2,26,50,34134
5,2,26,50,34134
6,2,26,50,34134
7,2,26,50,34134
8,2,26,47,27624
9,2,26,47,27624
10,2,26,47,27624
11,2,26,47,27624
12,2,26,47,27624
13,2,26,47,27624
1,2,27,103,70210
2,2,27,103,70210
3,2,27,103,70210
4,2,27,103,70210
5,2,27,103,70210
6,2,27,103,70210
7,2,27,103,70210
8,2,27,96,56821
9,2,27,96,56821
10,2,27,96,56821
11,2,27,96,56821
12,2,27,96,56821
13,2,27,96,56821
1,2,28,31,21154
2,2,28,31,21154
3,2,28,31,21154
4,2,28,31,21154
5,2,28,31,21154
6,2,28,31,21154
7,2,28,31,21154
8,2,28,29,17120
9,2,28,29,17120
10,2,28,29,17120
11,2,28,29,17120
12,2,28,29,17120
13,2,28,29,17120
1,2,29,92,62600
2,2,29,92,62600
3,2,29,92,62600
4,2,29,92,62600
5,2,29,92,62600
6,2,29,92,62600
7,2,29,92,62600
8,2,29,86,50662
9,2,29,86,50662
10,2,29,86,50662
11,2,29,86,50662
12,2,29,86,50662
13,2,29,86,50662
1,2,30,3,2090
2,2,30,3,2090
3,2,30,3,2090
4,2,30,3,2090
5,2,30,3,2090
6,2,30,3,2090
7,2,30,3,2090
8,2,30,3,1691
9,2,30,3,1691
10,2,30,3,1691
11,2,30,3,1691
12,2,30,3,1691
13,2,30,3,1691
1,2,31,27,18149
2,2,31,27,18149
3,2,31,27,18149
4,2,31,27,18149
5,2,31,27,18149
6,2,31,27,18149
7,2,31,27,18149
8,2,31,25,14688
9,2,31,25,14688
10,2,31,25,14688
11,2,31,25,14688
12,2,31,25,14688
13,2,31,25,14688
1,2,32,66,44797
2,2,32,66,44797
3,2,32,66,44797
4,2,32,66,44797
5,2,32,66,44797
6,2,32,66,44797
7,2,32,66,44797
8,2,32,61,36254
9,2,32,61,36254
10,2,32,61,36254
11,2,32,61,36254
12,2,32,61,36254
13,2,32,61,36254
1,2,33,61,41258
2,2,33,61,41258
3,2,33,61,41258
4,2,33,61,41258
5,2,33,61,41258
6,2,33,61,41258
7,2,33,61,41258
8,2,33,57,33390
9,2,33,57,33390
10,2,33,57,33390
11,2,33,57,33390
12,2,33,57,33390
13,2,33,57,33390
1,2,34,128,86733
2,2,34,128,86733
3,2,34,128,86733
4,2,34,128,86733
5,2,34,128,86733
6,2,34,128,86733
7,2,34,128,86733
8,2,34,119,70193
9,2,34,119,70193
10,2,34,119,70193
11,2,34,119,70193
12,2,34,119,70193
13,2,34,119,70193
1,2,35,166,112883
2,2,35,166,112883
3,2,35,166,112883
4,2,35,166,112883
5,2,35,166,112883
6,2,35,166,112883
7,2,35,166,112883
8,2,35,155,91356
9,2,35,155,91356
10,2,35,155,91356
11,2,35,155,91356
12,2,35,155,91356
13,2,35,155,91356
1,2,36,125,84744
2,2,36,125,84744
3,2,36,125,84744
4,2,36,125,84744
5,2,36,125,84744
6,2,36,125,84744
7,2,36,125,84744
8,2,36,116,68583
9,2,36,116,68583
10,2,36,116,68583
11,2,36,116,68583
12,2,36,116,68583
13,2,36,116,68583
1,2,37,184,124945
2,2,37,184,124945
3,2,37,184,124945
4,2,37,184,124945
5,2,37,184,124945
6,2,37,184,124945
7,2,37,184,124945
8,2,37,171,101118
9,2,37,171,101118
10,2,37,171,101118
11,2,37,171,101118
12,2,37,171,101118
13,2,37,171,101118
1,2,38,178,121023
2,2,38,178,121023
3,2,38,178,121023
4,2,38,178,121023
5,2,38,178,121023
6,2,38,178,121023
7,2,38,178,121023
8,2,38,166,97944
9,2,38,166,97944
10,2,38,166,97944
11,2,38,166,97944
12,2,38,166,97944
13,2,38,166,97944
1,2,39,126,85698
2,2,39,126,85698
3,2,39,126,85698
4,2,39,126,85698
5,2,39,126,85698
6,2,39,126,85698
7,2,39,126,85698
8,2,39,118,69355
9,2,39,118,69355
10,2,39,118,69355
11,2,39,118,69355
12,2,39,118,69355
13,2,39,118,69355
1,3,1,19,12930
2,3,1,19,12930
3,3,1,19,12930
4,3,1,19,12930
5,3,1,19,12930
6,3,1,19,12930
7,3,1,19,12930
8,3,1,18,10464
9,3,1,18,10464
10,3,1,18,10464
11,3,1,18,10464
12,3,1,18,10464
13,3,1,18,10464
1,3,2,55,37544
2,3,2,55,37544
3,3,2,55,37544
4,3,2,55,37544
5,3,2,55,37544
6,3,2,55,37544
7,3,2,55,37544
8,3,2,51,30385
9,3,2,51,30385
10,3,2,51,30385
11,3,2,51,30385
12,3,2,51,30385
13,3,2,51,30385
1,3,3,0,0
2,3,3,0,0
3,3,3,0,0
4,3,3,0,0
5,3,3,0,0
6,3,3,0,0
7,3,3,0,0
8,3,3,0,0
9,3,3,0,0
10,3,3,0,0
11,3,3,0,0
12,3,3,0,0
13,3,3,0,0
1,3,4,118,80302
2,3,4,118,80302
3,3,4,118,80302
4,3,4,118,80302
5,3,4,118,80302
6,3,4,118,80302
7,3,4,118,80302
8,3,4,110,64988
9,3,4,110,64988
10,3,4,110,64988
11,3,4,110,64988
12,3,4,110,64988
13,3,4,110,64988
1,3,5,51,34514
2,3,5,51,34514
3,3,5,51,34514
4,3,5,51,34514
5,3,5,51,34514
6,3,5,51,34514
7,3,5,51,34514
8,3,5,47,27932
9,3,5,47,27932
10,3,5,47,27932
11,3,5,47,27932
12,3,5,47,27932
13,3,5,47,27932
