#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 1,2
# Vessel count: 3,2
# Number of cargoes: 13
# Cargo sizes: 4
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 2 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
5
# for each vessel: vessel index, home port, starting time, capacity
1,8,0,100
2,13,82,100
3,31,0,100
4,14,33,100
5,12,28,100
# number of cargoes
13
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,2,3,4,6,7,8,9,10,11,12,13
2,1,2,3,7,9,10,11,12,13
3,1,2,3,5,6,7,8,9,10,11,12,13
4,1,2,3,6,7,8,9,10,11,12,13
5,1,2,3,6,7,8,9,10,11,12,13
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,29,27,100,517039,536,608,536,1113
2,4,21,100,303952,585,657,585,1026
3,11,14,100,396530,266,338,266,776
4,9,6,100,550610,0,72,0,488
5,36,11,100,439568,64,136,64,558
6,1,6,100,340247,16,88,16,437
7,10,37,100,483068,756,828,756,1265
8,11,39,100,329191,60,132,60,514
9,30,35,100,702066,339,411,339,920
10,4,38,100,415824,406,478,406,897
11,11,36,100,356104,223,295,223,705
12,29,35,100,898971,244,316,244,777
13,29,35,100,524857,673,745,673,1196
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
5,2,25,42,25021
1,2,26,50,34134
2,2,26,50,34134
3,2,26,50,34134
4,2,26,47,27624
5,2,26,47,27624
1,2,27,103,70210
2,2,27,103,70210
3,2,27,103,70210
4,2,27,96,56821
5,2,27,96,56821
1,2,28,31,21154
2,2,28,31,21154
3,2,28,31,21154
4,2,28,29,17120
5,2,28,29,17120
1,2,29,92,62600
2,2,29,92,62600
3,2,29,92,62600
4,2,29,86,50662
5,2,29,86,50662
1,2,30,3,2090
2,2,30,3,2090
3,2,30,3,2090
4,2,30,3,1691
5,2,30,3,1691
1,2,31,27,18149
2,2,31,27,18149
3,2,31,27,18149
4,2,31,25,14688
5,2,31,25,14688
1,2,32,66,44797
2,2,32,66,44797
3,2,32,66,44797
4,2,32,61,36254
5,2,32,61,36254
1,2,33,61,41258
2,2,33,61,41258
3,2,33,61,41258
4,2,33,57,33390
5,2,33,57,33390
1,2,34,128,86733
2,2,34,128,86733
3,2,34,128,86733
4,2,34,119,70193
5,2,34,119,70193
1,2,35,166,112883
2,2,35,166,112883
3,2,35,166,112883
4,2,35,155,91356
5,2,35,155,91356
1,2,36,125,84744
2,2,36,125,84744
3,2,36,125,84744
4,2,36,116,68583
5,2,36,116,68583
1,2,37,184,124945
2,2,37,184,124945
3,2,37,184,124945
4,2,37,171,101118
5,2,37,171,101118
1,2,38,178,121023
2,2,38,178,121023
3,2,38,178,121023
4,2,38,166,97944
5,2,38,166,97944
1,2,39,126,85698
2,2,39,126,85698
3,2,39,126,85698
4,2,39,118,69355
5,2,39,118,69355
1,3,1,19,12930
2,3,1,19,12930
3,3,1,19,12930
4,3,1,18,10464
5,3,1,18,10464
1,3,2,55,37544
2,3,2,55,37544
3,3,2,55,37544
4,3,2,51,30385
5,3,2,51,30385
1,3,3,0,0
2,3,3,0,0
3,3,3,0,0
4,3,3,0,0
5,3,3,0,0
1,3,4,118,80302
2,3,4,118,80302
3,3,4,118,80302
4,3,4,110,64988
5,3,4,110,64988
1,3,5,51,34514
2,3,5,51,34514
3,3,5,51,34514
4,3,5,47,27932
5,3,5,47,27932
1,3,6,7,4969
2,3,6,7,4969
3,3,6,7,4969
4,3,6,7,4021
5,3,6,7,4021
1,3,7,5,3506
2,3,7,5,3506
3,3,7,5,3506
4,3,7,5,2837
5,3,7,5,2837
1,3,8,22,14957
2,3,8,22,14957
3,3,8,22,14957
4,3,8,21,12105
5,3,8,21,12105
1,3,9,67,45476
2,3,9,67,45476
3,3,9,67,45476
4,3,9,62,36804
5,3,9,62,36804
1,3,10,101,68275
2,3,10,101,68275
3,3,10,101,68275
4,3,10,94,55255
5,3,10,94,55255
1,3,11,94,63953
2,3,11,94,63953
3,3,11,94,63953
4,3,11,88,51757
5,3,11,88,51757
1,3,12,48,32266
2,3,12,48,32266
3,3,12,48,32266
4,3,12,44,26113
5,3,12,44,26113
1,3,13,43,29038
2,3,13,43,29038
3,3,13,43,29038
4,3,13,40,23501
5,3,13,40,23501
1,3,14,8,5238
2,3,14,8,5238
3,3,14,8,5238
4,3,14,7,4239
5,3,14,7,4239
1,3,15,20,13653
2,3,15,20,13653
3,3,15,20,13653
4,3,15,19,11049
5,3,15,19,11049
1,3,16,5,3482
2,3,16,5,3482
3,3,16,5,3482
4,3,16,5,2818
5,3,16,5,2818
1,3,17,47,31878
2,3,17,47,31878
3,3,17,47,31878
4,3,17,44,25799
5,3,17,44,25799
1,3,18,73,49630
2,3,18,73,49630
3,3,18,73,49630
4,3,18,68,40165
5,3,18,68,40165
1,3,19,34,22923
2,3,19,34,22923
3,3,19,34,22923
4,3,19,31,18551
5,3,19,31,18551
1,3,20,80,54147
2,3,20,80,54147
3,3,20,80,54147
4,3,20,74,43821
5,3,20,74,43821
1,3,21,82,55414
2,3,21,82,55414
3,3,21,82,55414
4,3,21,76,44847
5,3,21,76,44847
1,3,22,35,23980
2,3,22,35,23980
3,3,22,35,23980
4,3,22,33,19407
5,3,22,33,19407
1,3,23,34,22793
2,3,23,34,22793
3,3,23,34,22793
4,3,23,31,18446
5,3,23,31,18446
1,3,24,35,23980
2,3,24,35,23980
3,3,24,35,23980
4,3,24,33,19407
5,3,24,33,19407
1,3,25,83,56012
2,3,25,83,56012
3,3,25,83,56012
4,3,25,77,45331
5,3,25,77,45331
1,3,26,12,8073
2,3,26,12,8073
3,3,26,12,8073
4,3,26,11,6533
5,3,26,11,6533
1,3,27,52,35109
2,3,27,52,35109
3,3,27,52,35109
4,3,27,48,28414
5,3,27,48,28414
1,3,28,29,19531
2,3,28,29,19531
3,3,28,29,19531
4,3,28,27,15806
5,3,28,27,15806
1,3,29,129,87695
2,3,29,129,87695
3,3,29,129,87695
4,3,29,120,70971
5,3,29,120,70971
1,3,30,54,36880
2,3,30,54,36880
3,3,30,54,36880
4,3,30,51,29846
5,3,30,51,29846
1,3,31,64,43244
2,3,31,64,43244
3,3,31,64,43244
4,3,31,59,34997
5,3,31,59,34997
1,3,32,14,9697
2,3,32,14,9697
3,3,32,14,9697
4,3,32,13,7847
5,3,32,13,7847
1,3,33,98,66353
2,3,33,98,66353
3,3,33,98,66353
4,3,33,91,53699
5,3,33,91,53699
1,3,34,165,111828
2,3,34,165,111828
3,3,34,165,111828
4,3,34,153,90502
5,3,34,153,90502
1,3,35,203,137978
2,3,35,203,137978
3,3,35,203,137978
4,3,35,189,111665
5,3,35,189,111665
1,3,36,162,109839
2,3,36,162,109839
3,3,36,162,109839
4,3,36,151,88892
5,3,36,151,88892
1,3,37,221,150040
2,3,37,221,150040
3,3,37,221,150040
4,3,37,206,121427
5,3,37,206,121427
1,3,38,215,146118
2,3,38,215,146118
3,3,38,215,146118
4,3,38,200,118253
5,3,38,200,118253
1,3,39,163,110793
2,3,39,163,110793
3,3,39,163,110793
4,3,39,152,89664
5,3,39,152,89664
1,4,1,134,90788
2,4,1,134,90788
3,4,1,134,90788
4,4,1,125,73474
5,4,1,125,73474
1,4,2,81,55207
2,4,2,81,55207
3,4,2,81,55207
4,4,2,76,44679
5,4,2,76,44679
1,4,3,118,80302
2,4,3,118,80302
3,4,3,118,80302
4,4,3,110,64988
5,4,3,110,64988
1,4,4,0,0
2,4,4,0,0
3,4,4,0,0
4,4,4,0,0
5,4,4,0,0
1,4,5,112,75887
2,4,5,112,75887
3,4,5,112,75887
4,4,5,104,61415
5,4,5,104,61415
1,4,6,117,79509
2,4,6,117,79509
3,4,6,117,79509
4,4,6,109,64347
5,4,6,109,64347
1,4,7,114,77068
2,4,7,114,77068
3,4,7,114,77068
4,4,7,106,62371
5,4,7,106,62371
1,4,8,137,92815
2,4,8,137,92815
3,4,8,137,92815
4,4,8,127,75115
5,4,8,127,75115
1,4,9,182,123334
2,4,9,182,123334
3,4,9,182,123334
4,4,9,169,99814
5,4,9,169,99814
1,4,10,18,12316
2,4,10,18,12316
3,4,10,18,12316
4,4,10,17,9967
5,4,10,17,9967
1,4,11,26,17826
2,4,11,26,17826
3,4,11,26,17826
4,4,11,24,14427
5,4,11,24,14427
1,4,12,89,60083
2,4,12,89,60083
3,4,12,89,60083
4,4,12,82,48625
5,4,12,82,48625
1,4,13,89,60168
2,4,13,89,60168
3,4,13,89,60168
4,4,13,83,48694
5,4,13,83,48694
1,4,14,111,75254
2,4,14,111,75254
3,4,14,111,75254
4,4,14,103,60903
5,4,14,103,60903
1,4,15,129,87229
2,4,15,129,87229
3,4,15,129,87229
4,4,15,120,70594
5,4,15,120,70594
1,4,16,115,78023
2,4,16,115,78023
3,4,16,115,78023
4,4,16,107,63143
5,4,16,107,63143
1,4,17,162,109736
2,4,17,162,109736
3,4,17,162,109736
4,4,17,151,88809
5,4,17,151,88809
1,4,18,185,125238
2,4,18,185,125238
3,4,18,185,125238
4,4,18,172,101355
5,4,18,172,101355
1,4,19,146,99344
2,4,19,146,99344
3,4,19,146,99344
4,4,19,136,80399
5,4,19,136,80399
1,4,20,40,27333
2,4,20,40,27333
3,4,20,40,27333
4,4,20,37,22120
5,4,20,37,22120
1,4,21,39,26406
2,4,21,39,26406
3,4,21,39,26406
4,4,21,36,21370
5,4,21,36,21370
1,4,22,150,101837
2,4,22,150,101837
3,4,22,150,101837
4,4,22,140,82417
5,4,22,140,82417
1,4,23,148,100651
2,4,23,148,100651
3,4,23,148,100651
4,4,23,138,81456
5,4,23,138,81456
1,4,24,150,101837
2,4,24,150,101837
3,4,24,150,101837
4,4,24,140,82417
5,4,24,140,82417
1,4,25,36,24705
2,4,25,36,24705
3,4,25,36,24705
4,4,25,34,19994
5,4,25,34,19994
1,4,26,113,76891
2,4,26,113,76891
3,4,26,113,76891
4,4,26,105,62228
5,4,26,105,62228
1,4,27,166,112967
2,4,27,166,112967
3,4,27,166,112967
4,4,27,155,91424
5,4,27,155,91424
1,4,28,93,63362
2,4,28,93,63362
3,4,28,93,63362
4,4,28,87,51279
5,4,28,87,51279
1,4,29,70,47332
2,4,29,70,47332
3,4,29,70,47332
4,4,29,65,38305
5,4,29,65,38305
1,4,30,78,53190
2,4,30,78,53190
3,4,30,78,53190
4,4,30,73,43047
5,4,30,73,43047
1,4,31,57,38586
2,4,31,57,38586
3,4,31,57,38586
4,4,31,53,31228
5,4,31,53,31228
1,4,32,129,87554
2,4,32,129,87554
3,4,32,129,87554
4,4,32,120,70857
5,4,32,120,70857
1,4,33,23,15510
2,4,33,23,15510
3,4,33,23,15510
4,4,33,21,12552
5,4,33,21,12552
1,4,34,47,32080
2,4,34,47,32080
3,4,34,47,32080
4,4,34,44,25962
5,4,34,44,25962
1,4,35,87,58932
2,4,35,87,58932
3,4,35,87,58932
4,4,35,81,47694
5,4,35,81,47694
1,4,36,44,30091
2,4,36,44,30091
3,4,36,44,30091
4,4,36,41,24353
5,4,36,41,24353
1,4,37,104,70743
2,4,37,104,70743
3,4,37,104,70743
4,4,37,97,57252
5,4,37,97,57252
1,4,38,98,66821
2,4,38,98,66821
3,4,38,98,66821
4,4,38,92,54078
5,4,38,92,54078
1,4,39,46,31045
2,4,39,46,31045
3,4,39,46,31045
4,4,39,43,25125
5,4,39,43,25125
1,5,1,66,45000
2,5,1,66,45000
3,5,1,66,45000
4,5,1,62,36418
5,5,1,62,36418
1,5,2,51,34473
2,5,2,51,34473
3,5,2,51,34473
4,5,2,47,27899
5,5,2,47,27899
1,5,3,51,34514
2,5,3,51,34514
3,5,3,51,34514
4,5,3,47,27932
5,5,3,47,27932
1,5,4,112,75887
2,5,4,112,75887
3,5,4,112,75887
4,5,4,104,61415
5,5,4,104,61415
1,5,5,0,0
2,5,5,0,0
3,5,5,0,0
4,5,5,0,0
5,5,5,0,0
1,5,6,50,33765
2,5,6,50,33765
3,5,6,50,33765
4,5,6,46,27326
5,5,6,46,27326
1,5,7,46,31326
2,5,7,46,31326
3,5,7,46,31326
4,5,7,43,25352
5,5,7,43,25352
1,5,8,69,47027
2,5,8,69,47027
3,5,8,69,47027
4,5,8,65,38059
5,5,8,65,38059
1,5,9,114,77546
2,5,9,114,77546
3,5,9,114,77546
4,5,9,106,62758
5,5,9,106,62758
1,5,10,94,63861
2,5,10,94,63861
3,5,10,94,63861
4,5,10,88,51683
5,5,10,88,51683
1,5,11,88,59539
2,5,11,88,59539
3,5,11,88,59539
4,5,11,82,48184
5,5,11,82,48184
1,5,12,43,29194
2,5,12,43,29194
3,5,12,43,29194
4,5,12,40,23627
5,5,12,40,23627
1,5,13,38,25966
2,5,13,38,25966
3,5,13,38,25966
4,5,13,36,21014
5,5,13,36,21014
1,5,14,44,29532
2,5,14,44,29532
3,5,14,44,29532
4,5,14,41,23900
5,5,14,41,23900
1,5,15,55,37139
2,5,15,55,37139
3,5,15,55,37139
4,5,15,51,30057
5,5,15,51,30057
1,5,16,48,32278
2,5,16,48,32278
3,5,16,48,32278
4,5,16,44,26123
5,5,16,44,26123
1,5,17,94,63948
2,5,17,94,63948
3,5,17,94,63948
4,5,17,88,51753
5,5,17,88,51753
1,5,18,81,54760
2,5,18,81,54760
3,5,18,81,54760
4,5,18,75,44318
5,5,18,75,44318
1,5,19,54,36614
2,5,19,54,36614
3,5,19,54,36614
4,5,19,50,29632
5,5,19,50,29632
1,5,20,73,49733
2,5,20,73,49733
3,5,20,73,49733
4,5,20,68,40249
5,5,20,68,40249
1,5,21,75,51000
2,5,21,75,51000
3,5,21,75,51000
4,5,21,70,41274
5,5,21,70,41274
1,5,22,83,56049
2,5,22,83,56049
3,5,22,83,56049
4,5,22,77,45361
5,5,22,77,45361
1,5,23,81,54863
2,5,23,81,54863
3,5,23,81,54863
4,5,23,75,44400
5,5,23,75,44400
1,5,24,83,56049
2,5,24,83,56049
3,5,24,83,56049
4,5,24,77,45361
5,5,24,77,45361
1,5,25,76,51598
2,5,25,76,51598
3,5,25,76,51598
4,5,25,71,41758
5,5,25,71,41758
1,5,26,46,31103
2,5,26,46,31103
3,5,26,46,31103
4,5,26,43,25172
5,5,26,43,25172
1,5,27,99,67179
2,5,27,99,67179
3,5,27,99,67179
4,5,27,92,54368
5,5,27,92,54368
1,5,28,23,15308
2,5,28,23,15308
3,5,28,23,15308
4,5,28,21,12388
5,5,28,21,12388
1,5,29,123,83210
2,5,29,123,83210
3,5,29,123,83210
4,5,29,114,67342
5,5,29,114,67342
1,5,30,50,33799
2,5,30,50,33799
3,5,30,50,33799
4,5,30,46,27354
5,5,30,46,27354
1,5,31,57,38830
2,5,31,57,38830
3,5,31,57,38830
4,5,31,53,31425
5,5,31,53,31425
1,5,32,62,41766
2,5,32,62,41766
3,5,32,62,41766
4,5,32,57,33801
5,5,32,57,33801
1,5,33,91,61939
2,5,33,91,61939
3,5,33,91,61939
4,5,33,85,50127
5,5,33,85,50127
1,5,34,158,107414
2,5,34,158,107414
3,5,34,158,107414
4,5,34,147,86929
5,5,34,147,86929
1,5,35,197,133563
2,5,35,197,133563
3,5,35,197,133563
4,5,35,183,108093
5,5,35,183,108093
1,5,36,155,105425
2,5,36,155,105425
3,5,36,155,105425
4,5,36,145,85320
5,5,36,145,85320
1,5,37,215,145626
2,5,37,215,145626
3,5,37,215,145626
4,5,37,200,117854
5,5,37,200,117854
1,5,38,209,141704
2,5,38,209,141704
3,5,38,209,141704
4,5,38,194,114680
5,5,38,194,114680
1,5,39,157,106379
2,5,39,157,106379
3,5,39,157,106379
4,5,39,146,86092
5,5,39,146,86092
1,6,1,23,15911
2,6,1,23,15911
3,6,1,23,15911
4,6,1,22,12877
5,6,1,22,12877
1,6,2,54,36752
2,6,2,54,36752
3,6,2,54,36752
4,6,2,50,29744
5,6,2,50,29744
1,6,3,7,4969
2,6,3,7,4969
3,6,3,7,4969
4,6,3,7,4021
5,6,3,7,4021
1,6,4,117,79509
2,6,4,117,79509
3,6,4,117,79509
4,6,4,109,64347
5,6,4,109,64347
1,6,5,50,33765
2,6,5,50,33765
3,6,5,50,33765
4,6,5,46,27326
5,6,5,46,27326
1,6,6,0,0
2,6,6,0,0
3,6,6,0,0
4,6,6,0,0
5,6,6,0,0
1,6,7,4,2442
2,6,7,4,2442
3,6,7,4,2442
4,6,7,3,1976
5,6,7,3,1976
1,6,8,26,17938
2,6,8,26,17938
3,6,8,26,17938
4,6,8,25,14517
5,6,8,25,14517
1,6,9,71,48457
2,6,9,71,48457
3,6,9,71,48457
4,6,9,66,39216
5,6,9,66,39216
1,6,10,99,67483
2,6,10,99,67483
3,6,10,99,67483
4,6,10,93,54614
5,6,10,93,54614
1,6,11,93,63161
2,6,11,93,63161
3,6,11,93,63161
4,6,11,87,51116
5,6,11,87,51116
1,6,12,46,31474
2,6,12,46,31474
3,6,12,46,31474
4,6,12,43,25472
5,6,12,43,25472
1,6,13,42,28246
2,6,13,42,28246
3,6,13,42,28246
4,6,13,39,22859
5,6,13,39,22859
1,6,14,6,4283
2,6,14,6,4283
3,6,14,6,4283
4,6,14,6,3466
5,6,14,6,3466
1,6,15,22,15222
2,6,15,22,15222
3,6,15,22,15222
4,6,15,21,12319
5,6,15,21,12319
1,6,16,2,1487
2,6,16,2,1487
3,6,16,2,1487
4,6,16,2,1203
5,6,16,2,1203
1,6,17,51,34859
2,6,17,51,34859
3,6,17,51,34859
4,6,17,48,28211
5,6,17,48,28211
1,6,18,77,52320
2,6,18,77,52320
3,6,18,77,52320
4,6,18,72,42342
5,6,18,72,42342
1,6,19,38,25689
2,6,19,38,25689
3,6,19,38,25689
4,6,19,35,20790
5,6,19,35,20790
1,6,20,79,53355
2,6,20,79,53355
3,6,20,79,53355
4,6,20,73,43180
5,6,20,73,43180
1,6,21,80,54622
2,6,21,80,54622
3,6,21,80,54622
4,6,21,75,44206
5,6,21,75,44206
1,6,22,40,26961
2,6,22,40,26961
3,6,22,40,26961
4,6,22,37,21819
5,6,22,37,21819
1,6,23,38,25774
2,6,23,38,25774
3,6,23,38,25774
4,6,23,35,20859
5,6,23,35,20859
1,6,24,40,26961
2,6,24,40,26961
3,6,24,40,26961
4,6,24,37,21819
5,6,24,37,21819
1,6,25,81,55220
2,6,25,81,55220
3,6,25,81,55220
4,6,25,76,44689
5,6,25,76,44689
1,6,26,11,7783
2,6,26,11,7783
3,6,26,11,7783
4,6,26,11,6299
5,6,26,11,6299
1,6,27,56,38091
2,6,27,56,38091
3,6,27,56,38091
4,6,27,52,30827
5,6,27,52,30827
1,6,28,28,18783
2,6,28,28,18783
3,6,28,28,18783
4,6,28,26,15201
5,6,28,26,15201
1,6,29,128,86903
2,6,29,128,86903
3,6,29,128,86903
4,6,29,119,70330
5,6,29,119,70330
1,6,30,53,36087
2,6,30,53,36087
3,6,30,53,36087
4,6,30,50,29205
5,6,30,50,29205
1,6,31,63,42452
2,6,31,63,42452
3,6,31,63,42452
4,6,31,58,34356
5,6,31,58,34356
1,6,32,19,12678
2,6,32,19,12678
3,6,32,19,12678
4,6,32,17,10260
5,6,32,17,10260
1,6,33,97,65560
2,6,33,97,65560
3,6,33,97,65560
4,6,33,90,53058
5,6,33,90,53058
