#----------------------------------------------------------------
# Generated using instance generator version v. 1.0.0
# Data set: 1 (=SHORTSEA)
# Vessel types: 1,5,6,7
# Vessel count: 3,4,3,3
# Number of cargoes: 23
# Cargo sizes: 2
# Time windows: 2
# Regional flow: 1
# Market condition: 1
# Instance number: 3 (out of 5)
#----------------------------------------------------------------

# number of ports
39
# number of vessels
13
# for each vessel: vessel index, home port, starting time, capacity
1,8,21,13200
2,13,137,13200
3,31,0,13200
4,14,0,5800
5,12,75,5800
6,12,0,5800
7,27,55,5800
8,38,0,2950
9,19,90,2950
10,17,32,2950
11,24,70,3570
12,32,0,3570
13,9,143,3570
# number of cargoes
23
# for each vessel, vessel index, and then a list of cargoes that can be transported using that vessel
1,1,5,6,7,8,9,10,12,13,14,15,16,17,20,21,22,23
2,5,6,7,8,9,10,12,13,16,21
3,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22
4,1,3,5,6,7,8,9,10,12,13,14,15,16,17,19,20,21,22,23
5,5,6,7,8,9,10,12,13,15,16,17,21
6,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22
7,5,6,7,8,9,10,12,13,15,16,21,22,23
8,6,8,9,10,13,16,21
9,5,6,8,9,10,13,14,16,21,22
10,5,6,8,9,10,13,14,16,21,22,23
11,5,6,8,9,10,13,16,21,22
12,5,6,8,9,10,13,14,16,17,21,22,23
13,5,6,8,9,10,16,21
# for each cargo: cargo index, origin port, destination port, size, cost of not transporting, lb tw pu, ub tw pu, lb tw d, ub tw d
1,26,25,3716,337268,33,105,33,497
2,10,36,1499,269975,0,72,0,443
3,31,35,5741,333759,0,72,0,694
4,29,34,1729,356926,0,72,0,507
5,17,35,2808,566029,159,231,159,832
6,31,37,2836,713124,351,423,351,859
7,32,27,5495,551326,174,246,174,617
8,31,34,923,357954,478,550,478,927
9,31,27,2435,381537,361,433,361,824
10,2,38,2418,431499,583,655,583,1127
11,11,35,5782,551356,0,72,0,464
12,17,37,5739,469847,241,313,241,944
13,25,9,1612,417086,199,271,199,736
14,18,11,2014,428890,64,136,64,609
15,15,21,5176,488240,74,146,74,565
16,11,19,1957,341691,356,428,356,856
17,13,5,3109,215475,33,105,33,436
18,33,34,891,236913,0,72,0,421
19,30,39,4559,625073,7,79,7,503
20,22,27,3781,219732,0,72,0,374
21,19,32,2006,215136,248,320,248,680
22,19,27,2362,309333,63,135,63,511
23,17,35,2553,858416,0,72,0,646
# travel times and costs: vessel, origin port, destination port, travel time (in hours), travel cost (in €)
11,1,21,105,36089
12,1,21,105,36089
13,1,21,105,36089
1,1,22,21,14128
2,1,22,21,14128
3,1,22,21,14128
4,1,22,21,7246
5,1,22,21,7246
6,1,22,21,7246
7,1,22,21,7246
8,1,22,22,5314
9,1,22,22,5314
10,1,22,22,5314
11,1,22,22,7737
12,1,22,22,7737
13,1,22,22,7737
1,1,23,19,12941
2,1,23,19,12941
3,1,23,19,12941
4,1,23,19,6637
5,1,23,19,6637
6,1,23,19,6637
7,1,23,19,6637
8,1,23,20,4867
9,1,23,20,4867
10,1,23,20,4867
11,1,23,21,7087
12,1,23,21,7087
13,1,23,21,7087
1,1,24,21,14128
2,1,24,21,14128
3,1,24,21,14128
4,1,24,21,7246
5,1,24,21,7246
6,1,24,21,7246
7,1,24,21,7246
8,1,24,22,5314
9,1,24,22,5314
10,1,24,22,5314
11,1,24,22,7737
12,1,24,22,7737
13,1,24,22,7737
1,1,25,98,66498
2,1,25,98,66498
3,1,25,98,66498
4,1,25,98,34106
5,1,25,98,34106
6,1,25,98,34106
7,1,25,98,34106
8,1,25,102,25011
9,1,25,102,25011
10,1,25,102,25011
11,1,25,106,36416
12,1,25,106,36416
13,1,25,106,36416
1,1,26,27,18076
2,1,26,27,18076
3,1,26,27,18076
4,1,26,27,9271
5,1,26,27,9271
6,1,26,27,9271
7,1,26,27,9271
8,1,26,28,6799
9,1,26,28,6799
10,1,26,28,6799
11,1,26,29,9899
12,1,26,29,9899
13,1,26,29,9899
1,1,27,37,25258
2,1,27,37,25258
3,1,27,37,25258
4,1,27,37,12955
5,1,27,37,12955
6,1,27,37,12955
7,1,27,37,12955
8,1,27,39,9500
9,1,27,39,9500
10,1,27,39,9500
11,1,27,40,13832
12,1,27,40,13832
13,1,27,40,13832
1,1,28,44,30017
2,1,28,44,30017
3,1,28,44,30017
4,1,28,44,15395
5,1,28,44,15395
6,1,28,44,15395
7,1,28,44,15395
8,1,28,46,11290
9,1,28,46,11290
10,1,28,46,11290
11,1,28,48,16438
12,1,28,48,16438
13,1,28,48,16438
1,1,29,145,98181
2,1,29,145,98181
3,1,29,145,98181
4,1,29,145,50356
5,1,29,145,50356
6,1,29,145,50356
7,1,29,145,50356
8,1,29,150,36927
9,1,29,150,36927
10,1,29,150,36927
11,1,29,156,53766
12,1,29,156,53766
13,1,29,156,53766
1,1,30,70,47366
2,1,30,70,47366
3,1,30,70,47366
4,1,30,70,24293
5,1,30,70,24293
6,1,30,70,24293
7,1,30,70,24293
8,1,30,72,17815
9,1,30,72,17815
10,1,30,72,17815
11,1,30,75,25939
12,1,30,75,25939
13,1,30,75,25939
1,1,31,79,53730
2,1,31,79,53730
3,1,31,79,53730
4,1,31,79,27558
5,1,31,79,27558
6,1,31,79,27558
7,1,31,79,27558
8,1,31,82,20209
9,1,31,82,20209
10,1,31,82,20209
11,1,31,85,29424
12,1,31,85,29424
13,1,31,85,29424
1,1,32,8,5119
2,1,32,8,5119
3,1,32,8,5119
4,1,32,8,2625
5,1,32,8,2625
6,1,32,8,2625
7,1,32,8,2625
8,1,32,8,1925
9,1,32,8,1925
10,1,32,8,1925
11,1,32,8,2803
12,1,32,8,2803
13,1,32,8,2803
1,1,33,113,76839
2,1,33,113,76839
3,1,33,113,76839
4,1,33,113,39410
5,1,33,113,39410
6,1,33,113,39410
7,1,33,113,39410
8,1,33,118,28900
9,1,33,118,28900
10,1,33,118,28900
11,1,33,122,42079
12,1,33,122,42079
13,1,33,122,42079
1,1,34,180,122314
2,1,34,180,122314
3,1,34,180,122314
4,1,34,180,62734
5,1,34,180,62734
6,1,34,180,62734
7,1,34,180,62734
8,1,34,187,46004
9,1,34,187,46004
10,1,34,187,46004
11,1,34,195,66982
12,1,34,195,66982
13,1,34,195,66982
1,1,35,219,148464
2,1,35,219,148464
3,1,35,219,148464
4,1,35,219,76146
5,1,35,219,76146
6,1,35,219,76146
7,1,35,219,76146
8,1,35,227,55840
9,1,35,227,55840
10,1,35,227,55840
11,1,35,236,81302
12,1,35,236,81302
13,1,35,236,81302
1,1,36,177,120325
2,1,36,177,120325
3,1,36,177,120325
4,1,36,177,61714
5,1,36,177,61714
6,1,36,177,61714
7,1,36,177,61714
8,1,36,184,45256
9,1,36,184,45256
10,1,36,184,45256
11,1,36,191,65893
12,1,36,191,65893
13,1,36,191,65893
1,1,37,237,160526
2,1,37,237,160526
3,1,37,237,160526
4,1,37,237,82332
5,1,37,237,82332
6,1,37,237,82332
7,1,37,237,82332
8,1,37,246,60376
9,1,37,246,60376
10,1,37,246,60376
11,1,37,255,87908
12,1,37,255,87908
13,1,37,255,87908
1,1,38,231,156604
2,1,38,231,156604
3,1,38,231,156604
4,1,38,231,80321
5,1,38,231,80321
6,1,38,231,80321
7,1,38,231,80321
8,1,38,240,58901
9,1,38,240,58901
10,1,38,240,58901
11,1,38,249,85760
12,1,38,249,85760
13,1,38,249,85760
1,1,39,179,121279
2,1,39,179,121279
3,1,39,179,121279
4,1,39,179,62203
5,1,39,179,62203
6,1,39,179,62203
7,1,39,179,62203
8,1,39,186,45615
9,1,39,186,45615
10,1,39,186,45615
11,1,39,193,66415
12,1,39,193,66415
13,1,39,193,66415
1,2,1,71,48031
2,2,1,71,48031
3,2,1,71,48031
4,2,1,71,24635
5,2,1,71,24635
6,2,1,71,24635
7,2,1,71,24635
8,2,1,73,18065
9,2,1,73,18065
10,2,1,73,18065
11,2,1,76,26303
12,2,1,76,26303
13,2,1,76,26303
1,2,2,0,0
2,2,2,0,0
3,2,2,0,0
4,2,2,0,0
5,2,2,0,0
6,2,2,0,0
7,2,2,0,0
8,2,2,0,0
9,2,2,0,0
10,2,2,0,0
11,2,2,0,0
12,2,2,0,0
13,2,2,0,0
1,2,3,55,37544
2,2,3,55,37544
3,2,3,55,37544
4,2,3,55,19256
5,2,3,55,19256
6,2,3,55,19256
7,2,3,55,19256
8,2,3,57,14121
9,2,3,57,14121
10,2,3,57,14121
11,2,3,60,20560
12,2,3,60,20560
13,2,3,60,20560
1,2,4,81,55207
2,2,4,81,55207
3,2,4,81,55207
4,2,4,81,28315
5,2,4,81,28315
6,2,4,81,28315
7,2,4,81,28315
8,2,4,84,20764
9,2,4,84,20764
10,2,4,84,20764
11,2,4,88,30233
12,2,4,88,30233
13,2,4,88,30233
1,2,5,51,34473
2,2,5,51,34473
3,2,5,51,34473
4,2,5,51,17681
5,2,5,51,17681
6,2,5,51,17681
7,2,5,51,17681
8,2,5,53,12966
9,2,5,53,12966
10,2,5,53,12966
11,2,5,55,18878
12,2,5,55,18878
13,2,5,55,18878
1,2,6,54,36752
2,2,6,54,36752
3,2,6,54,36752
4,2,6,54,18850
5,2,6,54,18850
6,2,6,54,18850
7,2,6,54,18850
8,2,6,56,13823
9,2,6,56,13823
10,2,6,56,13823
11,2,6,58,20126
12,2,6,58,20126
13,2,6,58,20126
1,2,7,51,34311
2,2,7,51,34311
3,2,7,51,34311
4,2,7,51,17598
5,2,7,51,17598
6,2,7,51,17598
7,2,7,51,17598
8,2,7,52,12905
9,2,7,52,12905
10,2,7,52,12905
11,2,7,55,18789
12,2,7,55,18789
13,2,7,55,18789
1,2,8,74,50058
2,2,8,74,50058
3,2,8,74,50058
4,2,8,74,25674
5,2,8,74,25674
6,2,8,74,25674
7,2,8,74,25674
8,2,8,77,18828
9,2,8,77,18828
10,2,8,77,18828
11,2,8,80,27413
12,2,8,80,27413
13,2,8,80,27413
1,2,9,119,80577
2,2,9,119,80577
3,2,9,119,80577
4,2,9,119,41327
5,2,9,119,41327
6,2,9,119,41327
7,2,9,119,41327
8,2,9,123,30306
9,2,9,123,30306
10,2,9,123,30306
11,2,9,128,44126
12,2,9,128,44126
13,2,9,128,44126
1,2,10,64,43181
2,2,10,64,43181
3,2,10,64,43181
4,2,10,64,22147
5,2,10,64,22147
6,2,10,64,22147
7,2,10,64,22147
8,2,10,66,16241
9,2,10,66,16241
10,2,10,66,16241
11,2,10,69,23647
12,2,10,69,23647
13,2,10,69,23647
1,2,11,57,38858
2,2,11,57,38858
3,2,11,57,38858
4,2,11,57,19930
5,2,11,57,19930
6,2,11,57,19930
7,2,11,57,19930
8,2,11,59,14615
9,2,11,59,14615
10,2,11,59,14615
11,2,11,62,21280
12,2,11,62,21280
13,2,11,62,21280
1,2,12,14,9328
2,2,12,14,9328
3,2,12,14,9328
4,2,12,14,4784
5,2,12,14,4784
6,2,12,14,4784
7,2,12,14,4784
8,2,12,14,3508
9,2,12,14,3508
10,2,12,14,3508
11,2,12,15,5108
12,2,12,15,5108
13,2,12,15,5108
1,2,13,18,12169
2,2,13,18,12169
3,2,13,18,12169
4,2,13,18,6241
5,2,13,18,6241
6,2,13,18,6241
7,2,13,18,6241
8,2,13,19,4577
9,2,13,19,4577
10,2,13,19,4577
11,2,13,19,6664
12,2,13,19,6664
13,2,13,19,6664
1,2,14,48,32497
2,2,14,48,32497
3,2,14,48,32497
4,2,14,48,16667
5,2,14,48,16667
6,2,14,48,16667
7,2,14,48,16667
8,2,14,50,12222
9,2,14,50,12222
10,2,14,50,12222
11,2,14,52,17796
12,2,14,52,17796
13,2,14,52,17796
1,2,15,66,44472
2,2,15,66,44472
3,2,15,66,44472
4,2,15,66,22809
5,2,15,66,22809
6,2,15,66,22809
7,2,15,66,22809
8,2,15,68,16727
9,2,15,68,16727
10,2,15,68,16727
11,2,15,71,24354
12,2,15,71,24354
13,2,15,71,24354
1,2,16,52,35265
2,2,16,52,35265
3,2,16,52,35265
4,2,16,52,18087
5,2,16,52,18087
6,2,16,52,18087
7,2,16,52,18087
8,2,16,54,13264
9,2,16,54,13264
10,2,16,54,13264
11,2,16,56,19312
12,2,16,56,19312
13,2,16,56,19312
1,2,17,99,66978
2,2,17,99,66978
3,2,17,99,66978
4,2,17,99,34353
5,2,17,99,34353
6,2,17,99,34353
7,2,17,99,34353
8,2,17,102,25192
9,2,17,102,25192
10,2,17,102,25192
11,2,17,107,36679
12,2,17,107,36679
13,2,17,107,36679
1,2,18,122,82897
2,2,18,122,82897
3,2,18,122,82897
4,2,18,122,42517
5,2,18,122,42517
6,2,18,122,42517
7,2,18,122,42517
8,2,18,127,31179
9,2,18,127,31179
10,2,18,127,31179
11,2,18,132,45396
12,2,18,132,45396
13,2,18,132,45396
1,2,19,83,56587
2,2,19,83,56587
3,2,19,83,56587
4,2,19,83,29023
5,2,19,83,29023
6,2,19,83,29023
7,2,19,83,29023
8,2,19,87,21283
9,2,19,87,21283
10,2,19,87,21283
11,2,19,90,30988
12,2,19,90,30988
13,2,19,90,30988
1,2,20,43,29053
2,2,20,43,29053
3,2,20,43,29053
4,2,20,43,14901
5,2,20,43,14901
6,2,20,43,14901
7,2,20,43,14901
8,2,20,44,10927
9,2,20,44,10927
10,2,20,44,10927
11,2,20,46,15910
12,2,20,46,15910
13,2,20,46,15910
1,2,21,45,30320
2,2,21,45,30320
3,2,21,45,30320
4,2,21,45,15551
5,2,21,45,15551
6,2,21,45,15551
7,2,21,45,15551
8,2,21,46,11404
9,2,21,46,11404
10,2,21,46,11404
11,2,21,48,16604
12,2,21,48,16604
13,2,21,48,16604
1,2,22,87,59080
2,2,22,87,59080
3,2,22,87,59080
4,2,22,87,30302
5,2,22,87,30302
6,2,22,87,30302
7,2,22,87,30302
8,2,22,90,22221
9,2,22,90,22221
10,2,22,90,22221
11,2,22,94,32354
12,2,22,94,32354
13,2,22,94,32354
1,2,23,85,57893
2,2,23,85,57893
3,2,23,85,57893
4,2,23,85,29693
5,2,23,85,29693
6,2,23,85,29693
7,2,23,85,29693
8,2,23,89,21775
9,2,23,89,21775
10,2,23,89,21775
11,2,23,92,31704
12,2,23,92,31704
13,2,23,92,31704
1,2,24,87,59080
2,2,24,87,59080
3,2,24,87,59080
4,2,24,87,30302
5,2,24,87,30302
6,2,24,87,30302
7,2,24,87,30302
8,2,24,90,22221
9,2,24,90,22221
10,2,24,90,22221
11,2,24,94,32354
12,2,24,94,32354
13,2,24,94,32354
1,2,25,46,30917
2,2,25,46,30917
3,2,25,46,30917
4,2,25,46,15857
5,2,25,46,15857
6,2,25,46,15857
7,2,25,46,15857
8,2,25,47,11629
9,2,25,47,11629
10,2,25,47,11629
11,2,25,49,16931
12,2,25,49,16931
13,2,25,49,16931
1,2,26,50,34134
2,2,26,50,34134
3,2,26,50,34134
4,2,26,50,17507
5,2,26,50,17507
6,2,26,50,17507
7,2,26,50,17507
8,2,26,52,12838
9,2,26,52,12838
10,2,26,52,12838
11,2,26,54,18693
12,2,26,54,18693
13,2,26,54,18693
1,2,27,103,70210
2,2,27,103,70210
3,2,27,103,70210
4,2,27,103,36010
5,2,27,103,36010
6,2,27,103,36010
7,2,27,103,36010
8,2,27,107,26407
9,2,27,107,26407
10,2,27,107,26407
11,2,27,112,38449
12,2,27,112,38449
13,2,27,112,38449
1,2,28,31,21154
2,2,28,31,21154
3,2,28,31,21154
4,2,28,31,10850
5,2,28,31,10850
6,2,28,31,10850
7,2,28,31,10850
8,2,28,32,7956
9,2,28,32,7956
10,2,28,32,7956
11,2,28,34,11584
12,2,28,34,11584
13,2,28,34,11584
1,2,29,92,62600
2,2,29,92,62600
3,2,29,92,62600
4,2,29,92,32107
5,2,29,92,32107
6,2,29,92,32107
7,2,29,92,32107
8,2,29,96,23545
9,2,29,96,23545
10,2,29,96,23545
11,2,29,100,34281
12,2,29,100,34281
13,2,29,100,34281
1,2,30,3,2090
2,2,30,3,2090
3,2,30,3,2090
4,2,30,3,1072
5,2,30,3,1072
6,2,30,3,1072
7,2,30,3,1072
8,2,30,3,786
9,2,30,3,786
10,2,30,3,786
11,2,30,3,1144
12,2,30,3,1144
13,2,30,3,1144
1,2,31,27,18149
2,2,31,27,18149
3,2,31,27,18149
4,2,31,27,9308
5,2,31,27,9308
6,2,31,27,9308
7,2,31,27,9308
8,2,31,28,6826
9,2,31,28,6826
10,2,31,28,6826
11,2,31,29,9939
12,2,31,29,9939
13,2,31,29,9939
1,2,32,66,44797
2,2,32,66,44797
3,2,32,66,44797
4,2,32,66,22976
5,2,32,66,22976
6,2,32,66,22976
7,2,32,66,22976
8,2,32,69,16849
9,2,32,69,16849
10,2,32,69,16849
11,2,32,71,24532
12,2,32,71,24532
13,2,32,71,24532
1,2,33,61,41258
2,2,33,61,41258
3,2,33,61,41258
4,2,33,61,21161
5,2,33,61,21161
6,2,33,61,21161
7,2,33,61,21161
8,2,33,63,15518
9,2,33,63,15518
10,2,33,63,15518
11,2,33,66,22594
12,2,33,66,22594
13,2,33,66,22594
1,2,34,128,86733
2,2,34,128,86733
3,2,34,128,86733
4,2,34,128,44485
5,2,34,128,44485
6,2,34,128,44485
7,2,34,128,44485
8,2,34,133,32622
9,2,34,133,32622
10,2,34,133,32622
11,2,34,138,47497
12,2,34,138,47497
13,2,34,138,47497
1,2,35,166,112883
2,2,35,166,112883
3,2,35,166,112883
4,2,35,166,57897
5,2,35,166,57897
6,2,35,166,57897
7,2,35,166,57897
8,2,35,173,42457
9,2,35,173,42457
10,2,35,173,42457
11,2,35,180,61817
12,2,35,180,61817
13,2,35,180,61817
1,2,36,125,84744
2,2,36,125,84744
3,2,36,125,84744
4,2,36,125,43465
5,2,36,125,43465
6,2,36,125,43465
7,2,36,125,43465
8,2,36,130,31874
9,2,36,130,31874
10,2,36,130,31874
11,2,36,135,46408
12,2,36,135,46408
13,2,36,135,46408
1,2,37,184,124945
2,2,37,184,124945
3,2,37,184,124945
4,2,37,184,64083
5,2,37,184,64083
6,2,37,184,64083
7,2,37,184,64083
8,2,37,191,46994
9,2,37,191,46994
10,2,37,191,46994
11,2,37,199,68423
12,2,37,199,68423
13,2,37,199,68423
1,2,38,178,121023
2,2,38,178,121023
3,2,38,178,121023
4,2,38,178,62072
5,2,38,178,62072
6,2,38,178,62072
7,2,38,178,62072
8,2,38,185,45519
9,2,38,185,45519
10,2,38,185,45519
11,2,38,193,66275
12,2,38,193,66275
13,2,38,193,66275
1,2,39,126,85698
2,2,39,126,85698
3,2,39,126,85698
4,2,39,126,43954
5,2,39,126,43954
6,2,39,126,43954
7,2,39,126,43954
8,2,39,131,32233
9,2,39,131,32233
10,2,39,131,32233
11,2,39,136,46930
12,2,39,136,46930
13,2,39,136,46930
1,3,1,19,12930
2,3,1,19,12930
3,3,1,19,12930
4,3,1,19,6632
5,3,1,19,6632
6,3,1,19,6632
7,3,1,19,6632
8,3,1,20,4863
9,3,1,20,4863
10,3,1,20,4863
11,3,1,21,7081
12,3,1,21,7081
13,3,1,21,7081
1,3,2,55,37544
2,3,2,55,37544
3,3,2,55,37544
4,3,2,55,19256
5,3,2,55,19256
6,3,2,55,19256
7,3,2,55,19256
8,3,2,57,14121
9,3,2,57,14121
10,3,2,57,14121
11,3,2,60,20560
12,3,2,60,20560
13,3,2,60,20560
1,3,3,0,0
2,3,3,0,0
3,3,3,0,0
